QueryText,KccAns
Asking about rat management for paddy field,:       : :                  2    -  95    2   1
seeds availability of ground nut,RECOMMENDED TO SPRAY ZINC SULPHATE  2 GRAMS  1 LITRE OF WATER
TELL ME TERMITE CONTROL IN GROUNDNUT,APPLY CHOLOROPYRIHOS 20 EC 1 LITAR PAR BIGHA WITH IRRIGATION
Farmer asked Stem Borer Problem in groundnut  crop,4  WP
LEAF EATING CATERPILLAR IN GROUNDNUT,SPRAY TRIAZOPHOS 25ML PER 1LTR WATER
asked about root grub management in Groundnut,:       :   1  20      1
boron application in ground nut,recommended apply borax along with DAP before sowing
Ask about pest control problem in ground nut crop,650 GRAM ACRE SOIL APPLICATION
Groundnut-Variety,SB -11 TAG -24
TELL ME ABOUT RAT CONTROL IN GROUNDNUT,20
FARMER ASKED QUERY ABOUT ON WEED MANAGEMENT IN GROUND NUT,RECOMMENDED LIGHT MOISTURE WILL BE APPLIED ON HERBICIDE WILL BE SPRAYED
varieties of ground nut,phule pragatikopergaon 1
GROUNDNUT BRUCHIDS,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
Groundnut leaf miner,recommended for spray dimethoate 2mllit of water
WEATHER REPORT IN HOOGHLY DISTRICT,AS PER ACCUWEATHER NEXT 5 DAYS CLOUDY SKY POSSIBILITY OF RAIN FALL
TELL ME CONTROL OF YELLOWING IN GROUNDNUT,10 KG PAR BIGHA UREA TOPDRESSING
Farmer asked Spotted bollworm problem in crop,EC
PEA NUT KA PRESERVETION KAISE KARTE HAI,COLD STEEM KE SATH PACK KARKE COLD STOREJ ME RAKHTE HAI
TELL ME LEAF BORER   CONTROL IN,SPRAY OF ACEPHATE 75SP 2 GRAM PER LITER WATER
Farmer asked fungus control information of  Ground Nut,SC
TELL ME INSECT  CONTROL IN groundnut,50     5 1
ask for mealy bug control  information,suggest:sprey tryzophose 25 mlpump1 spoon washing powdar
Jassids in groundnut,Recommended for spray dimethoate 2ml  litre
Farmer asked fungus control information in groundnut crop,WP 30
VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT  SB-11 JL-24  DAFTARI
Farmer asked fungus in root control information of  groundnut crop,:
weed management in groundnut,QUIZALOPOP ETHYLTARGA SUPER 400 ML PER ACRE
Farmer asked seed treatment of white grub control in ground nut crop,SLFS  mili
Farmer asked Varieties information of Ground nut crop,:-  :-  - -  -  -   :-  -  -  -
TELL ME ROOT ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 PER BHIGA
Bihar hairy caterpillar in groundnut,recommended for the groundnut price:   chlorpyriphos  2mllit of water
FARMER ASKED ABOUT SEED RATE,SUGGEST HIM 60 KGS PER ACRE
Asking about stem rot management in groundnut,:      :      2
asked about fert dose in gnut,fert dose in gnut - apply urea 1 bag  s s p 1 bag  sulphar 10 kg  acre
TELL ME POD BORER IN GROUNDNUT CROP,SPRAY OF IMAMECTIN BENZOATE 1 GM PER 3 LITER WATER
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUND NUT,RECOMMENDED FERTILIZERS IN GROUND NUTUREA 9- 18 KGACRE
TELL ME YELLOWNESS OF BHAT,FERUS SULPHATE 5 GM  LITER WATER SPRAY
COLLAR ROT IN GROUNDNUT,APPLY COPPER OXYCHLORIDE AND BLITOX 3GLTR
Farmer asked Jassid Problem in groundnur crop,50 SC
Ask about larvae control information Hairy Caterpillar in groundnut crop,SC 7-8
ask for gnut wilt control,I suggest to drenching coc 40 gmpump
ROOT ROT IN GROUND NUT,RECOMMENDED TO RIDOMIL 25 GM LIT WATER FOR CONTROL OF ROOT ROT IN GROUND NUT
TELL ME MORE FLOWERING IN GROUNDNUT,PLANOFIX 1 ML 4 LITTER WATTER SPRAY
TELL ME WEEDS CONTROL GRANTNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
leaf eating caterpillar,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
CONTROL OF WHITE FLY IN GROUND NUT,RECOMMENDED FOR SPRAY   THIAMETHOXAM 25 WG  1 GM  3 LIT OF WATER
ground nut disease,spray mancozeb 2gliter
Good variety of maize,Good variety of maize- saktiman 1-4 ganga-11 suan devki
FERTILIZER DOSAGE,RECOMMENDED TO APPLY GYUPSUM 200 KGS  ACRE
Farmer asked Thrips  larvae control information of groundnut crop,SC
moong phalli me gay nukshan karti hai,phorat 10g powder dalen100 kgacre
variety of groundnut crop,-   -
ask about groundnut catterpiller,i suggested quinalphos 20mlpump
WEED CONTROL,SPRAY PENDIMETHALIN 6MLLT
Asking about late leaf spot in groundnut,:     : :       5 ml
Asking about Top Fertilizer application for groundnut,:     :  80   4
TIKKA LEAF SPOT,SPRAYING OF CHOLOROTHALONIL 2G LIT OF WATER
farmer asked query on root grub management in ground nut,RECOMMENDED TO DRENCH CHLORPYRIFOS 6 ML1 LITRE  OF WATER   6   1
Asked about  Tobacco caterpillar management in groundnut,:     :      2
LEAF EATING CATERPILLAR,CHLOROPYRIPHOS 2MLL OR QUINALPHOS 2MLL
GROUNDNUT ROOT GRUB,RECOMMENDED TO USED CHLORIPYRIPHOS 6MLLITRE FOR ROOT DRENCHING
GROUND NUT  SUCKING PEST MANAGEMENT,RECOMMENDED FOR SPRAY ACEPHATE  300 GRAMS ACRE
Asked about White grubsroot grub management in groundnut,:  : :   2     40
TELL ME FANGUS CONTROL OF GROUNDNUT,BAWASTIN 250 GRAM BHIGA
Ask about Thrips  problem in groundnut crop,WP
asked about fertilizer spray on groundnut,30   ::
TELL ME WHITE GURB CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION FOR TERMITE CONTROL
which groundnut varities use kharif seasion,tumhi ground nut madhe tag 24 hi jat ghya
Attackof thrips on Groundnut,-
Asked about Pest management in ground nut,Recommended to spray imidacloprid  05g1 litre of water
asking about groundnut seeds availability information,Recommended contact to block level agriculture office
control of weed in mung phalli,mung phalli ki fasal me kharpatwar ki nirai kren
fertilizers,recommended ZYPSUM 200 KG PER ACRE
Ask about fungus problem in Groundnut crop,WP
GROUNDNUT LEAF EATING CATERPILLAR MANAGEMENT,90    200
asked about watermelon variety,25-3
ground season,recommended to june to july
Farmer asked fungus in root control information in groundnut crop,40         ppm
Asked about Weed management of groundnut,Recommended to spray Agil  2mllit of water
TELL ME RERMITE CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Asking about What to use for Fipronil  pesticide,:     :                       15    2
Information about Weed control in Ground nut,Imazethapyr 10 SL  Recommended doseacre : 400 ml acre
NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY GYPSUM 200KG  FOR 1 ACRE
gram pod borer in groundnut,spray imidachloprid 1 ml  lit
fertilizers in ground nut,recommended  zypsum 200kgacre
TELL ME APHID CONTROL IN GROUNDNUT CROP,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER
ground nut sucking pest management,ground nut sucking pest managementRECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  200 LITRES OF WATER ACRE
groundnut SEED TREATMENT,treat the seeds with Trichoderma viride  4 gkg seed or Pseudomonas fluorescens  10 gkg seed
FARMER ASKED QUERY ON SEED RATE IN GROUNDNUT,RECOMMENDED SEED RATE 75 KG PER ACRE
Asking about aphids and leaf cater pillar in groundnut,:        :     2    1
Ask about Fertilizer Use in Groundnut,10  15
NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY POTASSIUM NITRATE  5 GRAMS1 LITRE OF WATER
mungphali me rog dalga hai,sulphure ka spray karen
Ask about Fertilizer application in Ground nut Crop,KG
weather information,TO POSSIBILITY OF CLOUDY WEATHER AND DRIZZLE CONDITION FROM 23 JUNE TO 28 JUNE
leaf spot,spray carbendazim 2 gm lit of water
Ask about seed treatments for white grub control in Groundnut,30  FS 30
ask for gnut yellowing leaf control,i suggested to sprey feras sulphet 100 gm10 gm lemon flower
seed rate of ground nut,moong fali kee beej dar 30-35 kilo acre
asking about Attack of AphidsThrips on groundnut,Attack of AphidsThrips on groundnut  - Spray Actra 5 gm15 Liter of WaterThiomithoxom 25-Syngenta
groundnut fertilizers,gypsum 200kgacre12 bag potash
Farmer wants to know information about how to control of fungal attack in groundnut crop,Recommended for to control of fungal attack spray carbandazim  mancozeb 40gmand streptocyclin 2 gram at 15 liter of water
ASKED FOR GROUNDNUT FERTILIZERS,RECOMMENDED-APPLY GYPSUM AT 200KG PER ACRE
grass in groundnut,recommended for hand weeding only
INFORMATION REGARDING SEED TREATMENT OF GROUNDNUT,TREAT SELECTED SEEDS WITH 5G THIRAMKG OF SEEDS
sowing date groundnut,janewari- februwari
TELL ME ABOUT SULFER USE IN GROUNDNUT,3    1          4 ML
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY GYPSUM 200 KG ACRE
Ground nut tobacco caterpillar,recommended for spray Thiochloprid 1 mlliter of water
Asking about pest management in groundnut,:      :     3
ATTACK OF WHITE GRUB,DRENCHING OF CHLOROPYRIPHOS 30GM10LTR WATER
TELL ME BLACK ROOT CONTROL OF GROUNDNUT,APPLIED BAVISTEN 250 GM BIGHA  WITH IRRIGATION WATER
farmer asked about root rot management in ground nut,RECOMMENDED TO DRENCH THE PLANTS BASE WITH  MANCOZEB M-45  3 GRAMS1 LITRE OF WATER
TELL ME ABOUT INSECT CONTROL,50    2
ask about termite control in groundnut crop,300
tell me variety of groundnut,variety of groundnut  rg-141pratap mungafali-1pratap mungafali-5
Asked about sucking pest attack,Spray Actra 5 gm 15 Lit of Water
Information about insect control in groundnut crop,carbofuran 3G  8  10
PROQUREMENT OF GROUND NUT CULTIVATION,CONTACT DIST AGRICULTURE OFFICER BANKI
VARIETIES OF GROUNDNUT,- -  -      -    -  -   -     -
Thrips Attack,Spray Actra 5 gm  regent 10 ml 15 Lit of Water
TELL ME CONTROL OF COLLAR ROT IN GROUNDNUT,DRENCHING CARBENDAZIM 250 GM PAR BIGHA
Plant Protection Related Query,178  1  3
ROOT ROT,ZINEB 3GLTR
TELL ME ROOT ROT CONTROL IN GRANDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
FARMER ASKED THE CONTROL OF INSECT IN GROUNDNUT,145   1
ask abt gnut crop,suggested only dap required
Asked about Plant protection in groundnut,Recommended to spray  mancozeb 2gl
Information about weather,Kisan bhai aapke shetra mein 15 december se 20 december mein barish ki sambhavna nahi hai
Asked about Recommendation of Fipronil,:         :  2  1
farmer ask about fertilizer in Groundnut crop,12-15kg
attack of catterpillar in groundnut root,quinolphos 25 ml 15 ltr water for drenching
asking about  ground nut sprying,SPRAY MICROLLA 3015 LITER WATER
Ask for groundnut spodoptera,I suggest to spray quinalphos 30 ml per pump
TERMITE CONTROL IN GROUNDNT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Asked about nutrient management in  groundnut,incomplete call
TELL ME TRMIT CONTROL IN GROUNGDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Farmer asked seed treatment of fungus problem in,WP                30  FS
PLANT PROTECTION,MANCOZEB 2GML OF WATER
ask for groudnut seed treatment information,suggest: seeds traet with quinalphose 20ml1kg seeds
How to Control Weed in Til,Dhan me kharpatwar niyantran ke liye ropayi ke 40 ghanto me pendimetline 1 literacre ki dar se spray karen
asked about root rot management in Groundnut,:      :   1  20      1
Plant protection,Spray Fipronil 5  SC Regent  2ml in 1 liter
plant protection in the groundnut,Dear Kisan Bhai you can spray the copper oxychloride 50 WP 25 g  liter water
posak tatva dale,micronutrients de
Ground nut helicoverpa leaf eating caterpillar control,RECOMMENDED TO SPRAY CHLORIPYRPHOS 500 ML PER ACRE
Information regarding weather in sirsa,Information regarding weather in sirsa    Some clouds and chance of rain fall today
ask gnut yallow coloure leaf,I suggest hirakashi 100gm  citric  acid 10gm
USE OF GYPSUM IN GRUNDNUT,APPLY 100KGACRE
LEAVES ARE YELLOWISH IN GROUNDNUT CROP,SPRAY FERASH SULPHET 5 GML WATER
Attack of Thrips Aphids and Jassids,Spray Tata manik 7 gm15 liter of waterAcetamapride20SP-Tata Rallis
TELL ME CONTROL OF WHITE GRUB IN PEANUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
TELL ME WEATHER INFORMATION OF JODPUR DIST,TWO DAYS RAINFALL
ask for wilt in ground nut crop,use blu copper 40 gmpump
disease and pest,spray mancozeb-2gmltr of waterspray chlorophyriphose-2mlltr of water
Farmer need information regarding sowing time of groundnut crop,The sowing of groundnut is done from the second week of June to the first week of July
tell me disease control in groundnut,DRENCHING OF CARBENDAZIM 1 KG PER HECTER
ask about agricultural university contact number,-
DIEBACK IN GROUNDNUT,SPRAY STREPTOCYCLINE  3GM  COPPER OXYCHLORIDE  40GM15LIT WATER FOR DIEBACK IN GROUNDNUT
ground nut fertilizer management:,ground nut fertilizer management:2bags SSP18KG UREA33KG POTESH
Disease Attack-,Spray Bavistine 30gm15lit of Water
WEED PROBLEM OF GROUNDNUT,RECOMMENDED TO SPRAY OXYFLUROFEN OXYGOLD 80ML PER 1 ACRE WITHIN 1 TO 2 DAYS
ask for rust in gnut,spay mencozeb 30 gm per pump
TELL ME ROOT ROTE OF GROUNDNUT,DRENCHING OF CARBENDAZIM 2 GM PER LITER WATER
Asking about Monocrotophos application method for groundnut,:         :    2
farmer want to know information about How to control weeds in groundnut crop,spray of emejhathayper 300 ml per acar
ground nut leaf spot management,recommended to spray saaf CARBENDAZIM   MANCOZEB  400 gm  acre
Ask about groundnut weed information,-                      ww ME  -
Farmer needs information regarding control measures of termite in groundnut crop,Use recommended dose of chloropyriphos 4 dust 6 kg per acre mixed with 8-10 kg sand
Groundnut leaf hopper and late leaf spot management,Recommended for spray Profenophos 2ml Mancozeb 2 gram neem oil 3ml teepol 1 ml litre of water
TELL ME TIKKA CONTROL IN GROUNDNUT,TIKKA CONTROL IN GROUNDNUT MENCOZEB 2 G PER LITRE WATER SPRAY
ASKING ABOUT CONTROL OF ROOT ROT IN GROUNDNUT,PUSA HYBRID-3 PUSA MEGHDOOTSARAD PUSA MANJARI
catter piller,spray proclaim
PEST CONTROL IN GROUND NUT,SPRAY OF ACIPHET MANCOZEB 2 GRAM PER LIT WATER
weather in  nanded,CLOUDEY WEATHER AND POSSIBILITY OF LIGHT RAIN
farmer asked query on fertilizer application in groundnut,RECOMMENDED THAT SSP IS APPLIED AS BASAL AND REMAINING CAN BE APPLY AS PERIODICALLY
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,48  - 15 mlPump
farmer ask about varieties of groundnut,-                    -
WEED MANAGEMENT IN GROUND NUT,NO HERBICIDES WERE NOT RECOMMENDED TO THAT STAGE CROP
TELL ME THRIPS CONTROL IN MOONG,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE
TELL ME  PEST CONTROL IN  GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Information about groundnut earthing,Groundnut me 40 Kg Urea Aur 6 Kg Zinc sulphate ko bikher kar mitti chada den
Information about termite control in Groundnut,03 GR 10Kg
Blast problem in groundnut,Thiophanate methyl 70 WP 2 gram1 li pani me spray kare
Farmer wants  to know information about  how to increase yield in groundnut crop,::
leaf spot,macozeb 2glit
groundnut boran deficiency,Recommended for foliar spray borax 5 gm  lit
weather report,a moderate thunderstorm is  likely to take place in your area
asked about attack of catterpillar on groundnut,attack of catterpillar on groundnut- Spray Proclaim 5 gm  bavistin 30 gram 15 liter of WaterEmamectin BenzoateSyngenta
Information regarding control of stem borer in sorghum,1   2
Thrips attack in groundnut,Recomemnded for spray Fipronil 5  SC 15 mllit of water
weed control of groundnut,SPRAY OF PENDIMETHILIN 25 LITER PER HA AFTER SOWING BEFORE GERMINATION
Ask about growth problem in ground nut  crop,25
Ask about seed treatments of fungus Problem in groundnut,WP
ASKED ABOUT ATTACK OF APHIDS GROUNDNUT,ATTACK OF APHIDS GROUNDNUT-Spray of Actra 5 gm15 Liter of Water
Asking about leaf spot in groundnut,:     : :      2
Groundnut foliar spray,Recommended for spray TNAU GROUNDNUT RICH 2 kg acre
Asked about nutrient management in groundnut,--
ASKED ABOUT TO NUTRIENT MANAGEMENT  IN GROUNDNUT,33 5      25
TELL ME FANGUS CONTROL OF JIRA,DRENCHING OF CARBENDAZIM 1 KG PER HECTER
Asked about Groundnut top dressing application,:      :  5     12
tell ME BLACK ROT CONTROL IN GROUNDNUT,250
seed treatment,GENRAL- 1 GRAM OF CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM or MANCOZEB DITHANE M-45 INDOFIL M-45 MANJET PER KG OF SEED
Farmer information for peanuts,2
Ask about Plant Growth Retardant Informationin Groundnut crop,-
herbicide use in groundnut,herbicide use in groundnut - Pursuitimazethapyr
root rot in groundnut,SPRAY STREPTOCYCLINE  2GM  COPPER OXY CHLORIDE  35GM15LIT WATER FOR WILTING IN GROUNDNUT
WEED MANAGEMENT IN GROUND NUT,QUIZALOFOS-P-ETHYL 5EC 15ml per litre water
Ask for groundnut fertilizer,I give information that not apply any fertilizer
ASKING ABOUT CONTROL MEASURES FOR MITES IN GROUNDNUT,-
Asking about Jassids in groundnut,:     :  2
FARMER ASKED ABOUT WEED MANAGEMENT IN SOYBEAN  GROUNDNUT,:     :  10
Ask about cultivation of Ground nut as a organic,--
YELLOWING OF LEAVES,USE IMIDA  DIETHEN M45
Farmer wants to know information about How to control of fungal attack in groundnut  crop,Recommended for to control of fungal attack spray  carbandazim  mancozeb 40gmand streptocyclin 2 gram at 15 liter of water
asking about Late leaf spot control in groundnut,recommended for spray Chlorothalonil 2 glit of water
rate of gawar,NIMBAHEDA  GOWAR 7600
Farmer asked White grub control information of groundnut crop,SGCG
TOBACCO CATERPILLERS IN GROUNDNUT,RECOMMENDED TO SPRAY    NOVALURAN  200 ML ACRE
TELL ME WEATHER INFORMATION,NO RAIN FALL NEXT 3-4 DAYS BUT CLOUDLY SKY
INFORMATION REGARDING SUNDI CONTROL IN SUGARCANE,APPLY THE SPRAY 700ML CHLORO
Asked about plant protection in Groundnut,Suggested to spray Chloropyriphos 2ml per litre water
ground nut growth information,recommended to spray potassium nitrate 1 kgacre for 200 liter of water
Ask about PGR  Information in Groundnut,23 SC
TELL ME YELLOWING IN GROUNDNUT,SPRAY OF FARES SULPHATE 5GM  LIT WATER
Farmer asked fungus in root control information of Groundnut crop,EC
TELL ME CONTROL OF GREEN CATER PILLER,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
farmer want to know information about weed control in ground nut,weed control in ground nut apply terga super or pentara 300mlacer
weather information,no rain
early leaf spot in groundnut : spray chlorothalonil 2mlteepol 1mllit of water,early leaf spot in groundnut : spray chlorothalonil 2mlteepol 1mllit of water
ROOT ROT,ZINEB 78WP 600GMACRE
ask about  application of  fungicide information,-
TELL ME PEST CONTROL IN GROUNDNUT,INDOXACARB 145 SL 1 ML LITER SPRAY KARE
GROUND NUT SOWING TIME,RECOMENDED TO SOW AT DECEMBER 15TH
TELL ME INSECT CONTROL IN GROUND NUT,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
groundnut leaf feeder,spray chlorphyriphos 2mllitter water
TELL ME ABOUT INSECT CONTROL IN MUSTARD,15  25
TERMITE CONTROL,CHLORPYRIPHOS 20 EC 2 ML PER LITER OF WATER
root rot,COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
Insect pest infestation in Groundnut,Advised to call from field so that we can better analysis the disease or pest in groundnut
Groundnut  root knot nematode,Recommended for Groundnut root knot nematode Apply carbofuran 5kg  sand 20 kgac
thrips,nuvan acephate
green cater piller in groundnut,SPRAY OF TRIZOPHOS 40 EC 25 ML PER LITER WATER
weather report,The rain is not likely to occur in your area
TELL ME COLAR ROT DISEASE IN GROUNDNUT,TRICODERMA 25 KGHECTOR
ASKING ABOUT SEED TREATMENT OF GROUNDNUT,RECOMMENDED FOR APPLY PSEDOMONAS FLUORESCENCE  10 GM   TRICODARMA VIRIDI  5 GM PER KG OF SEED
ASKED ABOUT TO NUTRIENT MANAGEMENT IN GRROUND NUT,3-4 ml   2-3 ml
TELL ME ABOUT ROOT ROT CONTROL IN,250
Asked about Groundnut top dressing fertilizer management,:     :    80    4  45-
seed treatment,application of bavistin 1gm1kg with chloropyriphos 65ml1kg
foliar spray for groundnut,Recommended for spray bancha kavya 300 ml10 lit of water
Farmer asked query on Weather,:              :        -                      - 33C   -  26C       8
root rot in Groundnut,Recommended for soil application bio-control agent trichoderma 1kgac mixed with FYM
Asked about plant protection in Groundnut,Suggested to sprayImidachloprid 5ml  1lit of Water
groundnut aphids,groundnut aphidsSpray Dimethoate 30 EC  17 mllit water
fertilizer dose for groundnut through DAP,give DAP  2 bag ha at the time of sowing
Asking about top fertilizer management for groundnut,:       :  :  -
FARMER ASKED QUERY ON CATERPILLAR MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY AZADIRHACHTIN 5 ML  1 LITRE OF WATER     5    1
GROUNDNUT PEST,coc at 3g in 1 liter water  mancozeb at 2g in 1 liter water
GROUND NUT SEED TREATMENT,RECOMMENDED TO TREAT THE  SEEDS 3 GRAMS CARBENDAZIM  PER KG OF SEED
Asking about Ground nut leaf webber management,:                   5     15
TELL ME YELLOW COLOUR IN GROUNDNUT,SPRAY OF ZINK SULPHATE  5 GRAM  COPPER OXICHLORIDE 3 GM PER LITER WATER FOR YELLOWING LEAF CONTROLE IN ONION CROP
Farmer asked query on Weather,WEATHER REPORT
Asked about plant protection in groundnut,spray Dimethoate  20 ml l of water
GROUNDNUT LEAF SPOT MANAGEMENT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
asked fertilizer does for ground nut,application of gypsum 2 bag  acre
ABOUT RUST DISEASES,259  EC 15
thiomethoxam  4ml per 15ltrs of water,thiomethoxam  4ml per 15ltrs of water
Ground nut aphid management,Recommended for spray Ginger garlic solution 05 litre 95 litre of water
ask for gnut reaction,suggest:sprey urea solution
Asking about Neem oil Foliar Application For Groundnut Sucking Pest,:        :   3     1
Foliar spray for groundnut,Recommended for spray mepiquat chloride 1 ml 8 litre of water
Farmer wants to know information about seed treatment of Groundnut crop,3    1
TELL ME CONTROL BLACK ROOT IN GROUNDNUT,25   100
ASKED ABOUT BETTER GROWTH OF GROUND NUT,SPRAY MICROLA 30 ML 15 LITER WATER
moongphali ke plants me,monocrotophase  25 ml liter pani ke dar se spray
FLOWERING IN GROUNDNUT,FLOWERING IN GROUNDNUT Spray Boom flower 20ml15lit of Water
WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY PENDIMETHALIN 1 LITRE200 LITERS OF WATERACRE
ASKED ABOUT TO NUTRIENT MANAGEMENT GROUNDNUT,5
asked about water management information of Groundnut,:     : 45
TELL ME WHITE GRUB OF GROUNDNUT,SPARY OF KARBOFURON 4KGBHIGA
Asking about seed treatment for Groundnut,recommended for treat the seed with rhizobium 4gm or phosphobacterium 10gmlit of water
POOR GERMINATION OF GROUNDNUT SEEDS,DUE TO COLD CLIMATE AND FARMERS SAVED SEED
Insect control in Groundnut crop,50      3
TELL ME INSECT CONTROL IN,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
asked about weed control in groundnut at 21 das,spraying of parsuit300mlacre
ask about weed management in groundnut,I suggest Flucloralin 900gm per ha
SUCKING PEST,DIMETHOATE 2MLLT
gysumpun fertilisers,sowing period
NUTRIENT MANAGEMENT IN GROUND NUT,RECOMENDED FOR MULTY K 1KG ACRE
TELL ME LEAF SPOT DISEASE CONTROL IN GROUNDNUT,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER
ASKING ABOUT ATTACK OF THRIPS,Spray Roger 15 ml15 Liter of WaterDimethoate-Cheminova
QULITY IMPROVEMENT OF GROUNDNUT,APPLY GYPSUM 50 KG  ACRE
Information regarding improved varieties of groundnut,Information regarding improved varieties of groundnut:HM-4HM-10PANJAB MUNGFELI NO 1
Farmer asked query on Weather,:        :  3            32       15
TELL ME ME WHITE GRUB CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
TELL ME WEATHER  INFORMATION HANUMANGARH,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
LEAF SPOT IN GROUNDNUT,Spray Carbendazim  or Mancozeb 2G1LIT WATER
SUCKING PESTS IN GROUNDNUT,SPRAY NEEM OIL  5MLLIT
ask for groundnut tikka,sugg to mancozeb 35 gram per pump and to spray
WILTING,SPRAY SAAF 2GM1 LITER
FARMER ASKED QUERY ABOUT AT WHAT SPRAYING SHOULD BE DONE,RECOMMENDED TO SPRAY IN EARLY MORNING OR EVENING TIME WHEN MINIMUM MOISTURE IS PRESENT IN ATMOSPHERE
Asking about leaf folder management in groundnut,:      : :      2
WEED MANAGEMENT IN 100 DAYS GROUNDNUT,WEED MANAGEMENT IN 100 DAYS GROUNDNUT  AS PEGGING STARTS SO WE CAN NOT USE ANY HERBICIDE SO RECOMMENDED FOR HAND WEEDING
Blight Attack,Spray Bavistin 30gm  15lit of Water
Attack  Stem Borer on ground nut,PhorateThimet 10 gm 10kgAcre Application
gnut weed control,hand weeding
Groundnut leaf spot control,Recommended for spray carbendazim 50 wpBevistin2 g  lit of water
Ask about reaction of pesticidesweedicides,Suggested: Urea 100 grampump spray
groundnut Gram pod borer,spray quinolphos 2ml lit
FARMER ASKED QUERY ON CALCIUM DEFICIENCY MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY -GYPSUM 200kgsAcre AT 40DAYS AFTER SOWING
Farmer asked fungus control information of grounut,SC
attack of leaf eating cater pillar on groundnut,leaf eating cater pillar on groundnut -Spray Profex Super 30 ml  15 lit of water
Aphids in Green gram,Recommended for spray imidachlopride 1ml  teepol 1ml  neemoil 3mllit of water
Asked about Plant protection in GROUNDNUT,Recommended to spray Imidachloprid 178 SL- 05 ml per lit water
Asking about leaf folder in Groundnut,Recommended for spray Imidacloprid 4ml  10lit
Ask about fungus problem in groundnut,12    63  WS  -
ask for  weed control information,1 500
groundnut fertilizer,apply DAP 30 kg potash 35 kgac in basal
Enhance pod size in Groundnut,Recommended to apply Gypsum  100kg per acre to enhance pod size in Groundnut
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT,5   1    1
Asked about Seed rate for Groundnut,:      : 50
rate of gawar,JODHPUR GRAIN  GOWAR 6176
Disease Attack- Blight Attack,spary  Redomil Gold 30gm15Lit of Water
Asking about aphids management in groundnut,:     : :      15
Ask about PGR AND Flowering problem Information groundnut,-               --
Asking about Groundnut Seed treatment information  Chemical,:     :    2
VERIETIES,G NUT VERIETIES -TAG 24 TJ 26
fertilizer dose for groundnut,fertilizer dose for groundnut - give 50 kg gypsum acer at the time of peg formation
FOR BLOOSMING in groundnut,Spray Boom flower 20ml DeviCropscience15 liter of Water
early leaf spot in groundnut,Spray metalaozxyl  mancozeb ridomil gold 2 g  lit of water
Farmer asked  white grub Problem in groundnut crop,EC                                GR
FARMER ASKED ABOUT CONTROL OF CATERPILLAR ATTACK IN GROUND NUT CROP,-
ground nut nutrient management,RECOMMENDED TO SPRAY  ZINC SULFATE  2 GRAMS  1 LITER OF WATER
Asking about Rhizobium application in Groundnut,:    :     240
Farmer asked Larvae control information of Groundnut crop,EC
