QueryText,KccAns
asking about groundnut foliar spray,recommended for spray groundnut rich 2 kilo  200  litre of water  acre
asked about caterpillar in Gnut,--   -
moongphali me sundi lagi hai,quinalphos20 mlli water
TEL ME CONTROL OF WHITE GRUB,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
YELLOWING OF GROUNDNUT LEAVES,SPRAY MANCOZEB  2 GM  LITRE OF WATER
Farmer asked query on Weather,5              36    30
ASK ABOUT BIO FERTILIZER IN GROUNDNUT,Suggested :All information is provided - Thanks for calling kisan call center
farmer asked about Agripro uses to spray in groundnut,Agripro consists of natural and biologically active amino acids  Chelated micro nutrients which helps in increasing productionAgripro facilitates better absorption of nutrientsAgripro accelerates growth function
QUERY REGARDING HOW TO USE THE MONOPOWER FERTILIZER IN GROUNDNUT PLANT,YOU CAN USE MONOPOWER 2 KG PER BIGHA OF LAND ALONG  WITH 13 TONNE DRY COWDUNG PER BIGHA OF LAND BEFORE SOWING TREAT THE SEED WITH TRICHODERMA VIRIDI 10 GRAM PER KG OF SEED
asked about irrigation,irrigate crop after wafsa condition
ask for weediside in standing crop,suggest: any spray weediside in standing crop
TELL ME FUNGUS PROBLEM IN GROUNDNUT,APPLY HEXACONAZOL 5  300 ML PAR BIGHA WITH IRRIGATION
WEED IN GROUNDNUT,RECOMMENDED TO SPRAY TARGA SUPER  2 ML  LITRE WATER TO CONTROL WEED IN GROUNDNUT
Ask about weed control in  groundnut crop,- 5 EC   25 -30    -
Information about Fertilizer Dose  Weed Control in Groundnut Crop,25      8-10
ask for fungus problem,mancozeb 30 gm per pamp and to sprey
tili ki bubai kab ki jaye gi,july me bubai kar sakte hai
sowing time of groundnut,suggest to sowing in second fortnight of january
ASk about the control of mite,ADvise to apply methyal-o-dametone 10ml10liter of water
TELL ME WEEDS CONTROL IN GT NUT,SPRAY IN PENDAMETHALIN 3 LT  HA
Ask about Growth Retardant Application in Ground nut Crop,SL 15
ASKED ABOUT TO DISEASE CONTROL  IN  GROUNDNUT,GROUNDNUT      80  2
weedicide in groundnut,alachlor 800gmlitre
weed management,For effective weed control take up the spray with pre-emergent herbicides like Alachlor 50 EC  1 literacre or Metalachlor 50 EC
GROUND NUT SPODOPTERA LEAF DAMAGE,RECOMMENDED TO SPRAY CHLOFENPYRPHOS  500 ML PER ACRE
TELL ME Citrus canker CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
ROOT PROBLEM IN GROUNDNUT,KARBANDAZIM 500 GRAM PER BHIGA
moongphali ke beej ki jankari den,Chandra kaushalprakash ambarutkarsh ki bubai karen
TELL ME INSECT CONTROL IN,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
TELL ME PEST CONTROL  IN GROUNDNUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
Farmer ask about Nutrient Management in Groundnut Crop,1  14
seed rate in mung phalli,kisan bhai ap mugphali ka beej 80 kilo gramhectare ki dar se buvai kren
TELL  ME NUTRIENT MANAGEMENT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
ask abt larvae problem,suggested qunalphos 15mlpump
FARMER ASKED QUERY ABOUT ALTERNATE OF GYPSUM APPLICATION IN GROUNDNUT,RECOMMENDED TO SPRAY CALCIUM NITRATECN- 1KG ACRE200LIT OF WATERBUT GYPSUM APPLICATION IS NEEDED ACCORDING TO RECOMMENDATION
Groundnut top dressing fertilizer management,recommended for Apply gypsum 160kg borax 4 kg ac
TELL ME NUTRIENT MANAGEMENT  IN GROUNDNUT,100
Ask about fungus Control in Ground nut,75
FERTILIZERS,APPOF 15DAPACRE
Ask about weather information,No possibilities of rain in next 5 days
red hairy catter piller manage ment,recommend spray methylparathion10 kg acre
groundnut weed management,hand weeding
ground nut growth,recommended to multi k 1kgacre
asked about thrips,aplly super confidore -15 ml 15 lt of water
FERTILISER IN GROUND NUT,APPLY DAP  35 KG  UREA  4 KG  MOP  27 KG  ACRE AS FERTILISER IN GROUND NUT
Information about biological soil treatment,Trichoderma viridi 1 kg        8
LEAF SPOT IN GROUND NUT,LEAF SPOT IN GROUND NUT SPRAY REDOMIL GOLD  REDOMIL MZMANCOZED -40 GRAM PLANTOMYCINE 6 GRAM15 LITRE OF WATER
TELL ME TREMIT CONTROL IN,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
TELL ME ROT ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
ASKED ABOUT ROOT ROT  DISEASE CONTROL IN  GROUNDNUT,50   250
For controlling Leaf spot in Ground Nut,Recommended to spray Chlorothalonil 75WP  400gm per acre for controlling Leaf spot in Ground Nut
Ask about fungus problem in crop,WP 50-
GROUND NUT LEAF FOLDER,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 400 ML PER ACRE
TELL ME CONTROL OF WEED IN GROUNDNUT SOWING TIME,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
WEATHER INFORMATION,kisan bhai aapke yaha 19 march ko halki bunda - baandi hone ki sambhavna hai
Weather information,There is a possibility of light to moderate rainfall every day till August 10 this week
SPACING OF GROUNDNUT,SPACING OF GROUNDNUT IS 30 CM  10 CM
ask for white grub prob in ground nut,use chloropyrifos for seed treatment
Asking about  rust  management in groundnut,Recommended for spray Mancozeb 2 g  sticking 05 ml litre of water
information regardingh to extra grotah in Groundnut crops,Information regarding to extra growth in wheat crops  8 kg maicro nutrent 20 kg urea acre
moongfali me patti me pilapan h,kisan bhai moongfali me patti me pilepan ke liye  carbendajim2 gmlitre pani se spray kre
PRE WEED CONTROL IN GROUNDNUT,SPRAY OF PENDIMETHALIN 3 LTRHA IN 600 LTR WATER
moog phali ka paudha sukh raha hai,Use of cartap Hydrochloride 4G 8-10 kilogramacre
COLLAR ROT IN GROUNDNUT,RECOMMENDED TO DRENCH THE SOIL WITH SECTINFENAMIDONEMANCOZEB2 GRAMPLANTOMYCIN 1 GRAM PER 1 LITRE WATER TO CONTROL COLLAR ROT IN GROUNDNUT
for controlling Leaf rot in Ground nut,Recommended to spray Azoxystrobin 23SC  200ml per acre for controlling Leaf rot in Ground nut
TOBACCO CATEPILLAR MANAGEMENT IN GROUNDNUT,--RECOMMENDED TO SPRAY AZADIRHACHTIN 5 ML  1 LITRE OF WATER
aphids and jassids on ground nut,spray stop 1 mililiter
PILEA CONTROL INB GROUNDNU,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
ASKING ABOUT THE FERTILIZER IN GROUNDNUT,THE FERTILIZER IN GROUNDNUT -25 KG NITROGEN 50 KG PHOSPHRUSHECTOR
soyabean ki bubai ka samay kya he,june -july me bubai kare
fertilizer,apply gypsum 100 kilo  mahadhan shakti 1 byag  ekar
asked about information weedicides,weed block  chi favarani karun gya
Asking about Leaf cater pillar in groundnut,:       :  2
moongphalli ki fasal me deemak ki samshya,chlorpyriphos 20 EC 125
BLACK ROOT  IN GROUND NUT,BAVISTIN 250 GRAM PER BHIGA
TELL ME CONTROL YELLOW LEAF COLOUR IN GROUNDNUT CROP,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
flowering,boom flower spraying
Farmer asked  white grub Problem in Ground Nut  crop,SGCG               GR
TELL ME INSECT CONTROL IN TERMINT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
SUCKING PEST IN GROUNDNUT,IMIDACLOPRIDE 1ML PER 3 LITER OF WATER
varieties for gnut,varieties for gnut----- TAG-24
Farmer asked Varieties information of GG 22 AND GG23,:-  :-  -   -  -  -    :-  -  -  -
asking about fertiliser in groundnut,i have suggest fertiliser ammonia
ASKED ABOUT ATTACK OF WHITE GRUB IN GROUNDNUT,--  40  15
TELL ME SEED TREAT MENT IN GROUNDNUT,USE CHLOROTHELONIL 25 GM PER KG SEED
asking about weed management in gingelly,recommended for hand weeding
ASKED ABOUT TO NUTRIENT MANAGEMENT IN,ML
asked about varieties of groundnut,:
Root rot in groundnut,Recommended for soil apply Pseudomonas fluorescens 1kg  FYM 20kg  ac
FOR BLOOSMING,SPRAY MICROLA 30 ML 15 LITER WATER
ASKED ABOUT GENERAL INFORMATION,ALL INFORMATION PROVIDED-THANKX FOR CALLING IN KISSAN CALL CENTRE
use of urea o ground nut,use urea 25 kiloekar
Farmer asked about fertilizer application in groundnut,Fertilizer application in groundnut  Soil application of gypsum 50 kgs per acre
mungfali ki jade sad rahi hai aur kide lag rahe hai,aap chloropyriphaas 20 ki dawa ko 15 liter ko prati acare ki dar se chidkaw kare
mausam ki janakri de,1 june se 4 june me bunda baandi ki sambhawna hai
groundnut pest,no problem
asked about plant protection in groundnut,drench -copperoxychloride 3gliter of water
ground nut weed management,ground nut weed management  not recommended
HORMONE FOR GROUNDNUT,HORMONE FOR GROUNDNUT- SPRAY FANTAC PLUS 1ML PER 1 LITRE WATER
Asked about Groundnut aphids management,:    :  - 3  10
Asked about groundnut seed rate for 1 acre,:     1  : 50
borer,Spray Profex super 35ml15 Lit of Water
TELL ME FANGAS OF GROUNDNUT,TRIKODARMA 25 KG HACTEIR
Aphids and leaf caterpillar management in groundnut,Recommended for spray chlorpyriphos 2 ml  acephhate 2 g sticking agent 1 ml litre of water
Asking about Leaf caterpillar control management in groundnut,:     :  2    1
foliar spray for groundnut,Recommended for spray DAP 2 kgac
Asked about management of rust and tobacco caterpillar in groundnut,:           :  2    2      15   2
ask abt fungi,i suggested mancozeb
fertilizer for groundnut,fertilizer for groundnut - give gypsum 50 kg  acer at the time of peg formation
asking about Leaf caterpillar management in Groundnut,:      :  2     3     1
GROUNDNUT SUCKING PEST MANAGEMENT,GROUNDNUT SUCKING PEST MANAGEMENT : RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS  200 LITRES OF WATER ACRE
Ask about fertilizer  ground nut,100
Farmer asked query on Weather,CHANCE OF CLOUDY WEATHER IN YOUR AREA BUT NO CHANCE OF SHOWERS IN YOUR AREA
TELL ME WEED CONTROL IN GROUNDNUT,WEED CONTROL IN GROUNDNUT PENDEMETHELINE 250 ML PER BIGHA
Asking about leaf spot in groundnut,recommended for spray mancozeb 2 g lit of water
ASKED ABOUT THE DOSE OF Potassium Sulphate  N:P:K - 0:0:50,THE DOSE OF Potassium Sulphate  N:P:K - 0:0:50  IS  6 gm  LIT OF WATER
weed control in groundnut crop,-   30-35
GRNUT VARIETY,SB 11
ASKED ABOUT NUTRIENT MANAGEMENT GROUNDNUT,33 5   10
CALOR ROOT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
GROUND NUT,RECOMMENDED TO SPRAY PROCLAIM 90GRAMS PER ACRE
farmer asked about varieties of groundnut,recommended varieties are K-6 K-7DHARANI GREESHMA
Groundnut caterpillar control management,Recommended for spray monocrotophos 2 ml  1 litre of water
top dressing  in ground nut,apply gypsum 80kgac
ground nut nut leaf eating caterpillaer,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
TELL ME YELLOWING IN GROUNDNUT,SPRAY OF FERAS SULPHATE 5GM LIT WATER
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT CROP,280  1
Ground nut leaf webber and aphids control,Recommended for spray Profenophos 50 EC 2 ml  lit of water
PLANT PROTECTION,MANCOZEB 2GML OF WATERDIMETHOATE 17MLL OF WATER
FARMER ASKED THE CONTROL OF INSECT IN GROUNDNUT,25   4
ground nut leafcurl,DIMETHOATE ROGAR 400 MLACRE
ZYPSUM DOSE,APPLY ZYPSUM 100KG1ACRE LAND DURING LAST PLOUGHING
digging problem of groundnut,please give irrigation
TELL ME ROOT ROT CONTROL IN,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION
TELL ME WEATHER INFORMATION,NO RAIN FALL POSSIBILITY IN NEXT 5 DAYS IN YOUR DISTRICT
Ask about use fertilizer information in Groundnut crop,DAP 12     90 2
Farmer asked query on Weather,SIKAR  DANTA  RAMGARH                       31    24      8
6weather information,halki versha ki sambhawna hai
FARMER ASKED QUERY ON APPLICATION OF SULPHUR IN GROUNDNUT,RECPMMENDED CAN APPLY SULPHUR IN GROUNDNUT
TELL ME DISEASE CONTROL IN  GROUNDNUT,2
GYPSUM DOSAGES,RECOMMENDED TO APPLY GYPSUM 200 KGSACRE
Ask about Variety of Ground nut,-32
SEED  TREATMENT  GROUND NUT,RECOMMENDED TO SEED TREATMENT  CAPTAN     OR  THIRAM   OR  MANCOZEB 3 GRAMS  KG OF SEEDS
Farmer asked about weed management in groundnut,- 5 EC   -
ask for groundnut white gurb,sugg to Chlorpyriphos 40  ml  10 lit water
PLANT PROTECTION,IMIDACHLOPRID 03MLLOF WATER
HELICOVERPA,MONOCROTOPHOS 15MLLIT
salty soil problem,use of jypsum  150 kg per acre
TELL ME YELLOWING IN GROUNDNUT,SPRAY FARES SULPHATE 5GM PER LITWATER
asked about stem rot management in Groundnut,:       :   1  20      1
fertilizer application for groundnut,recommended to apply gypsum 200kgsper acre
Farmer asked Varieties information of Ground nut crop,:-   :-  -
ask for groundnut fertilizer dose information,suggest: apply ammonium sulphet 10kgvigha
ASKING ABOUT FERTILIZER USED FOR GROUNDNUT,-
pod borer in pea nut crop,spray of clororpayriphas 50   saypermetlin 5  2 mililite litre water
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,178  05
TELL ME WEATHER REPORT IN JODHPUR,NO RAIN POSSIBILITY IN NEXT 5 DAYS
mungphali me suar pig hai kya kre,khet ki baundry tar se krba le
Asked about plant protection in groundnut,suggested to spray Carbendazim 50WP 1g per liter of water
Groundnut top dressing fertilizer management,Recommended for apply zypsum 150kg  ac
Farmer asked query on Weather,:   - T     : :             28  C    26  C     8
CALL DISCONNECTED DUE TO TECHNICAL ISSUE IN THE SYSTEM,--CALL DISCONNECTED DUE TO TECHNICAL ISSUE IN THE SYSTEM  RECOMMENDED TO CALL AGAIN AFTERSOMETIME  WE ARE AVAILABLE FOR 6 AM TO 10PM
how to control fungal deseas in groundnut crop,spray to bavasteen 2 gmlitre of water solution
Asked about when will apply micro nutrient for groundnut crop,:       5
ASKED ABOUT ATTACK OF BLIGHT,SPRAY RIDOMIL GOLD 30 GM  15 LITERS OF WATER SYNGENTA
season for groundnut,recommended for groundnut season June-July
Asking about Red spider mite management in Groundnut,:     :  -
red hairy caterpillar in grounnut,spray dichlorovas 2mllit
root rot in groundnut,apply furadan 2 kg ac
FARMER ASKED ABOUT CATERPILLAR ATTACK ON GROUNDNUT,-          -
GROUNDNUT WEED MANAGEMENT,RECOMMENDED TO SPRAY PROPAQUIJAPOP 250 MILLI LITER ACRE
ground nut,tag 24western 51
Weed management in Groundnut,Recommended for spray imazethapayr 400 ml acre
Information regarding in weed control of groundnut crop,-
mongfali me kherpatwar hi,nirai gudai karein
GROUNDNUT SEASON,NOVEMBER
CATERPILLAR IN GRUOND NUT,RECOMMENDED FOR PROCLAIM 100GRMSACRE
groundnut varieties,recommended for TMV 7 VRI 2 VRIGn 6TMVGn 13
ground nut leaf spot management,RECOMMENDED TO SPRAY CHLOROTHALANIL   400 GRAMS PER ACRE
Ask about vermicompost apply in groundnut crop,-
TELL ME WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 3 DAYS
TELL ME ABOUT INSECT CONTROL IN   GROUNDNUT,145   1
Asking about groundnut leaf caterpillar managment,8  10
FARMER ASKED ROOT ROT CONTROL IN GROUNDNUT,2 5  100
Information about When Harvest Groundnut Crop,Information about When Harvest Groundnut Crop: It Should be noted that the harvest came when the Peanuts turned brown
seed tratment,thiram
CATERPILLAR DAMAGE IN GROUND NUT,RECOMMENDED TO SPRAY ACEPHATE 300 GRAMS ACRE
Asking about rat management,:       :                  2    - 95    2   1
TELL ME WEATHER INFORMATION,LIGHT RAIN MAY BE IN NEXT 2-3 DAYS
asked for blight on groundnut,30
Information about seed treatment in groundnut,50  1
groundnut,apply super  urea and potash
Gram pod borer in groundnut,spray quinalphose 2mllit of water
Ground nut top dressing fertilizer management,Recommended for Apply 75 kg Gypsum 4 Kg borax  acreat 45th day of planting
rat control,Use of Zink phospate Tablet
ask about wilt control,I suggested blue coper 200 gramvigha
Asking about top fertiizer application for groundnut,:     :  6     12
LEAF EATER,AGRIMYCIN  05MLLT  BAVISTIN  2GLT  MOOCROTOPOS  2MLLT
moongphali me deemak,pani ke saath chloropyrifos dale
ground nut water management,ground nut water management  8-9 irrigations
cultivation practices,-  -  -    --     ------ -- -
TELL ME SOWING TIME OF GROUNDNUT,SOWING TIME OF GROUNDNUTJUN-JULY
Jewel beetle in groundnut,recommended for apply carbofuran granules 1 kilo acre
insects in ground nut,recommended:phorate 4 kg per acre
ZINC DEFICIENCY CONTROL IN GROUND NUT,--RECOMMENDED TO SPRAY ZINC SULPHATE  2 GRAMS  1 LITRE OF WATERUREA 10 GR 1LIT WATER
NOT GOOD GROWTH OF GROUNDNUT,8 KG UREA 4 KG MICRONUTRIENT PER BIGHA
ask about in gnut yellow leaves,suggest spray 100grm hirakshi  10grm limbuna ful
caterpiller,Spray Profex Super 30 ml  15 lit of water
mung phalli ki jad kali ho rhi hai,kisan bhai Copper Oxychloride 50 WP 2 gramliter pani ki dar se sprey kre
suggested:,All information provided thanks for calling in kisan call center
about fertilizer dose,1 bag dap
Ask about General information,All information provided - Thanks for calling in kisan call center
FARMER ASKED ABOUT WILT ATTACK ON GROUNDNUT,-           WP
Aphids in groundnut,recommended for Spray imidaclopride 2 mllit of water
moongfali ke ped sukh rhe hai,copper oxicloride  500 gramacre ka spray kare chloropyriphos  15 literacre ka spray kare
Ask about white grub problem in groundnut,SGCG         athva    EC
Farmer want to know Turmits in wheat field what can I do,Broadcasting of Chlorepyriphos  8-10 kgacre
growth regulators for Groundnut,Recommended for spray groundnut rich 2 kgac on Peak flowering and pod development
Asked about Groundnut Top dressing fertilizer management,:      :    25    15     5
moongfali ke patti par kala dhaaba ban raha hai,Carbendazim 12 Mancozeb 63 WP2 gramlitre pani ke sath spray kare
Asking about Groundnut pod color change in Black color,:      :  2  1
WEED CONTROL IN GROUND NUT,APPLY TARGA SUPER  2 ML  LT WATER FOR WEED CONTROL IN GROUND NUT
TELL ME IRRIGATION OF GROUNDNUT,30 DAYS AFTER IRRIGATION OF GROUNDNUT
moong phali mein deemak hai,Apply- clorpyriphos 20 EC  3-4 lithacwith irrigation of water
asked about variety of ground nut,variety of ground nut  - phule RHRG-6021
tell me information root rot diease ground,USE CARBENDAZIM 250 GM BHEEGA IN ROOT ZONE WITH IRRIGATION
Mausam ki jankari chahiye,15 September ta baaris ki koi sambhavna nahi hai aur halke baadal chhaye rahenge
ground nut aphids management,recommended for spray Chlorpyrifos 2 ml  lit of water
Ask about a larvae pest problem in groundnut,ZC         -
FARMER ASKED ABOUT SUCKING PEST ATTACK CONTROL ON GROUNDNUT,-     -10    -   WP-    15
ROOT ROT MANAGEMENT IN GROUNDNUT,ROOT ROT MANAGEMENT IN GROUNDNUT :TRICODERMA VIRIDE FORMULATION  PREPARATION: TRICODERMA VIRIDE 2 KGS COW DUNG 90 KGS NEEM KERNAL POWDERVEPA PINDI 10 KGS
LAT IN GROUNDNUT,IMIDACLOROPRID 178 SL 1 ML 2 LITER WATER SPREY
farmer asked about ATTACK OF SUCKING PEST on groundnut,-
kya mungphali ke bad gehu bo sakte hai,mungphali ke bad gehu bo sakte hai
Asked about varieties of Groundnut,-  -
Rat problem in groundnut,Recommended for keep bromodialone cake 10g
Asking about Groundnut foliar spray management,:     :    - 2   200
Leaf miner in Ground nut,Recommended for spray Fipronil 2 ml Teepol 1 mllitre of water
weed management,atrazin 1kgacre
TELL ME WATER MANAGEMENT IN GROUND CROP,4      -
Leaf spot disease in ground nut,Spray COC 3glit
Ask about fertilizer dose in groundnut crop,--
Asking about ashweevil management in tuberose,Recommended for fipronil 2mllit of water
Ask about weed control information,TERGA SUPER 35 ML15LITTER SPRAY
ASKED ABOUT FUNGAL ATTACK ON GROUNDNUT,30
Farmer asked  Fertilizer dose information of Soybean crop,-
TELL ME  FERTLIZAR  INFORMATION,APPLID  SSP AFTER THE SOWING   UREA 35 KG PER HE
Asked about Collar rot management in Groundnut,:     : :     2
wilting of groundnut crop,you can spray redomil gold 30 gram pamp water use for wilting of groundnut crop
leaf eating catterpiller damage in groundnut,recommended to spray chloropyriphas 500 milliacre
FARMER ASKED ABOUT GROUNDNUT CROP,-
GROUND NUT TIKKA LEAF SPOT,RECOMMENDED TO TILT 400MLACRE
Farmer asked query on Weather,WEATHER REPORT :  THERE IS CHANCE OF  CLOUDY WEATHER  NO RAINFALL  IN YOUR AREA
sucking pest in ground nut,spray rogor 2 mnlliter of water
TELL ME BLACK ROOTH CONTROL IN GROUNDNUT,DUSTING OF CARBENDAZIM  250 GM PER BHIGA
Farmer asked fungus in root control information of ground nut,:
FARMER ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,25
Farmer wants to know information about weed management in groundnut crop,235  25 ml
zinc deficiency in groundnut,recommended for spray zinc sulphate 25 gmferrous sulphate 25 gmlit of water
white grub in gnut,white grub in gnut- apply thymate 5 kg  acre
Asked about Yellowing of leaves in groundnut,:       :   5
TELL ME  FERTLIZAR INFORMATION GROUNDNUT,DAP INFORMATION    70KG PER HE
ground nut variety,western 20 ya bhumugachi lagavd karavi
FERTILIZER IN GNUT,10 KG UREA AND 50 KG SINGLE SUPER PHOSPHATE
GROWTH IN GROUND NUT,AGROMIN MAX 5GMLIT
BETTER GROWTH IN GROUNDNUT,SPRAY PLANOFIX  1 ML5 LITRE OF WATER FOR BETTER GROWTH IN GROUNDNUT
tikka leaf spot management,RECOMMENDED TO SPRAY  CARBENDAZIM 200 GRAMS PER ACRE
Asked about groundnut rich  foliar application in groundnut,:      :     2  200
variety,-  -1
Asked about Weed management in  groundnut,Suggested to spray alachlor at 1 liter per acre  3-4 ml per liter water
farmer want to know how to control fungal disease in groundnut,propineb-40gmpump
Asked about Groundnut leaf caterpillar  Early tikka leaf spot management,:          :  - 2    - 1
TELL ME WEATHER REPORT IN JODHPUR,NO  RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY
GROUND NUT TOBACCOCATERPILLER MANAGEMENT,GROUND NUT TOBACCO  CATERPILLER MANAGEMENT COPPER OXCHLORIDE 30GRSREPTOCYCLIN1GR
ask for general information,All information is provided - Thanks for kisan call center
Ask about 54 number variety of Ground nut,54
mugafali me kide lage hai,Canalafas should be used with irrigation water at 4 liters per hectare of 20cm
asked about weed management in groundnut,:      : 45
about fungus problem,tricoderma virdi 500 gm per vigha with diwela fertilizer
Asking about Stem rot control management in Groundnut,:       :    1    20
pest infestation in groundnut,RECOMMENDED TO SPRAY DIMETHOATEROGAR ROGARIN 400 ML PER ACRE
Information regarding varities of groundnut,32-34 KG    I
ROT GRUB MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY CARBOFURAN 3 G  GRANULES  8 KG ACRE   3   8
Asking about groundnut top dressing fertilizer application,Recommended for apply gypsum 80 kg  borax 4 kg  acre
Farmer asked query on Weather,:    -     : :            32  C    22 C     6
TELL ME PEST CONTROL IN GROUNDNUT,SPRAY OF DIMETHIOATE 30 EC 2MLLITER WATER
Farmer asked Larvae control in groundnut,19 EC   - 20 ml
g nut borer,QUINOLPHOSEKALUX FLASH DHANULUXQUINGUARD 400 ML PER ACRE
asking about Groundnut spacing information,:       :  : 30  x 10
asking about Termites in groundnut,Recommended for apply Dust chlorpyriphos 1kg  acre
FARMER ASKED QUERRY ABOUT VARIETIES OF GROUNDNUT,-  -            -    -
FARMER ASKED ABOUT  DISEASE CONTROL IN GROUNDNUT,12   63    2
Termite infestation in Groundnut,Recommended to spray Chlorpyriphos 15DP  10kg per acre for prevention of Termite infestation in Groundnut
ask about larvae informationSuggested:,Cypermethrin 10EC 15 mlpump spray
CATERPILLARS MANAGEMENT IN GROUNDNUT,APPLY GYPSUM DURING FLOWERING OR PEGGING STAGE
leaf minor,dimethoate 600 ml2 acre
Groundnut red hairy caterpillar management,Recommended for spray Tracer 45 SC Spinosad 3ml10 litre of water
Asked about Weed management  IN   GROUNDNUT    CROP,:-
Asked about leaf curl management in groundnut,:     : :      2
caterpillar,spraying of chloropysrifos
SOWING TIME OF GROUNDNUT,SOWING TIME IS FROM NOVEMBER TO DECEMBER
Asking for Grondnut fertilisere dose as supplement,There is no need of supplement fertiliser but if yellowness
ASKED ABOUT TO INSECT CONTROL IN PEANUT,5   1-15    3
ROOT PROBLEM IN GROUNDNUT,BAVISTIN 250 GRAM PER BHIGA USE AFTER 1 HOURS WATER SPREY
groundnut varieties for thiruvannamalai,recommended for groundnut varieties are TMV 7 VRI 2 VRIGn 6TMVGn 13
root rot on GROUNDNUT,root rot on GROUNDNUT  -Redomil Gold 30 gmhumic Acid 30 mlMephonaxonmancozebsyngnt
ask abt fert in gnut,i have sugested DAP  UREA
VARIETIES OF GROUNDNUT,:  -   -   -  - -         -
asking about Leaf caterpillar management in groundnut,Recommended for spray profenophos 2ml  litre of water
ASKED ABOUT TO TERMITE CONTROL IN  GROUNDNUT,15  25
Asked about Groundnut powdery  mildew management,:     :   - 10
ask for stem rot in g nut,aplly tricoderma 1 kgvigha
Asked ABOUT TO Groundnut seed not growing and information for complaint,--
ASKED ABOUT TO INSECT CONTROL IN,-- 25   2
weed management for groundnut,Recommended for weed management for groundnut  at hand weeding once 35 days after sowing
TELL ME CONTROL TRAMIET PEST OF GROUNDNUT,USE-CALOROPAIRIPOS 4LITTERHAC
ASKING ABOUT THE FERTILIZER DOSE  IN GROUND PLANT,:             -                                         -                                                                             -               :   -    -
ATTACK OF WHITE GRUB-IN GRONDNUT,USEUse Fertera 4 kg acre  Thimate 4 kg  acre
oil badane ke liy kya karen,sulphure ka spray karen
Asked about Micronutrient deficiency in Groundnut,:    :   5     5
ask for groundnut aphid information,suggest: spray imidacloprid 5mlpump for aphid
CONTROL WHITE CRUB IN GROUNDNUT,USED CARTAP 3KG  BIGHA
NUTRIENT MANAGEMENT IN GROUNDNUT,GYPSUM  200 KG ACRE
ask about yellowing of gnut,I suggested to 100 gm ferrous sulphate and 10 gm lemon flower
Information regarding control of fungal disease in groundnut,600     25
ASKED ABOUT WATER MANAGEMENT IN GROUNDNUT,:   -               -               -
Information about Seed treatment,Seed should be treated with Thiram  3 gramkg of seed
GROUND NUT VARITIES,KADIRI-4KADIRI-5VEMANATIRUPATI
ASKED  ABOUT TO  INSECT CONTROL IN  GROUNDNUT,5   1    3
spodoptera,5kg rice bran12 jiggerymonocrotophos
Asked about drying of groundnut information,:      :   1        20
vraiety of groundnut,gg-20vraiety of groundnut
Asked about Leaf caterpillar and Thrips management in Groundnut,:        :  5  SG  4     10
Growth hormonce,Nepthelic Asitic Acid 3ml10lit water
ASK FOR GROUNDNUT WHITE GURB INFORMATION,SUGG TO CLOROPHARIPHOSH 20EC 800 MILI  VIGHA PIYAT SATHE
moongfali me deemak ke liye kya kare,chloropyriphos  40 literhectare ka spray kare
GROUND NUT LEAF SPORT,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE BLITOX 600 GRAMS PER ACRE
ASKED ABOUT TO NUTRIENT MANAGEMENT GROUND NUT,3-4 ml   2-3 ml
TELL ME SOWING TIME,APRIL-MAY
GROUNDNUT FERTILIZER MANAGEMENT,RECOMMENDED FOR APPLY UREA 30 GRAMS MOP 20 KG ACRE
