QueryText,KccAns
fertilizer dose,as per erecomdation
Provide about information of growth problem in Groundnut crop,20    10
ASKING ABOUT FERTILISER DOSE FOR groundnut,FERTILISER DOSE FOR groundnut250 kg gypsum  acre
leaf miner in groundnut,Recommended for spray Dimethoate 2ml  lit
TELL ME ABOUT WEATHER INFORMATION,RAINFALL MAY BE IN YOUR DIST
Asked about Plant protection,Quinalphos 25 EC -  2 ml
TELL ME CONTROL THRIPS IN COTTON,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE
about the groundnut tobacco cater piller management,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
WEED CONTROL IN GROUNDNUT CROP,YOU CAN SPRAY PENDIMITHILIN 30 MILI PAMP WATER USE FOR GROUNDNUT CROP
LEAVES ARE YELLOWISH IN GROUNDNUT CROP,SPRAY FERASH SHULPHET 5 GML WATER
Farmer need information regarding can we use  Pyrazosulfuron ethyl 10 WP  weedicide in groundnut crop,Pyrazosulfuron ethyl 10 WP
JASSIDS IN GROUNDNUT,SPRAY DIMETHOATE 2 ML IN 1 LITRE WATER FOR JASSIDS IN GROUNDNUT
TELL ME LEAF SPOT IN GROUNDNUT,SPRAY OF MENCOZEB 2 GM PER LITER WATER
Information about weather,Kisan bhai aapke shetra mein 3 september se 8 september mein barish ki sambhavna hai
groundnut  me patiya ayeth rahi hai,carbendazim12 mencozeb 63 wp 2gmlit
ask about control of white grub,suggest:chloropyriphose 25 mlpump
ALTERNARIA LEAF SPOT IN GROUND NUT,RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 3GM1 LITER OF WATER
ground nut seed treatment,ground nut seed treatment : recommended to imidacloprid 2ml    or  chlorpyrifos  65ml  mancozeb 3gm  kg of seed
sowing season for groundnut,recommended for sowing at June- July
Jassids in groundnut,recommended for the spray  dimethoate 2ml lit of water
groundnut seeds,phule unapphule pragati tg 26tag 24
TELL ME ABOUT WEATHER INNFORMATION,NO RAIN FALL UP TO 5 DAYS
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,3
ROOT ROT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER   3
leaf eating catter piller,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
Asked about Plant protection in groundnut,Suggested to spray cypermethrin - 2ml per litre of water
ground leaf miner,recommended for ground leaf miner spray chlorprriphos 2 mlliter of  water
Farmer asking about Attack of White Fly -groundnut,-
farmer want to know information about How to control of tarmit attack in  crop,recommended for to control of tarmit attack in wheat  crop plz drench the field with chlorpyriphos
Asked about plant protection in    Groundnut,Suggested to spray Chlorpyriphos  2 mlltr of water
FARMER ASKED ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,-             -  -
Information about Insect control in Groundnut crop,4
weed managemant  ground nut,weed managemant  ground nut after 30 days crop there is not  used any herbicide
spraying after thunderstrom,bavistin 20 gm15 ltr water
WHITE GRUB IN GROUNDNUT,DUSTING OF CARTAF 4 PERCENT 5 KG PER BIGHA
Asking about Groundnut top dressing fertilizer management,:      : :      2
Ask about Anti-biotic and anti-fungal groundnut,magafali
FARMER ASKED QUERY ABOUT ON FERTILIZER SCHEDULE IN GROUND NUT,RECOMMENDED TO APPLY SUPER PHOSPHATE POTASH WILL BE TILTH TIME DUKKILO
Groundnut leaf miner management of Groundnut,Recommended for spray Dimethoate 30 EC-2ml 1 litre of water
AGROMIN MAX BORON COMPATABILITY,RECOMMENDED TO SPRAY TO GEATHER
termite control in ground nud,kisan bhai aap moongfali me Carbofuran 3 GR  10 kg  prati acre prayog kare
Ask about sucking pests control information in Groundnut crop,ppm
Asking about groundnut root rot managemnt,1
ASKED ABOUT SEED RATE OF GROUNDNUT,-  -     :
Ask about Plant Growth Retardant Information in groundnut,4-5
Sucking pest management in Groundnut,RECOMMENDED TO SPRAY THIAMETHOXAM ACTARACRULSER 40 GRAMS 200 LITRES OF WATER ACRE
asked about-emergence  herbicide  in groundnut,pre emergence  herbicide  in groundnut  Pendimethalin - 25 ml  15 litre water
ask for larva in g nut,spay novalurn 10 ml per pump
Asked about top fertilizer management for groundnut,:      :  30 SC  15     1
Asked about Groundnut micro nutrient deficiency management,:    :   25     25
what fertilizer dose of groundnut,Ans-fertilizer dose of groundnut N:P:K16:12:8acre
Asking about spraying time for groundnut rich,:     :      2
Asked about  Weather Report,Partly cloudy and  Possiblility of  light rain
Ask about all type of pest control in groundnut,ppm
ask for white grub in gnut,suggested chlorpyriphos 70 ml  pump
seed treatment,seed treatment-rizobium
Farmer asked query on Fertilizers  management in GROUNDNUT,RECOMENDED TO APPLY GYPSUM  200KG PER  ACRE NEAR PLANT SURFACE
Farmer asked query on Weather,:   -    : :         32  C    26 C     9
Farmer asked fungus control information of in groundnut crop,SC -
ASKING ABOUT CONTROL OF STEM ROT AND ROOT ROT IN GROUNDNUT FIELD,THIOPHANATE METHYL 70 WP                    CHLOROTHALONIL75 WP
CONTROL OF STEM ROT IN GROUNDNUT,SPRAY COPPER OXYCHLORIDE  4 GMLIT OF WATER
varieties of ground nut,varieties of ground nut  TAG -24  SB - 11
Asking about Kadiri groundnut seed availability,:      :
asking about groundnut seed treatment,recommended for treat the seeds with Trichoderma viride  4 gramkg seed
plant protection,ridomil gold 40gmpump
Ask about seed treatments of fungus Problem,Suggested: Trichoderma  viride 10 gram 1 kg seed
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO UREA  9 KG PER  ACRE
Asked about Pest management in Groundnut,Suggested to spray Thiamethoxam  05 gltr of water
ground nut weed management,alachlor 50 EC 2 ml per liter
Asking about pre emergence  post emergence effect in crop,:     :
farmer had enquired about variety of groundnut,variety of groundnut
Asked about Pod borer control in Groundnut,:    :    20
RODENT CONTROL,ZINC SULPHATE 20 GM2 COOKING OIL RICEjaggery
Ask about weed control in groundnut crop,90
groundnut herbicide,groundnut herbicide--stamp40gm15 LITER WATER
variety of groundnut,variety of groundnut- SB 11  TAG 24
Asking about Root rot management in groundnut,:     : :  6    12    25
Asked about stem rot management in groundnut,:      :   1
ask for groundnut yellow,i sugg to 100 gm hirakachi  10 gm nimbuful pump spray
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY ZYPSUM -200 KGACRE
GROUNDNUT ROOT GRUB,FORATE 6 KG  ACRE
ASK ABOUT SEED TRETMENT IN GROUND NUT,I SUGEGSTED TO GIVE THIRAM 3 TO 4 GM 1 KG SEED OF GROUND NUT
GROUNDNUT LEAF MINER CONTROL,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
WEED CONTROL,SPRAY 2-4D
Ask about blank pod problem information groundnut crop,100
Ask about general information,-All information provided - Thanks for calling in kisaan call center
TELL ME ABOUT BLACK ROOT OF GROUNDNAT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
control of weeds in groundnut,no weediside use in grundnut after zermination
groundnut fertilizer information,not use urea fertilizer at 30 DAS
fruit rot,apply coc
Ask about Thrips  problem in crop,SP
Asking about Leaf roller management in paddy crop,:        :   2        1
LEAF SPOT ON GROUNDNUT,RECOMMENDED SPRAY MANCOZEB 4GMLTR WATER FOR LEAF SPOT ON GROUNDNUT
PEAT IN GNUT,ROGOR 2  MLL WATER
Ask about blank pod problem in  ground nut,100
Asked about plant protection in ground nut,Suggested to spray  KAVACH or  CHLOROTHALONIL 15g per lit water
Asked about groundnut seed treatment information,Recommended for Treat the seeds with Trichoderma viride  4 gkg seed or Pseudomonas fluorescens  10 gkg seed
APHIDS IN GROUND NUT,APHIDS IN GROUND NUTSPRAY ACEPHATE 75SP  2GM PER LITRE OF WATER
GROUND NUT STEM ROT,RECOMMENDED TO SPRAY HEXACONAZOLE  400 ML PER ACRE
Ask for the wilt control,carbendezim 15 gm  10 lit water
variety of groundnut,TAG 24  TG 26  phule pragati
Farmer wants to know about what depth to sowing peanut seeds,5
varieties of ground nut,varieties of ground nut  TAG - 24  DAFTARI  SB - 11
Farmer Asked sucking pests control information of groundnut,SP 20-25
seed rate of groundnut,seed rate of groundnut- 40-50 kg per acre
ask about groundnut wilt,I suggested to spray blue copper 40 gmpump
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,25  100
Farmer asked query on Weather,:   -      : :             30  C    22  C     9
TELL ME INSURANCE IN GROUNDNUT,31
pest infestation in groundnut,RECOMMENDED TO SPRAY IMIDACHLOPRIDCONFIDOR TATAMIDA  VICTOR ATOM   60 ML PER ACRE
ZINC DEFICIENCY,recommended to spray of zinc sulphate 2 grams per litre
asking about groundnut foliar spray management,recommende dofr spray groundnut rich - 2 kg 200 lit of water acre
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,APPLY BORON 2 GM  LITER OF WATER
helicoverpa,recommended plithora 350mlacre
Query related to varieties in groundnut,-     -39   -37
nutrient management in groundnut,recommended to apply gypsum 200 kg per acre
Asked about Leaf caterpillar and Sucking pest management in Groundnut,:         :  2    1
rodents,zink phospide powder  vapara
TELL ME CONTROL OF TERMITE OF IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
TELL ME ABOUT PEST IN GROUNDNUT,USE OF IMIDACLOPRID  250MLBEEGHA IN GROUNDNUT
ask for yellowish of gnut,suggest npk fertilaizer
g nut,chemical control
Ask about use fertilizer information in Groundnut crop,DAP  10    SSP 15
ALTERNERIA BLIGHT IN GROUND NUT,APPLY CARBENDAZIM  MANCOZEB  45 GM  15 LITER OF WATER FOR ALTERNERIA BLIGHT IN GROUND NUT
TELL ME BLACK ROOT CONTROL IN grondnut,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
Farmer Asked sucking pests control information of  groundnut crop,ZC 8     Alika Syngenta
mung phalli ki information,Ferterra 7kgacre ke hisab se bikher de
Asking about Weather information,Cloudy Weather NO possibility Rainfall
Farmer asked Aphid problem in crop,SP    SP
TELL ME SOIL TREATMENT FOR CONTROL OF DISEASE,25  100
sucking pest,spray acepate 2gltr
asking about Groundnut sowing season,season of sowing for groundnutNovember - December
FARMER ASKED ABOUT FERTILIZER DOSE IN GROUNDNUT CROP,- -
groundnut me uktha lag jata hai seed treatment kis se kre,apply- tricodarma se seed treatment kre
About Groundnut cultivation,About Groundnut cultivation: Variety- JL 24 Devi Smruti and seed rate- 50kg per acre
ASKING ABOUT WEATHER REPORT,NO RAINFALL IN NEXT FIVE DAYS
variety of groundnut,variety of groundnut are phule pragatiphule pragati
Asked about plant protection,CHLOROPYRIPHOSE 2ML IN A LITER OF WATER
ask groundnut leaf  dry,I suggest  spray  Mancozeb 30gmpump
Farmer want to  contact for detail information,Please contact in your distric located krishi vigyan kendra
Ask about weedicide in  ground nut,emiozathepayar 10 25 mili  pump
NUTRIENT MANAGEMENT IN GROUNDNUT,200                45
TELL ME SEED TRITMENT OF WHITE GRUB,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
farmer asked about uneven pod development in groundnut,ECOMMENDED TO APPLY CALCIUM MEGNECIUM SULPHATE- 2KGACRE200LIR OF WATER
TELL ME ABOUT WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS AND  CLOUDY SKY
SEED TRAETMENT IN GROUNDNUT,USE CARBENDAZIM 2 GM PER KG SEED
ABOUT THE GROUNDNUT TOBACCO CATER,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
weather information,11 september tak koi baris nhi hai
Root rot in groundnut,Recommended for apply Pseudomonas fluorescens 1 kg  20 kg FYM acre
FARMER ASKED THE CONTROL OF INSECT IN GROUNDNUT,5   1   3
ask abt chilli crop,suggested proepr info
TELL ME ABOUT SEED CONTROL,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
VAREITY OF GROUNDNUT,M 13TGB 39
FARMER ASKED QUERRY ABOUT FERTILIZER DOSE FOR GROUNDNUT,-                          -
attack leaf eating cater pillar on groundnut,Messile 15ml15 Lit of Water
Plant protection in groundnut,Trichoderma viride 25 kilogram50 kilogramhectare mrida me milaye
Farmer asked termitewhite grub control information of Groundnut crop,35
ask about control of larva,i suggested spray quinalphos  20  ml 10 li Water
weedicide in ground nut,pendimethalinealacholr
seed treatment,recommended to treat with mancozeb 3 gr per kg of seed and chlorolpiriphos 65 ml per kg of seed
weather record information,high rainfall
Farmer asked query on Weather,20   4
Blight Attack,Spray Bavistane 30 gm15 Liter of WaterCarbandazin-Basf
SEED TREATMENT IN GROUNDNUT,THIRAM 3 GM KG SEED IN GROUNDNUT
TREATMENT,CAPTAN THIRAM
YELLOWING CONTROL IN GWAR,YELLOWING CONTROL IN GWAR SPRAY OF MN SULPHATE 5 GM  COC 3 GM PER LITER WATER
groundnut stem rot,saaf 2 gram  liter water
Ask about summer groundnut seed parches information,-
--ASKED ABOUT TO FLOWER PROMOTING IN GROUNDNUT,23    1   3
CAN WE SPRAY HERBICIDE IN GROUND NUT CROP SOWN AFTER 12-15 DAYS,YES WE CAN SPRAY  HERBICIDE IN GROUND NUT CROP SOWN AFTER 12-15 DAYS
Asking about leaf minor in groundnut,:        : 2    1
Asking about thrips management in groundnut,recommended for spray Dimethoate 30 EC  2 ml  lit of water
NUTRIENT MANAGEMENT IN GROUNDNUT,GYPSUM -200KGACRE
plant protection,50
Asking about ground nut pest management,Recommended for propanophos 2m l litter
Asking about Ground top dressing fertilizers for Rainfed ground nut,:          80    4
FARMER ASKED ABOUT GROUNDNUT VARIETIES,- -
FARMER ASKED  ABOUT VARIETIES OF GROUNDNUT,- -            -    -
Asked about groundnut sowing season,recommended for Adippattam TMV 7 VRI 2 VRIGn 6TMVGn 13
caterpiler attack,karate 10mlpupmp
FARMER ASKED ABOUT WEED MANAGEMENT IN GROUNDNUT,-   -
Asking about groundnut top dressing fertilizer application,:      :  80
contact no of GGRC,give contact number
Asking about sucking pest management in Groundnut,:       : :      3
WEED MANEGMENT ON GNUT,APPLICATION OF PARSUIT HARBICIDE FOR GNUT CROP
caterpiller,Spray Profex super 30ml15 Lit of Water
How to control caterpillars in groundnut crop,Recommended for Spray of Troijofos 40 EC 40 Ml pump
Farmer asked Larvae control information in Groundnut crop,ZC
Information about Wilt problem in Groundnut crop,01    200
ground nut aphid management,RECOMMENDED TO SPRAY DIMETHOATE  2ML   LITRE OF WATER
Ask about fertilizer dose in groundnut crop,10
TELL ME TIKKA CONTROL IN GROUNDNUT,12   63    2
Ask about of White GrubSuggested:,Chlorpyrifos 20 EC 25 ml
moongphali me pest,monocrotophos ka 10 mllit ka spray kara de
Farmer needs information regarding can be use weedicide in 60 days groundnut crop,60
ATTACK OF BLIGHT,Spray Bavistine 30gm15lit of Water
Asked about plant protection in groundnut,Suggested to Spray mancozeb 2mll
groundnut seed treatment,recommended to spray treat with carbendazim 3 gram kg seeds
TELL ME CUT WORM CONTROL IN GROUNDNUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
ASKING ABOUT BETTER YIELD OF GROUND NUT,ADD GYPSUM 50 KG  ACRE FOR BETTER YIELD OF GROUNDNUT
FARMER ASKED ABOUT GROWTH SPARY ON GROUNDNUT,-- -
Ask about variety of summer ground nut crop,-   -  -
GROUNDNUT SUCKING PEST MANAGEMENT,RECOMMENDED TO SPRAY   Monocrotophos 400 ml  acre
ZYPSUM APPLICATION,APPLY 100KG 1ACRE
fertilizer,0:52:34  microlla
TELL ME WHITE  GRUB CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Ramanathapuram ground nut varities,Recommended for ground nut TMV 7 VRI 2 VRIGn 6TMVGn 13
grondnut varietis,grondnut varietis haryana mungfali -4 punjab mungfali-1
ASKING ABOUT TO CONTROL STEM ROT IN GROUND NUT,SPRAY CHLOROTHALONIL 75 WP   2 GM   LIT OF WATER
Ask about weather information,-Cloudy weather  Some possibilities of rain in next 5 days
TELL ME ROOT DISEASE  CONTROL  IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
tikka leaf spot in groundnut,RECOMMENDED TO SPRAY HEXACONAZOLECONTAF ANVIL  400 ML PER ACRE
Information about water management in Groundnut crop,-
ground nut leaf spot,recommended mancozeb 400grmacre
GROUNDNUT FERTILIZER DOSE,1 BAG DAP  100 KG GYPSUM
Asking about Leaf caterpillar management in groundnut,:        :  2      1
asking about green caterpillar in Groundnut,Recommended for spray indoxacarb 15 ml  litre of water
basal fertilizezr mangement for groundnut,apply 50 kg dap ac
asking about groundnut leaf caterpillar management,recommended for spray propinopos - 2 ml lit of water
Ask about white fly control information,Suggested: Triazophos 40 EC 30 mlpump spray  suitable for young crop
ask for  wilt,mancozeb 25 gram per pump and to spray
GROUND NUT WILT DAMAGE,BLITAX 3 GRAM LITER WATER
LARVALL PEST IN gnut,QUINALPHOS 30 LPAMP
ASKED ABOUT VARIETIES OF GROUNDNUT,-         - 12 -      -         00
fertilizers,0050 vapara
Ask about larvae control information,Suggested: DDVP 5 ml  Quinalphos 25 ml pump spray
asking about root rot management in groundnut,recommended for pesuodomonas floroscens 1 kg mixed with 20 kg of FYM
sowing season for groundnut,Anippattam  June-July
TELL ME CONT OF TERMIT IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
ASKING ABOUT CONTROL OF ROOT ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY   COPPER HYDROXIDE 77  WP  2 GM   LIT OF WATER
Sucking Pest,SPRAY ACTRA 5 GM  regent 10 ml   15 Lit of Water
piliya rog in groundnut,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
GROUND NUT TOBACCO CATERPILLAR LEAF DAMAGE,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
varieties of groundnut,varieties of groundnut-JL-3 SB-11 TAG-24
groundnut season,groundnut season october - november
Stem rot for groundnut,recommended for soil Dreching with carbendazim  25 glit
Sucking pest management  in groundnut,Recommended for spray dimethoate 2 ml  neem oil 3 ml  litre of water
Farmer asked query on Weather,Weather forecast in Bargarh District at paikmal  Block- There is possibility of  little to  medium   rainfall in next  5 day  cloudy  weather may remain
ask for gnut aphids,suggest aciphate 15 gpump
RED HAIRY CATERPILAR,CHLOROPYRIPHOS
aphids,spray Rogar 2mllit of water
ask for weedicide in gnut,suggest:no use any weedicide in gnut
basal fertilizer managment for  ground nut,Apply 50 kg super
ask abt sowing time,suggested june-july
TELL ME CONTROL SUCKING PEST OF GROUNDNUT,SPRAY OF DIMETHOATE 30 EC 2 ML PER LITER WATER
ASKED ABOUT TO FERTILIZER IN  GROUNDNUT CROP,DAP  2-3 ML
LEAF FOLDER,CHLOROPYRIPHOS 2MLL
fungs attack,Spray Bavistine 30gm15lit of Water
fertilizer,apply 2 bag neem coated urea acre
For better flowering and fruiting in Groundnut,Advised to spray Biovita 2ml per litre of water for better flowering and fruiting in Groundnut
Asking about Leaf caterpillar control management in Groundnut Monocrotophos,:     :   2    1
Farmer asked query on Weather,:    -      : :            36  C    26 C     8
Tobacco caterpillar Management for groundnut,recommended for the spray profenophos  2 mllit  of water
MOONGFALI KE PATTI SOOKH  RAHI HAI  KYA  KARE,ZINEB  -75 YA ZINC MZGNESE CARBAMET    2 KILO  MATRAHECTARE  KIDARSESPRAY  KARE
Groundnut,June-July Jan-Feb
ASKING ABOUT DURATION TIME OF GROUNDNUT HARVESTING,:            -
Asking about Stem rot control management in Groundnut,:       :  2     05     1
ASKING ABOUT ATTACK OF WHITE FLY ON GROUNDNUT,-   15
TELL ME NUTRIENT MANAGEMENT IN GROUNDNUT,40
asking aboput groundnut top dressing fertilizer management,Recommended for apply urea 5 kg  potash 12 kg  acre
Farmer wants information on weed control ingroundnut crop,3
Farmer asked about larval  Problem in groundnut crop,SC 7-8
TELL ME CONTROL COLAR ROT DISEASES OF GROUNDNUT,USE-TARAICODRMA 25GMFYM 100KGHAC
ground nur season,october - november
Plant growth Regulator in Groundnut,Recommendation to spray ambition amino acidfulvic acid 2-3mllt of water to  increased tolerance to abiotic stress and  improves flower retention fruit set and increases marketable produce in Groundnut
tell me about  Tikka disease,-
SUCKING PEST PROBLEM IN GROUNDNUT CROP,RECOMMENDED TO SPRAY DIMETHOATEROGAR400MLACRE
ROOT ROT IN GROUND NUT,SPRAY STREPTOCYCLINE  3GM  COPPER OXYCHLORIDE  40GM15LIT WATER FOR ROOT ROT IN GROUND NUT
TELL ME BLACK  ROOT  CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Farmer asked query on Weather,Weather forecast in Puri district at Sadar block- There is possibilities of no rainfall from next four days with partly cloudy weather
Farmer Asked sucking pests control information in Groundnut crop,ZC 8
Asked about plant protection,Suggested to spray metalaxyl at 2 gram per litre water
asking about groundnut leaf minor,recommended for spray Dimethiate 2 ml lit of water
Farmer need information regarding control measures of white fly in groundnut crop,Recommended for Spray Dimethoate 30EC Rogar 30 ml per pump
TELL ME WEATHER REPORT IN JHALAWAR,LIGHT RAIN MAY BE NEXT 2-3 DAYS
GROUND NUT SUCKING PEST MANAGEMENT :,GROUND NUT SUCKING PEST MANAGEMENT :RECOMMENDED TO SPRAY ACETAMIPRID   40 GRAMS200 LITRES OF WATER ACRE
Farmer asked Thrips problem in crop,WG 5
ground nut varieties,ground nut varieties kadiri-6kadiri-9
GROUNDNUT STEM ROT,RECOMMENDED TO SPRAY  TEBUCONAZOL 160 GRAM  ACRE
ASKING ABOUT WEED CONTROL OF GROUNDNUT,RECOMMENDED FOR APPLY ALACHLOR 50EC  12 LIT ACRE AFTER 2 DAYS OF SOWING
Asking about Gypsum advantages in Groundnut,:      :
Farmer asked fungus in root control information of Groundnut,WP                WP -
ASKED ABOUT FERTILIZER DOSE,SPRAY DAP 150 GM IN 15 LITER WATER
Asking about Tobacco caterpillar management in groundnut,:     : :      2
Asking about Leaf curl control in Groundnut,:    : 2
Farmer asked about to control of weed in groundnut crop,35
TELL ME TERMIT CONTROL,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
TELL ME TOKAN START IN GROUNDNUT,20            20
Asking about leaf spot management in groundnut,:     : :      2
Ask about  nutrient management  in ground nut crop,2530
ask for sucking pest control information,suggest:dia methote rogar agromet10 ml 10 lit water
TALL MA ABOUT APHID CONTROL IN PEANUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
Asking about tobacco cut worm management  in Ground nut,:       :
Asking about Pod development increase in Groundnut and Groundnut rich availability,:          :        TNAU   2  200       -
GROUND NUT  SEED TREATMENT,RECOMMENDED TO SEED TREATMENT  CAPTAN     OR  THIRAM   OR  MANCOZEB 3 GRAMS  KG OF SEEDS
ASK ABT IRRIGATION,SUGGESTED ALL INFO
TELLME CONTORL OF WHITE GUARB IN GROUNDUTE,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
TELL ME DISEASE CONTROL IN  GROUNDNUT,-- 12   63    2
ground nut cut worm,RECOMMENDED TO SPRAY NOVALURANINDOXICARB PLITHORA 350 ML PER ACRE
ASKED ABOUT TO DISEASE CONTROL IN GROUNDNUT,50  250       -
moongphali me pila pan hai kya kare,sulpher ka spray kara de
ask about  fungus control information,7-8
TELL ME ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
root rot in groundnut,root rot in groundnut- spray 15 g carbendazim or 3 g mancozeb per lit water
Asking about Tobacco caterpillar management in groundnut,:    : :      2
Farmer asked query on Weather,30      26     9
Asking about groundnut Thrips and Tobacco caterpillar management,:       : :      15
ATTACK OF LEAF EATING CATER PILLAR ON GROUNDNUT,Spray Profex Super 30 ml  15 lit of water
Regarding watering of groundnut,-- Recommended to water groundnut plant to maintain soil moisture
disease in ground nut,recommended carbandizium 1 gram per lit
asking about sesamum foliar spray management,recommended for spray salicilic acid - 1 gm 10 lit of water
rust in groundnut,spray captan 2 g  lit of water
Asking about Growth regulator spray for Groundnut,:TNAU      : 2  200
information about weed management in nung fhali crop,30  35                 -
ELL ME ABOUT WEATHER INFORMATION,TNO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY
Control of termites in OILSEED  plant,40-50 ml chloropyriphos in 5 liter water  plant
FARMER ASKED ABOUT ATTACK OF APHIDS  ON GROUNDNUT,-   5 SC 15  15
Asked about bio fertilizer application for groundnut crop,:     : 1   1    1    20
Ask about yellowing problems in groundnut,-
varieties of groundnut for rabi,recommended to sow vemana kalahasthi kadiri 5 kadiri 6 grishma
Farmer asked query on Weather,24  25
PEST PROBLEM OF GROUNDNUT,QUINOLPHOS 25 EC 4 LITER PER HAC
ASKED  ABOUT TO  INSECT CONTROL IN GROUNDNUT,40   4    15
basal fertilizer management for groundnut,apply  DAP 50 kg ac
Farmer asked Varieties information of Groundnut crop,-              -
tell me about nutrient management in groundnut,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT  CROP,5   1-15    3
Ask about yellowingfertilizer dose,asp 15-20kgha
Farmer asked fungus control information of ground nut crop,SC -
VARIETY OF GROUNDNUT,THIRUPATINARAMANIKAREDHI
TELL ME FERTILIZERS FOR GROUNDNUT CROP,UREA SSP MOP ZIPSUM
Asked about Pest management in ground nut,Suggested to spray Imidacloprid  05 mlltr of water
Ask about nano urea in groundnut crop,30
Farmer asked weed control in Groundnut crop,-- 9  EC    -
Asking about pest management in groundnut,:     :
WEEDICIDE used in Sugarcane,spray EMATHAPAYAR 20days after planting
sucking pest in groundnut,RECOMMENDED TO SPRAY DICHLOROVAS NUVAN DOOM FUME LAVA 250 ML PER  ACRE
ATTACK OF LEAF EATING CATERPILLAR,SG-
top dressing for groundnut,apply gypsum 150kgac
Farmer asked growth problem in Groundnut crop,50
willt attack in groundnut,Apply ridomil gold 400 gm  humic acid 1 lit per acre through drip
CONTROL OF WILT IN GROUNDNUT,SPRAY HEXACONAZOL 15MLLIT OF WATER
asked about weed control,recomended to spray imajetaferon 300mlacre
TELL ME WHITE GRUB CONTROL IN GROUNDNUT,SPRAY  QUNALPHOS 25 EC 1 LITER  BIGHA
ask about groundnut,suggest hand weeding
Insects in field,cartap hydrochloride 4G  8-10 kg  acre
Farmer asked query on Weather,2                   4      25
Asked about to TREATMENT IN GROUNDNUT,20  4
Asked about Sucking Pest and Beetle management in Groundnut,:         :  2    1
FARMER ASKED ABOUT SEED TREATMENT IN GROUNDNUT,-   -
ASKING ABOUT WEATHER INFORMATION,Sky is likely to be generally cloudy Maximum and Minimum temperatures would be around 39 Deg C and 25 Deg C respectively
tobacco caterpillar in groundnut,Recommended for spray triazophos 2ml  lit
ASKING ABOUT WEATHER REPORT IN MIDNAPUR WEST  DISTRICT,PARTLY CLOUDY SKY AND NO RAIN FALL
Farmer wants to know information about how to control sucking pest in grandnut crop,Recommended for to control sucking pest in garlic crop spray fipronil 25 ml at 15 liter of water
information about groundnut seed treatment,2
Top dressing fertilizer management for groundnut,Recommended for apply urea 25 kilo  Potash 10 kg  acre
ground nut sucking pest,RECOMMENDED TO SPRAY DIMETHOATEROGAR   ROGARIN  400MLACRE
leaf eating caterpillar,spray quinalphos 2 mlliter of water
