QueryText,KccAns
Asked about Tobacco caterpillar management in Groundnut,:       :      1
TELL ME BLACK ROOT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GRAMBIGHA WITH WATER
COLAR ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GM PER BEEGHA
TELL ME  MESSAGE  STOP,kisan gov stop    -51969
FARMER ASKED QUEYR ON FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED TO APPLY MOP 15 KGSACRE  GYPSUM 200 KGSACRE
Asked about Leaf caterpillar management in groundnut,:        :  2      1
Weed in groundnut,Recommended to spray Imazethapyr 10 SL  600ml  Per acre to control Weed in groundnut
Asked about suitable groundnut variety information,:   :TMV  14
storage pest in ground nut,--recommended to apply neem oil to gunny bags
BLACK ROOT ROT IN GROUNDNUT,BAVISTIN 250GMBIGHA
ask abt gnut crop,suggested NO APPLY ANY FERTILIZER
Asking about Root rot stem rot management in groundnut organic,:      :   1     20
FARMER ASKED ABOUT TO FERTILISER MANAGEMENT IN GROUNDNUT,50  SSP  12
ASK FOR GNUT WHITE GRUB,suggest phorate 10 kgha
TELL ME SEED TREATMENT IN GROUNDNUT,USE CHLOROTHELONIL 25 GM PER KG SEED
TELL ME WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT 5 DAYS SAME CLOUD
ask abt var,suggested gg-20246
ask for white fly control information,suggest:thayomithoczem 7 gmpump sprey
Farmer asked query on Weather,29           10
ABOUT THE GROUNDNUT TOBACCO CATERPILLER MANAGEMENT,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
weed management in groundnut,application of targa super 2 ml in 1 litre water
Askied about aphids management in groundnut,:     :      2
asked about varieties of gnut,varieties of gnut -  sb 11  phule pragati
ask for control of leaf miner,dichlorvos 5 ml 10 lit of water
For the control of white grub of Groundnut crop,Fipronil 03 GR  Cartap Hydrochloride 4 GR10
Ask about seed treatments of Termite,500  40
Weather information is asking,Possibility Of Rain In Next 3 Days
Aphids Attack,Spray Actra 5 gm15 Lit of Water
Farmer asked query on Weather,THERE IS A CHANCE OF DRY WEATHER IN YOUR AREA
Farmer asked query on Weather,3      5
Farmer asked Larvae control information in groundnut,SC 7-8
Farmer asked Larvae control information in Groundnut crop,SC
TELL ME VARIETIES IN GROUNDNUT,TG-37M-12CHANDRA
control of fungal attack in soyabean crop,use copper oxy chloride 3 gram per liter watersteptrocyclin
GROUNDNUT VARIETIES,RECOMMENDED VARIETIES K-67 TAG-24 ROHINI
ASKING ABOUT CONTROL OF ROOT ROT AND STEM ROT IN GROUNDNUT FIELD,THIOPHANATE METHYL 70 WP                    CHLOROTHALONIL75 WP
Asking about Aphids management in groundnut,Recommended for Fipronil 2 ml
masaic,spray imidachloprid 1ml acephate 1gmlit
curling of leaves in groundnut and death,RECOMMENDED FOR COPPOR OXY CHLORIDE BLITOX 30 G1 GSTREPTOCYCLIN SPREY 10 LTR OF WATER
Farmer asked Sowing Time information of Groundnut crop,-  -             -                    -32
TELL ME BORER CONTROL IN COTTON,SPRAY OF IMIDACHLOPRID 175 SL 05 ML PER LITER WATER
ROOT ROT IN GROUND NUT,RECOMMENDED TO SPRAY SAAF 2 GM PER LITRE WATER
asking about Tobacco caterpillar management in Groundnut,Recommended for spray Profenophos 2 ml  litre of water
Asked about Nutrient management in ground nut,gypsum
FARMER ASKED QUERY ON FERTLIZERS APPLICATION IN GROUNDNUT,RECOMMENDED TO APPLY ZYPSUM-200 KG PER ACRE
TELL ME DAP DOSE IN GROUNDNUT CROP,130KGHAC
ASKED  ABOUT TO  WHITE GROUB CONTROL IN,25   4
asked about herbicide for groundnut,post emergence Pursuitimazethapyr- 20 ml15 liter of water
ASKING ABOUT HERBICIDE EFFECT ON GROUNDNUT CROP,If the effect of herbicide on groundnut crop is seen spray the TABA  tonic in 30 ml  15 liters of water
ask about weed control in groundnut crop,- 5 EC  -
Ask about Varieties of Groundnut crop,-
GROUNDNUT TIKKA LEAF SPOT,GROUNDNUT TIKKA LEAF SPOT: RECOMMENDED TO SPRAY HEXACONAZOLE 400MLACRE
Farmer asked query on Weather,5                        -       32     23
leaf miner in peanut,spray with MALATHION 50 EC 2-3 mlliter of water
TELME ABOUT INSECT CONTROL IN GROUNDNUT,SPRAY OF MONOCROTOPHOS 36 SL 2 ML PER LITER WATER
GROUNDNUT VARIETIES,GROUNDNUT VARIETIES -FULE PRAGATI KOPERGAON 1
Ask about seed treatments of Termite,Suggested: Quinalphos 25 EC
TELL ME WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 5 DAYS CLOUDLY SKY
FARMER ASKED ABOUT FERTILIZER DOSE OF GROUNDNUT,-                          -
TELL ME BLIGHT CONTROL IN GROUNDNUT,SPRAY MANCOZEB 75 WP 2 GM PER LITER WATER
groundnut fertilizer information,no requirnment
Farmer asked query on Weather,JODHPUR  BAP               36    20     8
Asked about Groundnut top dressing application,:      :  5    12
groundnut foliar spray,Recommedned for spray Groundnut rich 2 kg acre  the time of flowering
asked about fertilizer dose for groundnut,give DAP 1bag urea 15 kg sulphar 5kg for per acer
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT,4  GR  15
fertilizer managemant in groundnut,urea-35kg  potash-75kg  ac
FARMER ASKED QUERY ABOUT VARIETIES OF GROUNDNUT,RECOMMENDED VARIETIES ARE KHADIRI-6 KHADIRI-7 BOLD AND KHADIRI-8 BOLD GREESHAMA ROHINI
ASKING ABOUT HOW TO INCREASE GROUNDNUT PRODUCTION,GRADE 2    2-3 GM  LIT OF WATER
termites in groundnut,recommended to spray with chlorpyriphos 2mlltr of water
Ask about Fertilizer Use in Groundnut,10  12
Asked about Plant protection in groundnut,Suggested to spray carbendazim - 1 g per lit water
DOWNY MILDEW,CARBENDAZIUM 1GLIT
TELL ME ROOT ROT CONTROL IN GRUNDNUT,1
Ask about termitewhite grub control information in Groundnut,5
Farmer asking about how to control tikka disease in Groundnut,50 -
NUTRIENT MANAGEMENT IN GROUND NUT,RECOMMENDED TO SPRAY  ZINC SULFATE  2 GRAMS  1 LITER OF WATER
Can irrigation be done in 95 days old groundnut crop,95
SMALL LEAF AND DWARFING OF PLANT,METHYDEIMETON 2GML OF WATER
Farmer asked query on Weather,Weather will remain dry in your area for 5 days
Asking about leaf curl and Tobacco caterpillar management in groundnut,Query: Asking about leaf curl and Tobacco caterpillar management in groundnut Ans: Recommended for fipronil 2 ml lit of water
TELL ME SEED TREATMENT IN GROUNDNUT,GRAM SEED TREATMENT - MANCOZEB 2GM  KG SEED  CLORPIRIPHOS 6 ML  KG SEED  RIZOBIUM CULTURE 6 GM PER KG SEED
TELL ME WEATHER CONDITION IN MANSA DIST,CLOUDY WEATHER FOR  NEXT 5 DAYS
Leaf folder in Coconut,Recommended for spray thiodicarb 2 gram  azadiractin 3 ml litre of water
attack of sucking pest on ground nut,spray actra 5 gram  microlla 30 mili in 15 lit of water
gnut varieties,gnut varieties-  t g 26  t a g 24
GROUND TIKKA LEAF SPOT MANAGEMENT,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
Sucking Peston groundnut,Spray Karate10ml15 Lit of Water
semilooper control,use korazan 5mili pamp water
sucking pest,spray acephatemonocrotophos
Farmer asked Army worm Problem in Ground Nut crop,SC
TELL ME LESF BORER CONTROL IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER
gnut caterpillar control,spray quinalphoas 20 mlpump
FARMER ASKED ABOUT WEED MANAGEMENT AT 50 DAYS AGE,SUGGEST HIM TO DO INTER CULTIVATION
ASKED ABOUT TO SEED RATE OFgroundnut,60 - 80
ask fertilizer after 60 days,i have suggested urea AS CAN
White Grub Attack,Spray Chloropyriphos 30ml15 Lit of Water
Planting time in groundnut,Advised to plant groundnut in January- February
TELL ME PLANT PROCTION,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
TELL ME SUCKING PEST CONTROLL IN GROUNDNUT,SPRAY ROGOR 30 EC 2 ML LITTER WATER
FARMER ASKED ABOUT FERTILIZER SPRAY FOR THE GROWTH OF GROUNDNUT CROP,-
tell me  seed teatmant  gtoungnut,CARBENDAZIM 2 GM PER  1 kg  seed teatmant
leaf eating caterpillar infestation,SPINOSAD 75 MLACRE SPRINTER  TRACER
Farmer asked white grub control in groundnut crop,GR
Groundnut  ki jankari,kisan bhai- chitrakausal prakashchandra
GROUND NUT ROOT ROT MANAGEMENT,RECOMMENDED  TO DRENCH  MANCOZEB    3 GRAMS  1 LITRE OF WATER
Asking about Leaf caterpillar management in groundnut,Recommended for spray Chlorpyriphos 2 ml  sticking agent 05 ml  litre of water
Aphids MANAGEMENT IN GROUND NUT,Aphids Due to sucking the sap curling of leaves and development of sooty mold Spray Dimethoate 30 EC  17 mllit water
Ask about fungus problem in crop,Suggested: Copper Oxychloride  50 WP  60 grampump spray
ASKED ABOUT TO NUTRIENT MANAGEMENT in groundnut,33 5   10
Asked about pest management in    groundnut,suggested to spray acetamaprid  10 gram per 20 liter of water
WEEDMAUTHA MANAGEMENT IN GROUNDNUT CROP,45
Farmer asked weed control in Groundnut crop,-- 9  EC        -
TELL ME JESSID CONTRO,SPRAY OF DIMITHOAT 30  2 MLLITER PER HA
tell me seeds treatment in groundnut,USE CARBENDAZIM 2 GM PER KG SEED USE CHLOROTHELONIL 25 GM PER KG SEED
LEAVES ARE YELLOWISH IN GROUNDNUT CROP,SPRAY FERASH SULPHAT 5 GM L WATER
moongphali sookh gayi hai kaise bachav kare,tudayi kare saf kare sukhaye
Asked about top dressing fertilizer application for Groundnut,:        :       3  5   20
Ask about groundnut cultural practices information,BASAL DOSE- AMMONIUM SULPHATE 64KG  SSP 150KG
TELL ME YELLOWING CONTROL IN GROUNDNUT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 5 GRAM PER LITER WATER
FARMER ASKED QUERY ON COMPATIBILITY OF PESTICIDE AND FUNGICIDE IN GROUND NUT,RECOMMENDED TO SPRAY SAPERATLY
patti choti pad ga rahi  hai,DAIMETHOATE 30 EC 1 LITHAC KE DAR SE PANI ME MILAKAR SPRAY KAR DE
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED FOR SPRAY GRADE 3    25 GM  LIT OF WATER
Stem rot in groundnut,recommended for the soil trench with  Carbendazim 2gm lit of water
groundnut disease,dimethoate 2ml in 1liter water
seed treatment in groundnut management,SEEED TREATMENT  WITH FUNGICIDE - CAPTANTHIRAM MANCOZEB 3 GRAMS
FARMER ASKED QUERY ON MAXYLD DHANUKA,MAXYLD DHANUKAMaxyld is a highly effective plant growth regulator containing Gibberellic AcidRecommended at Pod Development Stage in groundnutDosage75 mlacre
Attack of White Grub,Use Thimet 4 kgacre
provide about information of fertilizer in groundnut crop,30
Farmer asked white grub Problem in Groundnut crop,EC
Wilt problem in Groundnut crop,50
ASKED ABOUT TO  INSECT CONTROL IN  GROUNDNUT,178  05
ASK ABOUT SUCKING PEST CONTROL,Suggested: Acephate 75 sp 15 grampump spray
Asking about Tobacco caterpillar management in groundnut,:     : 10     3
ask for  larva problem in cotton,suggest:quinalphose 30 ml per pump and to sprey
onion varieties,onion varieties--baswant 380pusa dark red
Farmer asked query on Weather,TONK NEWAI                        24      10       8
tikka disease,Spray Bavistine 30gm15lit of Water
funse attak,high rainfall
Ask about seed treatments,Suggested: Thirum 75 WP 3 gramkg seeds  for fungus protection
fertilizer,Spray Microlla 30 ml15 Lit of Water
MANAGEMENT OF FERTILIZERS IN GROUNDNUT,RECOMMENDED TO SPRAY UREA 10 GR1 LITRE OF WATER
TELL ME TERMAIT CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 40 ML PER PALNT WITH IRRIGATION
nutrient management in ground nut,recomended to spray multi-k1kgacre200liters of water
groundnut fertilizers recommendation,recommended for gypsum 200 kgacre
Asked about Groundnut Sowing Spacing,:     :   30   10
LEAF SPOTIN GROUND NUT,LEAF SPOTIN GROUND NUT-SPRAY MANCOZEB 2GMLT OF WATER
Asked about Nutrient management,suggested to apply nano urea 3ml per lit of water
Ask about fungus problem in Root control in groundnut,WP 30
ask for  larva problem,suggest:cypermethrin 10 ml per 10 liter water and to spray
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT,-  -      -
CATTERND PILLER GROUND NUT,PLITORA 130 MLACRE
depth of seed sowing of groundnut,5-6 cm
Asked about Stem rot management for Groundnut,:        :   2   1
want to know about weather report information,Weather are clean in the date of September 30 to October 5
Farmer asked query on Weather,5           34     20
white powder used in field,GYPSUM
Leaf caterpillar management in groundnut,Recommended for spray Profenophos 2 ml   sticking agent 1 ml  litre of water
TELL ME WEATHERR REPORT IN CHURU,NO RAIN POSSIBILITY IN NEXT 5 DAYSCLOUDLY SKY
TELL ME NUTRIENT MANAGEMENT,375        35
WEATHER REPORT JALAUN,IS SAPTAH  ME HALKI BUNDABANDI KI SAMBHAVNA HAIN
asked about sucking pest management in groundnut,:         :  2  1
Asking about top fertilizer management for groundnut,Recommended for apply urea 6 kg  potash 12 kg  gypsum ac on 25th day after sowing
TELL ME CONTROL OF CATTER PILLOR IN GROUNDNUT,SPRAY OF IMAMECTIN BENZOATE 1 GM PER 3 LITER WATER
ASKING FOR POWDERY MILDEW MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY WETTABLE SULPHUR AT THE RATE OF 3 GRAMS PER LITRE OF WATER
nematode in groundnut,apply furdan 3 kg ac
TELL ME DOSE OF GROUNDNUT,5 KILO PAR BIGHA DE DE
Farmer asked about stem rot problem in groundnut,WP
leaf spot and pest management in groundnut,recommended for spray of chlorpyriphos at the rate of 2 ml and carbendazim 1 gram in 1litres of water
ASKED ABOUT TO INSECT CONTROL IN GROUND NUT,-- 15  25
insect problem of groundnut,kisan bhai ap  Dichlorvos 76 EC 2 mlliter paani me mila ke spray kare
TIKKA LEAF SPOT IN GROUND NUT,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER    3
Foliar spray for ground nut,Recommended for spray Ground nut rich 2 kgac
FUNGUS CONTROL IN GNUT,carbendazin 250 grambigha
Ground nut weed management,Recommneded for spray Oxyfluorfen  400 ml  acre after 3rd of planting
RABI VARIETY,DH 3 - 30
groundnut irrigation information,i give information for irrigation in summer groundnut
GROUND NUT ROOT ROT MANAGEMENT  NUTRIENT MANAGEMENT,GROUND NUT ROOT ROT MANAGEMENT : RECOMMENDED TO SPRAY MANCOZEB 3GM  LIT OF WATER   NUTRIENT MANAGEMENT : RECOMMENDED TO SPRAY ZINC SULPHATE 2GM   LIT OF WATER
herbicide,20-21 days spary
control of sucking pest attack,spraying of actra 5 gram  15 liter water
thrips on ground nut,regent  2 ml liter
TELL ME INSECT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
Farmer asked fungus in root control information of  GROUNDNUT CROP,WP
tell me seed treatment of groundnut,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
ask for fungus problem,suggest:bavistin 30 gmpump dranching
Ask about PGR  Information,23 SC
TELL ME ABOUT WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 2-3  DAYS AND  CLOUDY SKY
TELL ME   MANDI RATE IN  GROUNDNUT,MANDI RATE IN  GROUNDNUT RS 4500  RUPAY PER UQ
ground nut leaf eating catterpiller,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
Groundnut top dressing,Recommended for apply urea 5 kg  potash 12 kg acre
TELL ME WHITEFLY CONTROL IN PEANUT,20  05
gross in paddy,koi dava nahi hai
Farmer asked fungus control information of groundnut,SE  10
Farmer wants to know information about proper plant growth of graoundnut  crop,500
Ask about general information,Suggest :All information is provided - Thanks for calling kisan call center
Farmer asked query on Weather,30        10
gypsum dosage in ground nut,200kgacre
wilting,spray carbendizim 1gm liter
asked weedicide for ground nut,weedicide for ground nut persuit
shoot fly,monocrotophos 2mlltr
variety of grnut,variety of grnut-sb 11 tag 24
Asked about stem rot management in groundnut,:      :       2
ASKED ABOUT TO INSECT CONTROL IN GROUNDNUT CROP,178 Aphid WhiteflyJassid Thrips Brown plant hopper 05
Aphids in ground nut,Recommended for spray Fipronil 2 ml  Teepol 1 ml litre of water
TELL ME WEATHER CONDITION IN MOGA DIST,08 MM RAIN TODAY NIGHT
TELL ME ABOUT TERMITE CONTROL IN GROUNDNUT,--      20   4
POWDERY MILDEW IN GROUNDNUT,RECOMMENDED TO SPRAY SULPHUR 4 GM LIT WATER FOR CONTROL OF POWDERY MILDEW IN GROUNDNUT
disease control in groundnut,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
Asked about Groundnut seeds availability information,:   :     https:wwwtnauagricartcom
ask for the thrips and jessid attak in the gnut,I suggested for the monocrotophos and acephate -10 mlpump as a spray
variety,tag-24 sb-11
ASKING ABOUT  ATTACK OF FUNGUS ON  GROUNDNUT,:-  2-25
TELL ME ABOUT WEATHER INFORMATION,Generally cloudy sky with Heavy rain
FARMER ASKED QUERY ABOUT ON WEED MANAGEMENT IN OPEN FIELD,RECOMMENDED TO SPRAY PARAQUOTGLYPHOSATE  WEED MANAGEMENT IN OPEN FIELD   THUNGA
TELL ME WHITE GRAB  IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF  WHITE GRAB
Farmer asked about Attack of Jassids ON GROUNDNUT,-    SP -     -30
Ask about white fly control information in Groundnut crop,SP
APHIDS IN GROUNDNUT,APHIDS IN GROUNDNUT- RECOMMENDED TO SPRAY IMIDACHLOPRID 1ML PER 3 LITER WATER
Farmer asked query on Weather,BONLI
Farmer wants information about Seed rate of Groundnut crop,125
Leafs are burn like symptoms,Alternaria leaf disease Go for Foliar spary of MancozebCarbendezim 2gram Litra
FERTILIZER DOSE,APPLICATION OF JYPSUM 50 KG ACRE
GROUND NUT KI PATTI PAR DHABBE HAIN AUR SOOKH RAHI HAI,Carbendazim 12  Mancozeb 63 WP  2 GRAMLITER
FARMER ASKED ABOUT VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT Groundnut : TG-26 Groundnut : TAG-24
moongfali me keeda lga hai,Dichlorvos 76 EC 350 mlacre ka spray kre
STEM BOER IN GROUNDNUT,RECOMMENDED TO DRENCH COPPER OXYCHLOPRIDE 45GM  STREPTOCYCLIN 2GM  15 LITER OF WATER
Asked about groundnut basal fertilizer management,:   10     :
farmer want to know information about variety of groundnut,---- 37 -- 501
TELL ME TARMAIT CONTROL IN GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
Farmer wants to know about how to control fungal attack in ground nut  crop,Recommended for to control of fungal attack in ground nut crop use thiophinate methyl 25 gram and streptocyclin 2 gram at 15 liter of water
FARMER ASKED ABOUT ATTACK OF SUCKING PEST ON  GROUNDNUT CROP,Dimethoate 30 EC
ask about fungus problem in Groundnut crop,EC -
Farmer asked seed treatment of fungus and white grub problem in groundnut crop,3 FS                  WDG -
Attack of White Fly,Spray Ullala 8 gm15 Lit of WaterUPL
FERTILIZER APPLICATION IN GROUND NUT,APPLY 100 KG GYPSUM ACRE
groundnut sowing season and variety,Purattasipattam Sep- Oct TMV 7 VRI 2 VRIGn 6TMVGn 13
Asked about Leaf caterpillar management in groundnut green gram  Blackgram,:             :   2      1
Farmer asked query about Root Grub management in Ground Nut,Apply Carbofuron 3G granules 10kg per acre
Farmer asked query on Weather,:        :                  29     22      6
ROOT ROT MANAGEMENT IN G NUT CROP,RECOMMENDED TO DRENCH COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER    3
asking about weather information,heavy rainfall 2731 July in Mahoba
how to control Late leaf spot of growth,spray mancozeb2glitre of water
leaf folder in ground nut,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
GROUNDNUT TIKKA LEAF SPOTS,RECOMMANDED FOR HEXACONAZOLE 400 MLAC
Farmer want to know information about vermicomposting dose for groundnut crop,2
seed treatment in groundnut,seed treat with Carbendazim 50 WP 25 gramkilogram of seed
seed upchar in groundnut,menkojeb 2 gram  imida 4 gram  rizobium culture 20 gram par kg groundnut
FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN GROUNDNUT,NOT RECOMMENDED ANY CHEMICAL
CONTROL OF TIKKA DISEASE OF GROUNDNUT,RECOMMENDED FOR SPRAY ZINEB 75 WP  25 GMLITRE OF WATER
TELL ME WEATHAR INFORMATION,NO RAIN FALL IN 5 DAY THIEAS AREA
Fertiliser dose,Apply DAP 34kgUrea 4kg and Potash 26kg per acre
ASK ABT GROWTH,SUGGESTED LIYOCENE20MLPUMP
GROUNDNUT PEST,CHLOROPYIPHOS 2ML IN 1 LITER WATR
Asking about Ground nut Basal fertilizer management,Recommended to apply DAP 50 kg  Gypsum 75 Kg  acre
Asked about foliar application in groundnut,:      :      5
oil extracting machine,not available
asked about seed treatment in groundnut,seed treatment in groundnut- tricodarma 5 gm  kg seed
about ground nut,spray bavistin  apply  gypsum  50 kilo  acre
Asked about increase growth in Cocconia,:    :          2  1
Ask for groundnut varieties information,I suggested to visit Gujarat state seed nigam limited
ask for groundnut fertilizer dose,sugg to salphar 10 kilovigha
TELL ME YELLWING CONTROL IN GROUNDNUT,SPRAY OF ZINC SULPHATE 5 GM PER LITER WATER
ASKING ABOUT THE USE  DOSE OF TRASCO-5 MICRO NUTRIENT IN GROUNDNUT,THE DOSE OF TRASCO-5  1 ML  LITER OF WATER
FARMER ASKED ABOUT WEED MANAGEMENT IN GROUND NUT CROP,-
tell me nutrient management in groundnut,DOSE OF GYPSUM  250 KG PER HA
LEAF FOLDER IN GROUNDNUT,CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 500 ML PER ACRE
TELL ME MANDI RATE OF GUAR,JAIPUR GRAIN  GROUNDNUT WHITE 4000
asking about groundnut plantion,sowing is done in kharif season
ask for groundnut thirps,i suggest profenophos 30 milipamp sprey
Asking about Stem rot in Ground nut,Recommended for apply Trichodermma viride 1 kg FYM 25 kgac
ASKING ABOUT CONTROL OF GUMMOSIS IN GROUNDNUT,COPPER OXYCHLORIDE   WP           COPPER OXYCHLORIDE   WP
groundnut top dressing,recomemnded for apply gypsum 75 kg  pottash 30 kg  acre
Asked about leaf eating Caterpillar management in Groundnut,Recommended for spray of Azadirachtin 2 mlliter of water
root rot management in groundnut,recommended to use mancozeb 3gm 1 litre of water
ask about powder mildew in ground nut,I suggested to spray mencozeb 30 gmpump for  powder mildew in ground nut
variety,variety of groundnut  phule pragati  kopargaon -1
insect control in mung phalli,imedacloprid 178 1mlliter pani me mila kar spray kare
TELL ME ABOUT PEST IN GROUNDNUT,SPRAY OF TRIJOPHOS 50 EC  2 MLLITER WATER
SOWING TIME OF GROUNDNUT,JUNE SOWING TIME OF GROUNDNUT
root grub in groundnut,RECOMMENDED TO DRENCH CHLORPYRIFOS 6 ML1 LITER OF WATER
Asking about Pseudomonas Foliar Application For Groundnut,:       :  10
ROOT ROT IN GROUNDNUT,ROOT ROT IN GROUNDNUT RECOMMENDED  TO DRENCH  COPPER OXY CHLORIDE  3 GRAMS  1 LITRE OF WATER
SUCKING PEST IN GROUND NUT,SPRAY IMMIDACHLOROPIT  1 ML3 LITRE OF WATER FOR SUCKING PEST IN GROUND NUT
asked about information groundnut crop,parshut chi favarani kara
Ask about seed treatments of groundnut crop,EC
FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROUNDNUT,:-           -
Groundnut seed treatment,Recommended GENRAL- 1 GRAM OF CARBENDAZIM BAVISTIN DEROSAL CARBENDAZIM or MANCOZEB DITHANE M-45 INDOFIL M-45 MANJET PER KG OF SEED
Groundnut,TMV-2 JL-24
ask for groundnut aphid information,suggest: spray imidaclorpid 5mlpump for aphid
Better Pod formation and oil content increase in groundnut,Advised to apply Gypsum 100 kg per acre of land
stem rot and root rot in groundnut,RECOMMENDED  TO DRENCH  COPPOR OXY CHLORIDE  3 GRAMS  LIT OF WATER
TELL ME YELLOW COLOUR IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
ASKED ABOUT TO IRRIGATION MANAGEMENT IN GROUNDNUT,15  20
Ask about white grub control in ground nut crop,EC 250
Ask for the caterpillar attak in the Grountnut,I suggested for the lanate-20 gmpump as a spray
Ask about gibbrelic acid dose in groundnut,Gibberlic acid 40 WSG
rate of gawar,JAIPUR GRAIN  GOWAR 4550
Growth regulators in mango,recommended for spray NAA  20 ppm is sprayed at flowering to increase the fruit retention
Asked about Tobacco caterpillar management in groundnut,:      :     4
TELL ME CONTROL THRIPS IN COTTON,SPRAY OF THIOMETHOXAM 25 WG 05 GM  PER LITER WATER
TELL ME PEST CONTRLL IN GROUNDNUT,QUNOLFOSH 25 EC 2 ML LITER SPRAY
Basal fertilizer management for groundnut,Recommended for Basal fertilizer management for groundnut Apply DAP 50 kg  gysum 50 kgac
asking about Leaf curl in groundnut,Recommended for spray dimethoate 2ml  litre of water
ROOT ROT,SAAF 2 ML PER LITRE BASAL SPRAY
Asking about  Tobacco caterpillar adult management in  Groundnut,:           :             - 7   9
How to control of fungal attack in groudnut crop,use copper oxy chloride 45 gram and  steptrocyclin 2 gram at 15 liter of water
GROUNDNUT GROWTH MANAGEMENT,RECOMMENDED TO SPRAY MULTI-K 5GRAM  LITER WATER
Asking about dose of gypsum in groundnut,-
asking about Thrips management  in Groundnut,:     :  2     3      1   1
WEED MANAGEMENT,PENDIMETHILINE 1 LITRE
Asking about Borox fertilizer can be mixed with Mancozeb fungicides,:        :
TELL ME ABOUT PEST CONTROL IN GROUNDNUT,12   63    2
Asking about ground nut Tobacco caterpillar management,Recommended for Grow castor as border or intercrop in groundnut fields to serve as indicator or trap crop Monitor the emergence of adult moths by setting up light and pheromone traps  Collect egg masses and destroy Intercrop lab lab with groundnut 1:4 ratio Spray Chlorpyriphos 50 EC Perfban Terminator2ml  lit of water
MOONGFALI ME KEERA PATTA  KO  CHED  KAR  DE  RAHA  HAI  UPAY  BATAYEIN,QUINALPHOS25EC KI 1 ML  MATRALITER PANI  KE HISAB  SE  SPRAY  KARE
WEATHER REPORT,CLOUDY WEATHER  CHANCES OF RAIN UR TALUK
variety of groundnut,-1
Asking about weather information,there here no possibillity of rainfall till on 03rd april
TERMITE CONTROL IN GROUNDNUT,RECOMMENDED TO APPLY QUINALPHOS DUST 10KG PER 1 AC
ask for fretilizer dose,suggest: no need fertilizer in ground nut
groundnut leafcurl,spray 1g4lt of water acetamapride
TELL ME  PEST CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
seed treatment in groundnut,apply thiram 3gm or carbendajim 2gm per  1kg seed
weeds control in g nut,spray pursuit  300 ml  acre
Asking about Leaf miner management for Groundnut Monocrotophos can spray,:       :  2   1       2   1
ground nut tikka,recommended to tilt 400mlacre
ASKED ABOUT TO INSECT CONTROL IN,75    2
aphid control on groundnut crop,you can spray dimithoet 30 mili pamp water use for aphid jassid control on groundnut crop
Ask about PGR  Information in groundnut,23 SC
ask ofr groundnut thrips information,suggest: spray dai-mithoate 20mlpump
Attack of leaf rolling caterpillar on Groundnut,-     30   15
white grubs attacks,Application of Phorate 10 G 10KgAcre
ask about white fly control in groundnut,SP -                WP
GROUNDNUT POD BORER DAMAGE,RECOMMENDED TO SPRAY IMA MECTIN BENZOATE 90 GRAM  ACRE
