QueryText,KccAns
seed rate of groundnut,seed rate of groundnut is 40-48 kg acre
ask for  larva problem iyal in ground nut,suggest:quinalphose 30 ml per pump and to sprey
TELL ME WEATHER INFORMATION OF AJMER DIST,TWO DAYS RAINFALL
groundnut leafcurling,groundnut leafcurlingspray Dimethoate 30 EC  17 mllit water
groundnut fertilizer management,apply zypsum 150kg  ac
groundnut sucking pest,RECOMMENDED TO SPRAY  THIOMETHOXOME ACTRA SITARARENOVA 40 GRAMS PER ACRE
groundnut bihar hairy caterpiller control,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
Information about termite control in Groundnut Crop,20 EC 1
Ask about burning and yellowing problem in groundnut,100   10
Asking about aphids in Ground nut,Recommended for spray Dimethoate 2 ml teepol 1 ml litre of water
Farmer asked Spotted bollworm problem in Groundnut crop,SC
asking about attack of caterpillar,Spray rogar  15 ml15 Lit of Water
Information regarding the use of sulfur in groundnut crop,8
Ask about sucking pests problem in groundnut crop,SL 6-8
TELL ME INSECT CONTROL IN GHROUNDNUT,USE CARBOFURAN 3 G 25-30 KG PER HA
Jassids in groundnut,Recommended for spray neem oil  3 ml  lit
SEED TREATMENT OF GROUNDNUT,2 GM CARBENDISM  4 ML CHLOROPYRIPHOS  10 GM RHIZOBIUM PER KG SEED TREATMENT
Information about production of groundnut per hectare,20  25
FARMER ASKED ABOUT SEED TREATMENT TO GROUNDNUT,-   -   -
stem rot,carbendazium 1glit
ASKED ABOUT ATTACK OF BLIGHT ON GROUNDNUT,-  10 ML   SAAF 30 GM
top dressing fertilizer management for groundnut,apply 150 kg gupsum ac
ground nut top fertilizer,recommended for apply gypsum 75 kilo acre
Farmer wants to know information about seed treatment of groundnut crop,Recommended for seed treatment of groundnut crop treat the seed with thiram or captan or mancozab or monosan 2-25gramkg of  seed
fertilizer management for groundnut,apply DAP 5Okg  gypsum 75 kg ac
leaf folder,chloropyriphous 25 mlltr
Tobacco caterpillar in groundnut,recommended for the spray Carbaryl 2gmlit of water
TELL ME ABOUTBLACK ROT CONTROL IN GROUNDNUT,USE TRIGODRAMA 25 KG WITH 100 KG FYM  PER HA
Farmer Asked sucking pests control information of groundnut,SP    SP
ROOT ROT IN GROUND NUT,SPRAY REDOMIL MZ  25 GM 1 LITRE OF WATER FOR ROOT ROT IN GROUND NUT
how to control tikka disease ogf groun nut,use ithan m- 45 15 mlpump
Asking about aphids and leaf miner in groundnut,:         :    2
ask abt fertilizer,suggested no required urea
Ask about fungus problem in Root,Suggested: Organic - trichoderma viride 500 gramvigha dusting with sand or organic fertilizer
groundnut leaf spot disease,spray carbondizium 1glt of water
control of wilt,coc3glit
ask for groundnut yellowing,i sugg to hirakachi 100 gm 10 gm citrus acidpump spray
Asked about Groundnut  foliar spray application,:       :   5      2      1
FERTILIZER MANAGEMENT IN GROUNDNUT,APPLY 16 DAP16 POTASH PER ACRE OF LAND
MANDI RATE,RAWATSAR  TIL GAJJAR 15500
tell me rot control in groundnut,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Farmer asked about pre emergence weedicide in groundnut,-  -    -
Asked about Root grub management in Groundnut,:   :       100
Alternaria leaf disease,Carbendazim 3 gm Ltr of water
Farmer asked query on Weather,5               31      24
Farmer needs information regarding flower increase in groundnut Crop,10
LEAF EATING CATERPILLAR,CHLOROPYRIPHOS 400MLACRE
groundnut basal fertilizer,apply DAP  50 kg  ac in basal
Leaf roller in groundnut,recommended for spray monocrotophos 2 ml  lit of water
Asking about plant protection of ground nut,SPRAY COPPER OXYCHLORIDE 50 WP  4 GM  LIT OF WATER
LEAF EATING CATERPILLAR MANAGEMENT IN GROUNDNUT:,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200  LITRES OF WATER  ACRE
Farmer asked seed treatment of fungus problem in,WP                 30  FS
Farmer asked about fertilizer application in ground nut,Fertilizer application in ground nut  soil application of Gypsum 50 -75 Kgs per acre
ATTACK OF BUD NECROSIS VIRUS ON GROUNDNUT,SPRAY MONOCROTOPHOS 30 ML  15 LITERS OF WATER
asked about fert dose in gnut,fert dose in gnut- apply d a p - 1 bag acre
ASKING ABOUT CONTROL OF STEM ROT OF GRONUDNUT,SPRAY   THIOPHANATE METHYL 70 WP  1 GM    LIT OF WATER
rottening of root,recommended blitox 3gliter
SOWING TIME OF GROUND NUT,SOWING TIME OF GROUND NUT : JANUARY - FEBRUARY
Asked about stem rot management for Groundnut,:       :    2
Information about control of Termites in crop groundnut,Carbofuran 3G  8 kg
TELL ME CONTROL OF FLOWER DROPPING,45   1    4
WATER MANAGEMENT,10-12 TIMES WATERING IN SUMMER
How to weed control in Ground Nut,Only Manualy Working
Farmer asked query on Weather,:    -       : :           29  C    23 C     8
GROUNDNUT LEAFWEBBER,GROUNDNUT LEAFWEBBER : RECOMMENDED TO SPRAY MONOCROTOPHOS 320 ML PER ACRE
Tobacco cutworm management for groundnut,recommended for the spray  profenophos 2 ml lit of water
NUTRIENT MANAGEMENT IN GROUNDNUT,calcium nitrate 5 GRAMS1 LITER
nutrient,spray 19 all weekly interval
Leaf Eating Caterpillar,SPARY PROCLAIM 5 GM  15 LITER OF WATER
root rot in gnut,carbendazin 250 gramlitar
asking about sowing season  varieties for groundnut,:        : -
larval infection,RECOMMENDED TO SPRAY FLUBENDAMIDEFAME 40-50 ML PER ACRE
fertilizer information,125 kg N and 25 kg  P
GROUND NUT ROOT ROT,RECOMMENDED  TO DRENCH  COPPOR OXY CHLORIDE  3 GRAMS  LIT OF WATER
Farmer asked query on Weather,4                  32      23
FARMER ASKED ABOUT ATTACK OF WILT ON GROUNNUT,-   -      -
fungas in paddy,Hexaconazole 5 EC400 mlacre
TELL ME JESSID CONTROL,SPRAY OF DIMITHOAT 30  2 MLLITER PER HA
water management,stop irrigation
Farmer asked query on Weather,:    -       : :             34  C    23  C     6
Attack of White Fly,Spray Roger 15 ml15 Liter of WaterDimethoate-Cheminova
root grub in groundnut,recommended for soil drenching with chlorpyriphos 2ml lit of water
Asking  how many irrigation required in summer gnut,I suggested to 7 to 8 irrigation required in whole season
Farmer asked fungus in root control information of groundnut crop,:    -1 kilo
Farmer wants to know about pre emergence harbicide in groundnut crop,Recommended for pendimethilin 1 kg at per hacteyar after sowing but before germination
VARITIES OF GNUT,VARITIES OF GNUT - SB-11  TAG-24
TELL ME ABOUT BLACK ROOT ROT CONTROL IN GROUNDNUT CROP,2 5  100
TELL ME GROWTH IN PEA,--  33 5   10
Fertiliser dose,apply 1 bag urea  1 bag ssp  5kg neem cake  humic acid 3 kg acre
stem rot management in Groundnut,Recommended for soil application of Trichoderma viride - 2 kgacre mixed with 50 kg FYM
GROUND NUT VARIETIES,6  9
fertilizer dose for groundnut,apply DAP  jipsym
Asking about groundnut leaf caterpillar management,Recommended to spray fipronil 2mllit of water
Foliar spray for Ground nut,Recommended for spray ground nut rich 2 kg  200 litre of waterac
ask for groundnut weeside information,suggest: apply targasuper 35mlpump
Farmer wants to know information about how to control of stem borer in ground nut  crop,G
Farmer asked query on Weather,:   -       : :             34  C    24  C     5
ground nut tikka leaf spot,recommended to propiconazole 200mlacre
Asking about groundnut leaf miner and tobacco cut worm management,:         :  10   3
MOONG PHALI SOOKH RAHI HAINVARSHA KYA HOGI,kisan bhai moongphali ki sichai karevarsha nahi hogi
Farmer asked  Seed rate and Spacing information of Groundnut crop,-     -    -     -
GROUNDNUT VARIETES,JL 24 KRG 1
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY WITH 0-0-50 5 GRMS PER LITRE
TELL ME PROCTION OF FUNGUAL PROBLER IN GROUNDUT,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION
Ask about groundnut leaf yellow chlorosis problem,-                                                  WP -
asking about groundnut foliar spray management,recommended for spray DAP -2 kg 200 lit of water
GROUND RUST,RECOMENDED FOR MANCOZEB 25 GRLIT WTER
groundnut,provide all inforamtion
Asked about attack thrips on groundnut,attack thrips on groundnut: SPRAY ADMIRE 5 GM 15 liter water BAYER CROP SCIENCE
FARMER ASKED ABOUT BLIGHT ATTACK ON GROUNDNUT,-      WP -
stem rot in groundnut,carbendozim3glit
STEMROT,BENOFIT 1GM1LIT WATER SPRAY
Farmer wants to know information about how to control Aphid i Groundnut crop,20  40         I
ask about larva in ground nut,I suggested to spray  quinalphos 20 mlpump for control larva in ground nut
ASKED ABOUT TO SEED RATE OF GROUNDNUT,DAP 2-3 ML
TELL ME ABOUT LEAF SPOT CONTROL,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER
groundnut weedicide,pendimethalin 1 litacre
Groundnut top dressing fertilizer application,Recommended for apply gypsum 75 kg  borax 4 kg  acre
TELL ME ABOUT CATERPILLER  CONTROL IN GROUNDNUT,SPRAY OF THIOMETHOXAM 25 WG 05 GM  PER LITER WATER
FARMER ASKED QUERY ABOUT ON FERTILIZER SCHEDULE ON GROUND NUT CROP,RECOMMENDED TO APPLY ZYPSUM 200 KGS AND UREA 9 KGS ACRE
GROUND NUT STEM NECROCIS,RECOMMENDED TO SPRAY MANCOZEB 400GM ACRE
NUTRIENT MANAGEMENT,RECOMMENDED TO APPLY 15 - 20 KILOGRAMS UREA
FARMER ASKED ABOUT THE SEED TREATMENT,178   4 -5
aphid in ground nut,spray rogor 2 mlliter of water
Asking about Stem rot in groundnut,Recommended for soil apply Trichoderma viride 1 kg  FYM 20kg  acre
TELL ME CONTROL OF WHITE GROUB IN GROUNDNUT,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
Farmer asked fungus in root Organic control information of groundnut,:
Asking about Kadiri Lepakshi 1812 Groundnut variety information,:   1812     :
attack of cterpiller,spray of chloropyriphos 30 ml per pump
groundnut top dressing fertilizer management,Recommended for apply gypsum 80 kg   borax 5 kg  ac
FARMER ASKED ABOUT FERTILIZER DOSE OF GROUNDNUT,-                                                  -                    -
mungphali ki jad me galn,Carbendazimmancoje 3 gmliter pani pe milakar sprey kren
Asking about groundnut top dressing fertilizer management,Recommended for apply gypsum 150 kg  acre
FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROWTH OF GROUNDNUT CROP,-       -
Fertilizer spray for groundnut growth,-::-    30
Provide information related to pest management in groundnut crop,- Cartap Hydrochloride -4G  8 - 10
TEL ME TERMITE CONTROL IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
Farmer asked seed treatment of fungus problem in,WP               30  FS 50
Farmer asked query on Weather,:             :       -                     - 33C   -  23C      6
Asked about Kadiri 1812 groundnut nut variety sowing season information,Query: Asked about Kadiri 1812 groundnut nut variety sowing season information Ans: Recommended for kharif  rabi
FARMER ASKED FUNGAL ATTACK  IN GROUNDNUT,WP
Ask about varieties of groundnut,-                    -
Farmer asked Pink Ball warm control in crop,-
tobacco caterpillar control in groundnut,recommended for spray quinalphos 2mlteepol 1mllit of water
redmite in groundnut,recommended for spray propegite 2mlTeepol 1mllit of water
CHILLI GROWTH MANAGEMENT,RECOMMENDED TO SPRAY PLANO FIX 5 MILLI LITER  ACRE
HELIOTHESE IN GROUNDNUT,quinalphos 30 ml  5 ml ddvp per pump
varieties of groundnut,varieties of groundnutharyana mungfali-4punjab mungfali-1
asing about Tobacco caterpillar in groundnut,Recommended for spray Diflubenzuron 2ml  lit
Asked about Groundnut top dressing application,:      :  80    4
which insecticide use termite control,you can spray phoret 3-4 kg acre use for termite control
LEAF CURL IN GROUNDNUT,RECOMMMEND FOR 1ML 3 LTR WATER IN GROUNDNUT
Ask about sucking pest control in groundnut crop,-
soil testing,information
Ask about Registration for Ground nut Seed Sell by JAU,http:jauinseeddist
Asking about leaf miner in groundnut,Recommended for spray neem seed extract 50ml  khadhi soap solution 10 ml  litre of water
Farmer asked query on Weather,:   -      : :              35 C    24  C     8
Farmer need information regarding varieties of groundnut crop,- 501 -20
Asking about bud  necrosis in groundnut,Recommended for spray dimethaoate 2 ml lit
ask for fungus problem in gnut,suggest:bavistin 30 gmpump dranchingsuggest:mancozeb 30 gm per pamp and to sprey
Alternaria blight and leaf spot disease in Groundnut,Recommended to spray Carbendazim  MancozebSaafSixer 2gm per litre of water to control Alternaria blight and leaf spot disease in Groundnut
Weed management in Groundnut,Kisan bhai aap buai ke 15-20 din baad pahli nikayi- gurayi karaye
TELL ME DISEASE CONTROL IN  GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
Bud necrosis in groundnut,Recommended for spray Monocrotophos 2ml  litre of water
TELL ME DISEASE CONTROL IN   GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION
Asking about late leaf spot in groundnut,:       : :         5
ground nut weedicide,2 4 D 2 gm per liter
ASKING ABOUT FERTILIZER DOSE FOR GROUNDNUT,- -     -
Farmer asked query on Weather,:              :         -                  - 33C   - 24C     8
fertilizer management in groundnut,apply gypsum 150kg  ac
FARMER ASKED QUERY ON VARITIES OF GROUNDNUT,RECOMMENDED TO  VARITIES OF GROUNDNUT-Kadiri -9 Kadiri lepakshi narayani dharanitag-24
cut worm control in groundnut,recommended for spray profenofos 2 ml  litre of water
Leaf caterpillar in Groundnut,Recommended for spray thiodicarb 2 g litre
ASKED ABOUT GROUNDNUT SEED,--  -        -
Ask about groundnut leaf yellow chlorosis problem,25
FRUIT NOT COMING,GYPSOM
CULTIVATION OF GROUND NUT,- JUNE-JUULY ME BUWAI KRE
ask for fertilizer in g nut,apply urea 10 kg per vigha
asking about weather information,possibility of light rainfall in 6 to 11 august
Ask about use fertilizer information in Groundnut crop,DAP  20     90  3
TELL ME WEATHAR INFORMATION,NO     RAIN FALL IN 5 DAY
sowing time of ground nut,june-july
Asking about Rainfed Groundnut top dressing fertilizers,:     :  - 3    - 6
ask for GROUDNUT  sowing time information,suggest: sowing time is feb-march
ask for gnut fengicide,contaf 15 ml 10 lit water
GROUND NUT  STEM ROT,RECOMMENDED TO SPRAY HEXACONAZOLE  400 ML PER ACRE
TELL ME FUNGICIDE USE IN SEED TREATMENT,USE-BAVISTIN 2GM PER KG SEED
Ask about fertilizer Dose,ASP 10KGVIGHA
TELL ME ABOUT WHITEGRUB CONTROL INGRANDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
stem borer in grondnut,stem borer in grondnut-chloropyriphos 3ml or Imidacloprid 2ml lit of water
Farmer asked about yellowing leaves problem  in Groundnut     5-6,5-6
TELL ME FANGUS CONTROL OF GROUNDNUT,DRANCHING CARBENDAZIM 1 KGHA WITH IRRIGATION
ASKED ABOUT TO DISEASE CONTROL IN GROUNNDUT CROP,259 BlastSheath blight Tikka  rust Fruit rotPowdery mildewAnthracnose  systemic fungicide   1
GROUND NUT NUTRIENT MANAGEMENT,RECOMMENDED APPLY GYPSUM 200 KG PER ACRE NEAR PLANT SURFACE
TELL ME BLACK TIP CONTROL IN GROUNDNUT,USE TRICHODERMA 25 KG PER 100 KG FYM
TELL ME WHIT GRUB  CONTROL IN GROUNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
which crop sowing in current time,I suggested udad eraly harvest variety grow 70-80 days
GROUND NUT GYPSUM QUANTITY,RECOMENDED GYPSUM 200KG AT TIME OF FLOWERING
fertiliser dose,Apply NPK fertilizers as per soil test recommendation If soil test is not done follow the blanket recommendation
Farmer asked seed treatment of white grub control,SLFS  mili         30  FS
FARMER ASKED ABOUT CONTROL OF SUCKING PEST ATTACK AND FERTILIZER SPRAY ON GROUNDNUT CROP,-    -       -            :: -     -
TELL ME WEATHAR INFORMATION BARMEAR,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY
ASKING ABOUT WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED FOR APPLY 1- 2 HAND WEEDING
varieties,tag 24
Herbicide for Groundnut,Herbicide for Groundnut - Weedsuit Spray Suggested
ASKED ABOUT WATER MANAGEMENT IN GROUNDNUT,-                         -
Ask about larval problem in g nut crop,SCSG
asked about harvesting stage of groundnut,:      :
Information about weather forecast of Block Gursarai in District Jhansi,36C    30C     7
Gram pod borer in groundnut,Spray chloropyriphos 3ml  lit
Information about of Termite control Paddy crop,Chlorpyriphos 20 EC 125
PROBLEM OF  YELLOWING IN GROUNDNUT CROP,USE--FEASH SALFETH  5GRAMLITERWATER BY SPRAY
Farmer asked Heliothis Larvae Problem in GROUNDNUT crop,SC
Farmer asked Aphid problem in groundnut  crop,EC 30           SL 7-8
Information about of nematode in Groundnut Crop,Carbofuran 3  GR 8-10
GROUND NUT TOBACCO CATERPILLAR MANAGEMENT,GROUND NUT TOBACCO CATERPILLAR MANAGEMENT : RECOMMENDED TO SPRAY NEEM OIL 5 ML PER ACRE
ABOUT APPLICATION OF TRICODERMA HARJANIUM,USE TRICODERMA HARJANIUM  2500 KG PER HA WITH WELL ROTTEN FYM FOR ITS CONTROL
Groundnut seed for culture,Groundnut seed can be cultured by drying
weed management in groundnut  80 days,recommended not to spray any weedicide at this time
Pre-emergence herbicides use in groundnut,RECOMMENDED TO SPRAY PENDIMETHALINSTOMP 1-125 LITREACRE
TELL ME CONTROL OF SUCKING PEST IN TIL,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
ask abt gnut crop,suggested proper info
TELL ME BEST FERTILIZERS FOR GROUNDNUT CROP,UREA  SSP  MOP  ZIPSUM
ASKING ABOUT VARIETIES OF GROUNDNUT,- -  -      -    -  -   -     -
White grub in groundnut,spray cloropayrephos  500 ml  acre
ABOUT ROOT ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GM PER biga
GROUNDNUT FERTILIZERS MANAGEMENT,GROUNDNUT FERTILIZERS MANAGEMENT : RECOMMENDED FOR  UREA 25KG MOP 30 KG ACRE
ASKED ABOUT WEED CONTROL IN GROUNDNUT,30  25-3
ROOT ROT IN GROUNDNUT,SPRAY RIDOMIL MANCOZEB  METALAXYL M 25GM  PLANTOMYCIN 1GM IN 1 LITRE OF WATER FOR CONTROL OF ROOT ROT IN GROUNDNUT
Farmer asked Larvae control information of in groundnut crop,SC
moongli me jayada dawa pad gai hai,kisan bhai salphar ka prayog karen
ground nut sucking,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS 200 LITRES OF WATER  ACRE
FARMER ASKED ABOUT ATTACK OF SUCKING PEST ON GROUNDNUT,:-
FARMER ASKED INSECT CONTROL IN GROUNDNUT,145   1
Ask about seed treatments,Suggested: Mancozeb M-45 75 WP 5 gramkg seeds  for fungus protection
Ask about water logging problem information in Groundnut crop,90 15  2
Ask about FYM in Gnut,Advice to use 10-15 tonnes of FYMHa
for better yield in groundnut,Recommended to spray Nano Urea - 2-4 ml per 1 l of water  Calbor  2 gm per 1 litre of water for better yield in groundnut
ask aboutwhite fly,Suggested: Triazophos 40 EC 30 mlpump spray  suitable for young crop
Asked about leaf folder management  in groundnut,:       : :       2
Asking about Groundnut top dressing fertilizer management,:    :  150    4
SEED RATE OF GROUNDNUT CROP,SEED RATE OF GROUNDNUT CROP 40 KG ACRE AREA
WILT IN GROUND nut,recommended drenching of BLITOX 3 grams litre in groundnut
Asked about plant protection,coragen04mlltr water or Delegate05mlltr water
ASKING ABOUT CONTROL OF COLLAR ROT IN GROUNDNUT,SPRAY   THIOPHANATE METHYL 70 WP  1 GM  LIT OF WATER
FARMER ASKED ABOUT CONTROL OF ATTACK OF CATERPILLAR ON BENGAL GRAM,-    SG -        -
Farmer asked Aphid problem in ground nut crop,WG   WS 8
TELL ME ABOUT INSECT CONTROL IN  GROUNDNUT,25  05
BETTER  FLOWERINGFOR  GROWTH,AMBITION 250 ML PER ACRE
asked about herbicide for ground nut,Quizolofop ethyl 5 EC  is used to control narrow leaf weeds in broad leaf crops
TELL ME BLIGHT CONTROL IN,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Farmer asked Larvae control information of ground nut crop,SG 7-8-10
weed control in groundnut,apply pendimethalin 2 ml in 1 litre of water
Ask about Bhesan  Junagadh Bij-Nigam Contact number,--      --
granule application,Recommended to apply granules
Farmer asked Fertilizer dose information of Groundnut crop,-    80
TELL ME ABOUT  COLLAR  ROOT ROT CONTROL IN   GROUNDUNT,250
Asking about Groundnut Leaf spot management,:   10
Farmer asked fungus control information of  ground,EC -
groundnut basal fertilizer,recomended for apply DAP 50 kg  gypsum 75 kg acre
VARIETY,TAG - 24  PHUALE PRAGATI
ask abt var in groundnut,Gg-20 arth veldi and gg-2 gg-5 gg-7
ask for sucking pest control information,suggest:neem oil 40 mlpump sprey
ask about yellowing of groundnut crop,90  3
leaf spot,spray carbandanzem 2gl
TELL ME WEATHER INFORMATION IN SIKAR,NO RAIN POSSIBILITY IN NEXT 5 DAYS
TELL ME ROOT ROT CONTROL IN GWAR,DRENCHING OF CARBENDAZIM 250 GM PER BEEGHA
Farmer asked fungus control information of  groundnut crop,maghfali              SC
FARMER ASKED ABOUT TO WEED CONTROL IN GROUDNUT CROP SOWING TIME,30     25
TELL ME ABOUT WEATHER INFORMATION,NO RAIN POSSIBILITY IN NEXT  3-4  DAYS BUT CLOUDY SKY
Asking about  Rainfed Groundnut Basal fertilizer application,:       :  8      25     30
Groundnut root rot management,recommended for apply pseudomonas 1 kg  fym 25 kg  acre
ROOT ROT IN GROUNDNUT,RECOMMENDED TO SPRAY SAAFMANCOZEAB CARBEDZIM 2GM LIT WATER FOR CONTROL OF ROOT ROT IN GROUNDNUT
groundnut wilt problem,BLUE COPPER 40 GRAM PER PUMP AND TO DRENCHING
Farmer asked Irrigation Management details of Groundut crop,40         ppm
SELLING OF G NUT IS NOT POSSIBLE,CONTACT AAODAO
root rot in ground nut,recomended blitex 3glit water
GYPSUM APPLICATION,GYPSUM APPLICATION : APPLY GYPSUM 200 KGS AT 45 DAYS TIME
nematode in groundnut,Recommended for apply carbofuran 3 - 5kg ac
GROUND NUT NUTRIENT MANAGEMENT,GROUND NUT NUTRIENT MANAGEMENT     ZYPSUM 200 KG PER ACRE
Ask about Plant Growth Retardant Information  groundnut,SL
farmer asked query on seed treatment in groundnut,-    3    2                2             2
Ask about growth problem in groundnut  crop,45
TELL ME PEST CONTROL IN GROUNDNUT,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER
Farmer asked seed treatment of fungus problem in Groundnut crop,WP
TELL ME ABOUT BLACK ROOT IN GROUNDNUT,BLACK ROT CONTROL IN GROUNDNUT USE TRIGODRAMA 25 KG WITH 100 KG FYM  PER HA
Farmer asked fungus control information of groundnut,EC 30-35
TELL  ME ABOUT  IRRIGATION IN  GROUNDNUT,25
asking about yield increase in groundnut,recommended for spray Groundnut rich 2kgac200 lit of water
Asking about stem rot in ground nut,Recommended for drench with Carbendazim 25 gram litre of water
Asked about wilt in groundnut,Recommended to spray Capton 2gmslit and Bavistin 2gmslit
root rot in ground nut,BLITOX 3 GRAMS  LITER WATER
TELL ME VARIETIES IN GROUNDNUT,CHANDRABG-20
Aked about   DISEASE CONTROL IN    groundnut,50   250
Weed control in groundnut,Recommended to spray Adama Galigan  2mllitre of water  to control weeds in groundnut  herbicide should be sprayed within 8-10 days after seed growth
Groundnut diseases,to use SAAP POWDER 30 GMBIOZYME 30 MLPUMP
APHID PEST IN GROUNDNUT,APHID PEST IN GROUNDNUT--- RECOMMENDED TO SPRAY DIMETHOATE ROGOR 2 ML LIT WATER FOR CONTROL OF APHID PEST IN GROUNDNUT
Farmer asked about fertilizer spray for growth of groundnut,:- ::
ASKED ABOUT TO CONTROL OF INSECT IN GROUNDNUT,25   4
Farmer asked query on Weather,30       10
groundnut disease,spray penthione  1ml2lt of water
Asking about leaf folder in groundnut,:      : :       2
which fertilizer,tumhi prati acre madhe 1 bag dap 1 bag gypsum ghya
ASK ABOUT THRIPS CONTROL,I SUGGESTED TRAAZOFOS 30 MLPUMP
WEED MANAGEMENT,RECOMMENDED TO FOLLOW INTER CULTIVATION PRACTICES OR HAND WEEDING
WEED IN GROUNTNUT,SPRAY TARKA SUPER  2 ML PER 1 LITER WATER TO CONTROL WEED IN GROUNTNUT
curl,monocrotophos 2ml in 1lt of water
TELL ME CONTROL OF CATTERPILAR IN GROUNDNUT,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER
TELL ME  WHITE GRUB CONTROL IN GROUNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Asking about Leaf eating caterpillar control in Groundnut,:     : 2
TELL ME  SPRAY OF  THAYO UREYA,05
groundnut top dressing fertilizer management,Recommended for apply zypsum 80 kg  borax 10 kg   ac
weathere,sms
TERMITE CONTROL IN GNUT,USE CHLOROPYRIPHOS 20 EC 4 LITER PER HAC WITH IRRIGATION
farmer want to know information about seed treatment of Groundnut crop,5               5    5              3
GNut Problem,Use Hirakasi 100 gm 10 gm leman seed
NUTRIENT MANAGEMENT IN GROUNDNUT,NUTRIENT MANAGEMENT IN GROUNDNUT : RECOMMENDED TO APPLY 9 KGS UREA ACRE
TELL ME ABOUT ROOT ROT CONTROL IN TILL,250
weather information,kissan bhai aapke yaha 30 may tak mausam saaf rahegabarish ki sambhavna nhi hai
ASKED ABOUT FERTILIZER DOSE OF GROUNDNUT CROP,APPLY NITROGEN - 8 KG PHOSPHATE -24 KG AND POTASH -32 KG  ACRE OF GROUNDNUT CROP FIELD
variety of groundnut,moongfali ki prajati - utakrs chitra amber prakash
fertilizer dose for groundnut,apply DAP jypsum
Termite Problem,Chlropyriphus wp 1Kg 25 Kg sand  broad casted over field
FARMER ASKED QUERY ON COMPATABILITY OF AMISTER TOP AND LANCER GOLD INSECTICIDE AND VALIDAMYCINE IN GROUND NUT,RECOMMNEDED TO PLEASE GO FOR ANY TWO CHEMICALS FOR BETTER RESULTS IN GROUND NUT
root rot in ground nut,apply 3 killo ac
FERTILIZERS APPLICATION,19 all 50kgacre
Asking about Stem rot control in groundnut,:    : 2
varieties,tag 24  sb11
Basal fertilizer dose in Ground nut,Recommended to apply 35kg DAP27kg MOP and 5kg Urea per acre as Basal fertilizer dose in Ground nut
STEM ROT IN GROUNDROT,RECOMENDED DOSE OF CARBENDAZIM 2GM1LIT WATER SPRAY
WEED MANAGEMENT IN GROUND NUT,NO HERBICIDES WERE NOT RECOMMENDED ON THAT STAGE CROP GROUND NUT
Farmer asked query on Weather,:                 :                            - 34C   -  24C       8
about the groundnut varieties,recommended K5K6K9VEMANANARAYANI
tell me about pest control in ground nut,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT GROUNDNUT,RECOMMENDED TO APPLY ZYPSUM 200 KG PER ACRE
Farmer asked about Nano DAP,DAP   3 ML
groundnut weed control,spray alachlore 1mllt of water
TELL ME SEED TREATMENT IN GROUNDNUT,USE CARBENDAZIM 3 GM PER KG SEED GROUNDNUT
Attack of Caterpillar,Spray Profex super 30 ml15 litre water
sms lagana hai,sms lagaya gaya
TELL  ME PEST CONTROL IN WHITE GRAB,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
asked about plant protection,confidor 05ml in one liter of water
telol me nutrient management,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
information regarding to weather  in mahendragarh,Some clouds no chance of rain fall today
FERUS DEFICIENCY ON GROUNDNUT,SPRAY OF FERUS SULPHATE 5GMLITER WATER
