QueryText,KccAns
Ground nut stem rot management,Recommended for drenching with carbendazim 50 wpBevistin2 g lit of water
Farmer asked seed treatment of white grub Groundnut control,30  FS
asking about Groundnut season and varieties purattasipattam,:       :  -
Asked about Growth regulator spray for Groundnut,:TNAU     : 2    200
FARMER ASKED QUERY ON STEM ROT MANAGEMENT IN GROUNDNUT,2
TELL ME YELLOWING N GROUNDNUT,SPRAY MICRO NUTRIENT 4 GLIT WATER
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUNDNUT,RECOMMENDED TO GIVE UREA- 9 KG PER ACRE
Farmer asked query on Weather,:   -     : :            37  C    26 C     7
Farmer asked query on Nutrient management in groundnut crop,RECOMMENDED TO SPRAY  FERROUS SULPHATE 2-5GM CITRIC ACID 1 GM  1 LITER OF WATER ACRE
Asking about Thrips and Aphid management for Groundnut,:        :  2  1
top dressing for groundnut,recommended for apply gypsum 150kgborax 4kgac
Farmer asked  Sowing Time information of Mustard crop,-
groundnt,spray mancozeb or bavistin
Leaf Eating Caterpillar,spray of proclaim  5 gm 15 Lit of Water
asking abt ground-nut thrips,I have suggested emida or esifat
TELL ME WEEDICIDE IN GROUNDNUT,SPRAY OF PEDAMETHELIN 2ML LITER WATER
asking about Green caterpillar management in Groundnut,Recommended for spray neem oil 3 ml  teepol 1 ml  litre of water
Asking about Ant management in groundnut,:     :     4
FARMER ASK ABOUT FUNGICIDE IN GROUNDNUT CROP,:
TELL ME ABOUT INSECT CONTROL IN GROUND NUT,5   1 3
ASKING ABOUT MICRO NUTRIENT IN GROUNDNUT,RECOMMENDED FOR SPRAY GRADE 2    25 ML  LIT OF WATER
Leaf folder in groundnut,Recommended for spray of Indoxacarb at the rate of 1 ml in 1 litre of water
thrips on groundnut,Spray Actra 5 gm 15 Lit of Water
Colar rot in groundnut,spray Mancozeb 2 gram in 1 litre water
ASKING ABOUT FERTILIZER APPLICATION IN GROUND NUT,MANCOZEB 75 WP
Groundnut Top dressing fertilizer management,Recommended for apply Urea 11 kg potash 6 kg acre
asking about fertilizer used in groundnut,giving for the information
TELL ME ABOUT THE CONTROL OF ROOT ROT IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
CONTROL OF ROOT ROT IN GROUNDNUT,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER
grondnut leaf spot disease,manocrotophose
TELL ME WEATHERR EPORT IN SIKAR,NO RAIN POSSIBILITY IN NEXT 5 DAYS
Information about variety of groundnut crop,DH-86
asked about sucking pest attack on groundnut,5 SC
Asking about Groundnut Duration information,:     :  90-130
Asking about top fertilizer management for groundnut,:     : :  160  4
improved varieties of groundnut crop,mh-4punjab mungfali no-1
Asked about caterpillar and sucking pest management in groundnut,Recommended for spray Profenophos  2ml Acephate 2 glitter of water
Asking about groundnut weed management,:      :              20
VARIETY OF GROUNDNUT  GG 20 HNG 10 M 13 TG 37 A,-- 15  25
groundnut pest,spray monocrotopas or chloropyrpas 2mlliter
ask about catter pillar in gnut,I suggested quinalphosh 20 mili  15 liter
Farmer asked Aphid problem in  groundnut crop,SL 6-8
helicoverpa damage in ground nut,RECOMMENDED TO SPRAY EMAMECTIC BENZOATE PROCLAIM SPOLIT 80 GRAMS PER ACRE
ASKED ABOUT TO DISEASE CONTROL IN GROUNUT,50  250
TELL ME ROOT ROT DISEASE CONTROL IN GROUNDNUT,TRICODERMA 6 GRAMKG SEED
Provide information regarding termite control in groundnut crop,- Fipronil - 03 GR - 8 - 10 Kg
Ask about groundnut variety seed rate spacing,-
FARMER ASKED ABOUT WHITE FLIES ATTACK ON GROUNDNUT,50      8  15
fungal attack on seed,Spray Bavistane 30 gm15 Liter of WaterCarbandazin-Basf
Ask about fungus problem in Root of groundnut crop,:
TELL ME SEED TREATMANT GROUNDNUT,USE CARBENDAZIM 2 GM PER KG SEED
sowing time,oct-nov
FARMER ASKED ABOUT VARITIES OF GROUNDNUT CROP,1 2   3
FARMER ASKED QUERY ON EMAMECTIN BENZOATE,RECOMMENDED TO EMAMECTIN BENZOATE CONTROLE LEAF EATING CATER PILLARS EMAMECTIN BENZOATE DO NOT EFFECT THE GROWT OF PLANTS
Farmer asked about fertilizer dose in Groundnut crop,5-6
FARMER ASKED ABOUT ATTACK OF SUCKING PEST ON GROUND NUT,-   10  15
TELL ME WHITEGRUB CONTROL,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
Asked about Leaf caterpillar management in groundnut crop,:        :   2      1
Asked about top dressing fertilizer application for Groundnut,:         :    6    12
GROUNDNUT DISEASE,DRENCH COC TO THE FIELD
farmer asked query about on query about on fertilizer about on ground nut,recommended to apply urea 9 kgsacre
TELL ME ABOUT YELLOWING CONTROL IN GROUNDNUT CROP,--  5     1
GROUND NUT SUCKING PESTS,ACEPHATE ANTAF ARTIN LUCID   300 GRAMS PER ACRE
Asking about foliar nutrient spray for groundnut,Recommneded for spray MN mixture 5 gram litre of water
Ask about Growth retardant application in Ground nut crop,20   15
asking about groundnut weed management,recommended for hand weeding is suitable
tell me fungal control in groundnut,DRENCHING OF CARBENDAZIM 1 KG  PER HA IN ROOT ZONE
Farmer asked fungus control information of groundnut,EC 25
ASK FOR GROUNDNUT WEEDISIDE INFORMATION,Suggested: TARGA SUPER 30 MILI PAMP SPRE
CULTIVATION OF GNUT,1 MAY TO 1 JUNE
TELL ME UREA DOSE IN GROUNDNUT CROP,NO NEED UREA IN STANDING CROP
information groundnut,kisan Bhai moogphali me  Copper Oxychloride 50 WP   1 kg  acre ki dar burkav kare
FERTILISER DOSE OF GROUNDNUT,N-8 KGP-16 KGK-16 KG
Asking about TMVGn 13 groundnut seeds availability,:          :  -     -
GROUNDNUT TOBACCO CATERPILLAR,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITRES OF WATER  ACRE
seed treatment in ground nut,RECOMMENDED TO SPRAY CHLORPYRPHOSKORBAN DURSBAN LETHAL CLASSIC RADAR 65MLKG SEED
ATTACK OF APHIDS ON GROUNDNUT,-       15
TELL ME WEATHER CONDITION IN HOSHIARPUR DIST,80 CHANCE OF RAIN NEXT 5 DAYS
groundnut ki varity,kisan Bhai aap TMV-127 kuber ki buai kare
Farmer asked query on Weather,Weather Report:Todays weather is 5o chances of rain with cool weather Temperature 38 Degree Celsius Relative Humidity-75 Irrigation should be avoided during rainy days Fertilizer application is good during rainy days
how control root rot in groundnut,spray of bavastin  4 gram per litre water
Root rot in groundnut,Pseudomonas fluorescence 1 kg  Trichoderma viride 1 kg  FYM 10 kg ac
varieties,SB 11 JL 24
cotton fertilizers,30 kg urea per vigha
TELL ME ABOUT OF WHITE GURB CONTROL IN GROUNDNUT,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
Farmer asked query on Weather,-              34      27       8
FARMER NEED INFORMATION ABOUT ATTACK OF LEAF EATING CATERPILLAR  IN GROUNDNUT CROP,-
FARMER ASKING ABOUT VARIETIES OF GROUNDNUT CROP,- -  -      -    -  -  -     -
TELL ME  NUTRIENT MANGEMENT IN PEANUT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
Asked   about  to  disease  control  in  groundnut,2  3
Rust attack,Spraying of Bavistin 15gm10lit water
fungal attack,use bavistin 20 gm
FERTILIZER FOR GROUNDNUT,FERTILIZER FOR GROUNDNUT - APPLY DAP 35 KG  UREA 4 KG  27 KG POTASH PER ACRE
weather report,today there is no chance of rain fall in your area         weather report
FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROWTH ON GROUNDNUT,1-  -                  2- - -
TELL ME WHITE GUARB CONTROL IN GROUNDNUT,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
white grub attack,apply humnasur 1kgacre
TELL ME SOWING TIME OF GROUNDNUT,SOWING TIME OF GROUNDNUT JUN-JULY
tell me  termaite control in groundnut,USE QUINOLPHOS 15 DUST 25 KG PER HA MIX IN SOIL
Ground nut sowing season,Recommended for season PurattasipattamSeptember- October
tell me weather report,RAINFALL POSSIBILITY NEXT FIVE DAYS
farmer want to know information about How to control of fungal attack in groundnut  crop,recommended for to control of fungal attack in groundnut crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water
basal fertilizer for groundnut,recommended for apply DAP 50kgpotash 20kgac
MITES,CHLORPYRIPHOS 2GM 1LITER
Farmer asked query about plant protection,30
GROUNDNUT THIKKA LEAF SPOT DAMAGE,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAM ACRE
Leaf Eating Caterpillar on ground nut,spray Chloropyriphos 30ml15 Lit of Water
moogphali me galian hai,Carbendazim 12 Mancozeb 63 WP 3 gram  liter pani ka spray kare
Ask about fungus problem in crop,Suggested: Hexaconazole 5 SC  25-30 ml pump spray
farmer want about weather information for district,According to information received from Indian Meteorology there may be light rain in your district in the next 5 days Temperatures can be 30 degrees the winds can move faster than usual
variety,phule pragatikopergaon-1
Farmer need information regarding recommended dose of Diclosulam 84 WP in groundnut crop,124
TELL ME WEATHER INFORMATION,apke yaha 18 jun se 23 jun tak halki varsha ki sambhavna hai
sucking pest in groundnut,sucking pest in groundnut- spray rogor 2ml per litre water
TELL ME ABOUT SEED TREATMENT OF GROUNDNUT,SEED TREATMENT   CARBENDAZIM 2 GM KG SEED IMIDACLORPID 2 MLKG SEED RIZOBIAM CULTURE 3 PACKETHACTOR SEED
Farmer asked weed control in crop ground nut crop,16        EC  40
farmer asked query on chemical compatibility,- the mixture is still incompatible do not mix the chemicals in the spray tank
Ask about a larvae pest problem in groundnut,SC   coragen
ask about nutrient managment of groundnut,DAP 1 BAGPOTASH 1BAGJIPSAM 1BAG
sucking pest in ground nut,dimethoate rogar 2 mllt water
groundnut-root rot,soil drenching coc3grmlit
TELL ME MANDI RATE OF GROUNDNUT,LOONKARNSAR  GROUNDNUT WHITE 3413 RSQ
Farmer asked fungus control information of groundnut crop,WP 30           EC 10
ABOUT COLLER ROT CONTROL IN GROUNDNUT,COLLER ROT CONTROL IN GROUNDNUT 25 KG TRIGODRMA 100 KG FYM PER HA DRANCHING
Asking about groundnut foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  acre 200 litre of water
ask about plant protection information in groundnut crop,:                                         -
Asking about weather information,KISAN BHAI AAPKE YAHA 4 JANUARY TAK BADAL BAN SAKTE HAI LEKIN BARISH KI SAMBHAWNA NAHI HAI
pest control of groundnut,USE CARBENDAZIM 1 PER HACTOR FOR ROOT ROT
FARMER ASKING ABOUT VARIETIES OF GROUNDNUT,TAG 24
Asked about leaf spot and leaf cater pillar management in groundnut,:       :    2     2
root rot disease in groundnut,Carbendazim 2 gramlitar pani
variety of grountnut,A K 12-24
ask for ground nut tikka disease,suggest:dithen-m-45 30 gmpump sprey
Farmer asked about rust problem in groundnut,WP   30-35
boran dosage in ground nut,recommended to apply 4 kgs boran1 acre
Water management in groundnut,Recommended to give light irrigation
attack of humani,Phorate  7kgAcre Application
Farmer asked Larvae control information of Groundnut crop,ZC
Groundnut top dressing management,Recommended for apply urea 5 kg  potash 12 kg acre at 20 day
TELL ME CONTROL OF TARMIT IN GROUNDNUT CROP,USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION
TELL ME DISEASE CONTROL IN GROUNDNUT,85  25
Asked about plant protection in groundnut,Suggested to spray:-Thiamethoxam  1glit of water
Asked about plant protection in ground nut,spray chloropyriphos at the rate of 2ml per litre of water
Leaf hopper and aphids management in groundnut,Recommended for spray monocrotophos 2 ml  1 litre of water
TELL ME SEED TREATMENT IN GROUNDDNUT,SEED TREATMENT WITH CARBENDAZIM 2 GM PER KG SEED
ASKING ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,SPRAY GRADE 2    2-3 GMML  LIT OF WATER       BOZNMO
weeds control,pursute-30mlpump
Farmer asked weed control in Groundnut crop,--       30 EC
groundnut foliar application,ecommended for groundnut foliar  spray TNAU Groundnut rich 2kg  ac  200 lit
fertilizers,apply boran 2gl
tell me control of collar rot,appTRICHODERMA25KG50KG FYMBIGHA
Asking about Groundnut leaf caterpillar and sucking pest management,:      :   - 1  20
Ask for groundnut wilt problem,I suggested to drenching blue copper 40 gram per pump
Asking about groundnut white fly management,recommended for the spray  : dimethoate  2 ml lit of water
disease in ground nut,trichoderma 4 kg per acre
Farmer asked about white grub control in groundnut,SG
fertilizer in  groundnut  crop,A plant must be unable to complete its life cycle in the absence of the mineral elementThe function of the element must not be replaceable by another mineral elementThe element must be directly involved in plant metabolism These criteria are important guidelines for plant nutrition but exclude beneficial mineral elements Beneficial elements are those that can compensate for toxic effects of other elements or may replace mineral nutrients in some other less specific function such as the maintenance of osmotic pressure The omission of beneficial nutrients in commercial production could mean that plants are not being grown to their optimum genetic potential but are merely produced at a subsistence level This discussion of plant nutrition includes both the essential and beneficial mineral element
Farmer asked Varieties information of Ground nut crop,:-  :-  -     :-  -  -  -
Information about nutrient management in Groundnut,20    10
ask about white grub in ground nut,I suggested to give foret 10 kgha at time of sowing for white grub in ground nut
TIKKA LEAF SPOT IN GROUNDNUT,TIKKA LEAF SPOT IN GROUNDNUT RECOMMENDED TO SPRAY SAAF 2 GRLT WATER
VARIETIES FOR  G NUT    ---,VARIETIES FOR  G NUT    --- TAG - 24  TAG- 26
Ask about fungus problem in groundnut crop,EC -
pest attact in ground nut,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 500 MLAcre
Asking about Stem and root rot management in Groundnut,:      :  1     20
leaf spot in groundnut,spray mancozeb2gmlit of water
FOR BLOOSMING,Spray Boom flower 20ml DeviCropscience15 liter of Water
Asking about suitable varieties for Groundnut Purattasipattam,Recommended for TMV 7 VRI 2 VRIGn 6TMVGn 13
farmer ask about seed tare of sesamum groundnut green gram black gram bajra sorghum maize paddy crop,Paddy:12kgAcre
karapa,kocide 20  gm 15 ltr water
tell me mandi rate of groundnut,mandi rate of groundnut gg-20 chitra m-13
Asking about Leaf miner sucking pests and Alternaria leaf disease management for Groundnut,:             :  2   2  1
wilt,blitax 3gmlit
Farmer asked query on Weather,120       l
seed treatment in ground nut,Treat with Chloropyriphos 65 ml  imidacloprid 2 ml  mancozeb 3 grKG Seed
Asking about  Difference between Boron vs Borax,:        :
TELL ME WEATHER REPORT IN BARMER,NO RAIN POSSIBILITY IN NEXT 5 DAYSCLOUDLY SKY
FARMER ASKED ABOUT VARIETIES OF GROUND NUT CROP,-             -    -
Asking about top fertilizer management for groundnut,:            :  -     -
ask about fungus problem in Groundnut,wp                    WP
GIPSUM FERTILIZER INFORMATION,CL FERTILIZER DOSES
moongfali me uktha rog ke liye kya kare,carbandazim 20 gramliter pani  mencozeb 10 gramliter pani ka spray kare
Farmer asked query on Weather,SRI-DUNDARGARH                  -
Farmer asked about blight attack on groundnut,30          WP
TELL ME TIKA CONTROL IN MUNGFALI,SPRAY OF MENCOJEB 2GM PAR LITAR WATER
Farmer asked Sucking pests and Larvae problem in ground nut crop,25- 40
Asked about  leaf caterpillar thrips  Leaf spot disease in groundnut crop,:           :  2    2
Asked about herbicide waiting period information,:          :
Information about in Variety in ground Nut,-44 -86
Farmer asked Larvae and Sucking pests control information of  Groundnut Crop,126    95  ZC
Asked about Foliar spray for Groundnut planofix can be spray,:        : TNAU   2  200
BLIGHT DESEASE,SPRAY MANCOZEB2MLLITER OF WATER
Farmer wants to know information about How to control of fungal attack in groundnut crop,Recommended for to control of fungal attack in grountnut  crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water
TELL ME WEATHER INFORMATION OF PALI,NO RAINFALL NEXT FIVE DAYS OF PALI
Tell about information Seed treatment of Groundnut,50 WP  2-3
Ask about Blank pod control in Ground nut,::
leaf spot,kavach 400grm acre
MUNGI FALI KI JARE ME KIT HAI,CARTAF HYDROCLORAID 4G 8 KGACRE KE HISAB SE BIKHER DE
GROUNDNUT SUCKING PEST MANAGEMENT,40     150
Asking about Root  rot management in groundnut,:       : :    25
Asking about leaf caterpillar and beetle management in groundnut,:          :     2
TELL ME WEATHER INFORMATION OF,NO RAINFALL NEXT FIVE DAYS
Asking about top fertilizer management for groundnut,:   :      5   20
ASKING ABT FER IN GNUT,I HAVE SUGGEST DAP
GROUND NUT LEAF EATTING CATTERPILLER,RECOMMENDED SPRAY QUINOLPHOS 400MLACRE
Please give me weather information,Aapke yahan 2 June se 6 June tak barish hone ki sambhawna hain
APHIDS IN GROUNDNUT,Spray Dimethoate 30 EC  17 mllit water
Farmer wants to know information about How to control of white grub attack in ground nut crop,Recommended  for to control of white grub attack in ground nut crop plz drench the field with chlorpyriphos
VARITIES OF GNUT,VARITIES OF GNUT - SB -11  TAG-24  WESTARN
YELOWING IN G NUT,SULFER 5 KGBIGHA
Farmer wants to know about fertilizer in groundnut,20
ground nut tikka leaf spot management,ground nut tikka leaf spot management :  RECOMMENDED TO SPRAY HEXACONAZOLE  400 ML PER ACRE
SUCKING PEST CONTROL AND FUNGAL CONTROL IN GROUND NUT,SPRAY NEEM OIL  2ML WITH MANCOZEB 3GM IN 1LTR OF WATER
ASK ABOUT FERTILIZER IN CASTOR,SUGGEST:TO GIVE UREA
Information regarding fertilizer in groundnut crop,50   27
ground nut sucking pest,RECOMMENDED TO SPRAY PROCLAIM 90GRAMS PER ACRE
Weather in Etah distt,kisan bhai apke yaha 14 se 20 august tk halkee barish hone ki sambhawana hai
Ask about varieties of Summer groundnut crop,: --
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN GROUNDNUT,RECOMMENDED THAT GYPSUM 200 KG  ACRE
ASKED ABOUT TO WATER MANAGEMENT IN GROUNDNUT,25  30
fertilizer information at 45 days,no requirnment
TELL ME ROOT  ROT DISESE CONTROLL IN GROUNDNUT,APPLIED BAVISTIN 250 GM BIGHA  WITH IRRIGATION WATER
disease,carbondizium 2gmlit
TO CONTROL ATTACK OF GREEN CATERPILLAR,SPRAY CHLOROPYRIPHOS 25 ML IN 10 LTR OF WATER TO CONTROL ATTACK OF GREEN CATERPILLAR
TELL ME DISEASE CONTROL IN GROUNDNUT,-- 2
alternaria blight in ground nut,spray copper oxychloride 3 gram in 1 litre water
ask about sowing time,June-July Jan-Feb
Information about Vareity of Ground nut crop,--37 A     -13
ask abt white fungi,I suggested tricodarma
ASKING ABOUT VARIETY OF GROUNDNUT,-   -  -    -
tobacco caterpillar in groundnut,spray quinalphos 2 ml  neem oil 3ml  teepol 1ml  lit of water
Asking about Groundnut leaf miner management,recommended for the spray  :dimethoate 2 ml lit of water
Farmer asked termite control information of groundnut crop,EC
GROUND NUT RUST,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAMS  ACRE
Whitefly in Groundnut,recommended for spray panchagavya 30 ml  liter of water
ASKED ABOUT TO INSECT CONTROL IN  GROUNDNUT  CROP,50    15
Groundnut Alternaria leaf desease,Recommended for spray  Copper oxy chloride 2 g  litre of water
Ground nut leaf miner,recommended for spray profenophos 2 ml teepol 1 mlliter of water
ask about irrigation,suggested first irrigation suddenly after sowing and second irrogation afetr 7-8 days then third after 4 weeks
THANKS FOR CALLINGPLEASE CALL AGAIN,THANKS FOR CALLINGPLEASE CALL AGAIN
HERBICIDE IN GROUNDNUT,HERBICIDE IN GROUNDNUT- PURSUIT 2 MLLIT
WEED MANAGEMENT IN GROUNDNUT,RECOMMENDED TO SPRAY PROPAQUIZAPOP 250 ML  ACRE
GROUND NUT LEAF EATING CATERPILLAR MANAGEMENT-,GROUND NUT LEAF EATING CATERPILLAR MANAGEMENT-RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 200 LITERS OF WATER  ACRE
provide about information of fertilizer in groundnut crop,- 8   20    18
ALTERNARIA LEAF BLIGHT,SPRAY MANCOZEB 2 GRAM PER 1 LTR WATER
asked about seed treatment in groundnut,seed treatment in groundnut -use thiram 2 gram   1 kg of seed before sowing
WEEDICIDE APPLICATION BY THAT AFTER RAINING,CAN APPLICATION
Asking about Micro nutrients mixture applied for Groundnut,:     :
FARMER ASKED QUERY ON TEBUCONOZOLE USES,RECOOMENDED THAT USED FOR  RUST FUNGUS SHEATH BLIGHT  LEAF SPOT
Farmer asked about fertilizer dose in groundnut crop,-
Asking about foliar nutrient spray for groundnut,Recommended for spray Panchakavya 30 ml  litre of water
WEED MANAGEMENT IN GROUNDNUT CROP,40  200
SUCKING PEST IN GROUNDNUT,RECOMMENDED TO SPRAY ROGOR  25 ML  1 LIT OF WATER
information regarding how to control of termite in Mungfali,broadcast cloropyriphos  15 lt in 20 kg sand per acre
TO CONTROL ATTACK OF RUST IN GROUNDNUT CROP,SPRAY REDOMIL GOLD 25 GM IN 10 LTR OF WATER TO CONTROL ATTACK OF RUST IN GROUNDNUT CROP
insect problem in ground nut,aap Quinalphos 25 EC ki 2 ml matra ko prati liter paani ki dar se milaker spray kar de
Farmer asked  Fertilizer dose information of Groundnut crop,-  -- -
Nutrient management,RECOMMENDED TO SPRAY AGROMIN MAX 3 GR1 LITRE OF WATER
asked about sowing season of groundnut,:       :     -      -
FARMER ASKED QUERY ON PEGGING STAGE  MANAGEMENT IN GROUND NUT,RECOMMENDED TO APPLY ZYPSUM -20 KG20 CENTS IN GROUND NUT
Ask for problem in ground nut,Suggest Tricoderma Virdi application
I WANT TO SOIL TESTING,CONTACT TO NEAREST AG OFFICE
foiliar spray of groundnut rich,foiliar spray of groundnut rich 3kgac
TELL ME ABOUT DOSE OF SULPHUR IN GROUNDNUT CROP,3
weed control in mugfali,parsud  daba dalia
Farmer asked query on Weather,:        :        35        15
Ask about weather,possibility of rain fall
Whitefly in Groundnut,recommended for spray dimethoate 2 ml liter of water
Asked about groundnut foliar nutrition management,:         :    5   1       5
bud necrosis management in groundnut,recommended for dimethoate 2 ml 1 litre of water
pest,dimethioate 15 ml 1 liter
grounut bacterial blight,cupper oxy chloride 3g per liter of water and streptocyclin 05 g
Information about termite control in groundnut crop,Fipronil 03 GR  8-10
TELL ME ABOUT WEATHER INFORMATION,HAVI  RAIN POSSIBILITY IN NEXT 5 DAYS
uinsecet controll in wheat,3   10
ground nut sucking pest control measurs,RECOMMENDED TO SPRAY PROPINOPHOS CURECRON PROFEXDON BOLERO  400 ML PER ACRE
white grub aatack in groundnut,Phorate 10 CG  8 kilo  acre
Asked about leaf cater pillar management in groundnut,:    :
Information about nutrient management in groundnut,8  10
management of groundnut fertilizer,recommended to apply 9 kg urea and 200 zypsum per acre
leaf eating caterpillar in groundnut,recommended to spray chlorpyriphos-2mllit of water
Ask about Fertilizer dose of Groundnut crop,--   -
ground nut sucking pest,RECOMMENDED TO SPRAY DIMETHOATE 400MLACRE
Ask about variety information in Groundnut crop,-              -
ASKING ABOUT CONTROLL OF WILT ATTACK,SPRAY RIDOMIL GOLD 30 GM  15 LITERS OF WATER
farmer ask about kranti variety of groundnut crop,-    -                                        98     -  -  -  -
TELL ME ABOUT TERMID  CONTROL IN GROUND NUT,SPRAY OF FIPROLIN 5  2 LITER PER HA
Farmer asked weed control in groundnut crop,80
Farmer wants to know information about Weed Management in Groundnut crop,-
want to know about weather report information,possibility of rain and drezzils in the date of june 21 to june 26
ASKED  ABOUT TO  DISEASE CONTROL IN  GROUNDNUT,12   63    2
Farmer asked query on Weather,3      26     10
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN GROUNDUNT,RECOMMENDED TO APPLY ZYPSUM-200 KGACRE
how to control stem rot  in ground nut crop,2kg tricoderma viridi mix with 50kg compost and apply in field
farmer want to know information about govt schemes,recommended for to know about govt schemes please contect rural agriculture extension officer
Asked about caterpillar  beetle management in groundnut,:     : :      15
Farmer asked query on Weather,41       14
Asked  about   to  fertilizer  use   of  groundnut,375            35
FLOWER DROP,SPRAY PLANOFIX 3 MLBayer15 LITER WATER
Asking  about  aphids and caterpillar management in groundnut,:       : :     2   1
Asking for Groundnut 2nd irrigation,Suggested to irrigate after the proper germination occurAprrox20DAS
groundnut varieties,groundnut varieties--ankurtag 24sb11
Asked about storage of Groundnut seeds after harvest,:         :
TELL ME SEED TREATMENT GROUNDNUT,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
moongphali me phal nahi lagte,planofix20 mlli water
LEAF BUD,RECOMMENDED TO SPRAY MONOCROTOPHOSNUVACRON PHOSKIL LUPHOS 300 ML PER ACRE
TELL ME CONTROL OF FLOWER DROPPING IN GROUNDNUT,1    4
ASKED ABOUT FERTILIZER DOSE OF GROUND NUT,ADVICE SOIL TEST AND CONTACT WITH ADAKPS BLOCK
GROWTH PROMOTER,SPRAY BAOZAIM2MLLITER OF WATER
groundnut fertilizer usage,groundnut fertilizer usage : application of gypsum 200 kilogram at 45 days after transplantation
root rot management,--RECOMMENDED TO DRENCH COPPER OXYCHLORIDE  BLITOX 3 GRAMS  1 LITRE OF WATER    3
TELL ME WEATHER INFORMATION OF BARMER,RAIMFALL 15 MM NEXT FIVE DAYS OF BARMER
ATTACK OF WHITE GRUB,Drenching of Chloropyriphos 40 ml  15 lit of water
Asking about Groundnut leaf miner management,:        :       1 5
Tobacco caterpillar control in groundnut,Recommended for spray profenophos 15 ml  acephate 1 g  liter of water
asking about top fertilizer management for groundnut,recommended for apply Gypsum 100kg borax 4kgac
FERTILIZER APPLICATION IN GROUND NUT,RECOMMENDED TO APPLY UREA-10KG AND MOP-30KGACRE
white grubs,Use Fertera 4 kg acre
ABOUT COLER ROT IN GROUNDNUT,COLLER ROT CONTROL IN GROUNDNUT 25 KG TRIGODRMA 100 KG FYM PER HA DRANCHING
urea doses in groundnut,11kg urea per bigha
TELL ME CONTROL OF NSECT IN GROUNDNUT,SPRAY OF TRIZOPHOS 40 EC 2 ML PER LITER WATER
asking about groundnut top dressing fertilizer application,recommended for apply gypsum 75 kg  borax 4 kg  acre
FOR BLACK SPOT CONTROLE IN GROUNDNUT,SPRAY OF  CARBENDAZIM 12   MANCOZEB 63  WP 2 GRAM PER LIT WATER
Askingb about groundnut jassids management,Recommended to spray neem oil 2mllit of water
GROUNDNUT THIKKA LEAF SPOT DAMAGE,RECOMMENDED TO SPRAY CHLOROTHALONIL 400 GRAM  ACRE
moongphali par kala dhabba ban raha hai tikka desese,kopar oxi kloraeid 2 gram dawa liter pani milakar sprey kare
Attack of Caterpillar,Spray Decis -15 ml15 liter water
Farmer asked about clorpyriphos 10 GR,G
asked for ground nut pest control,asked for ground nut pest controlrecommended- acephate 2 gm per liter
asked about attack of wilt in groundnut,Spray Redomil Gold 45 gm15 Liter of WaterMephonaxonMancozeb-Syngenta
ground nut Alternaria leaf disease management details,recommended for spray  Copper oxy chloride 2 g  lit of water
GROUND NUT  VARITES,K -6
Ask about termiteNematodwhite grub control information,Suggested: Phorate 10 G 2 kgvigha
TELL ME CATERPILLAR CONTROL,SPRAY OF PROFENOFOS 15 ML PER LITER WATER
FARMER ASKED FOR GROUND NUT VARIETY,FARMER ASKED FOR GROUND NUT VARIETY VARIETY OF GROUNDNUT -TAG-24 TG-
ask abt fungal problem,suggested thiram 3gm1kg seed
TELL ME ABOUT CONTROL OF YELLOWING LEAF IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
yellowing of leaves of gnut,spray Feso4  1
TELL ME GROWTH IN GROUNDNUT,UREA 4KGBIGHA
Asked about Plant protection in Groundnut,Recommended to spray Carbendazim 2 g  1 litre of waterRecommended to spray SAAF  mancozeb  carbendazim 1 g per litre of Water
ASK ABOUT BIO- INECTCIDE IN GNUT,80-100 GRAMPUMP SPRAY
