QueryText,KccAns
asking about groundnut suckingpest,I suggest profenophos 25mlpump or imidacloprid 7mlpump
Moong Phali ke paodhe ki achhi viridhi ke bare me jankari,10
TELL ME ABOUT INSECT CONTROL,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
ASKED ABOUT TO INSECT CONTROL IN GROUND NUT,25  05
moongphali me leaf per spot hai,Mancozeb 20 gm lit ka spray kara de
attack poest,Spray Rogar 15ml15 Liter of WaterDimethoate-Cheminova
TELLME WEATHER INFORMATION OF GANGANAGAR DIST,LIGHT RAINFALL 3 DAYS
TELL ME CONTROL BLACK ROOT IN GROUNDNUT CROP,USE-BAVISTIN 250GM PER BHIGA WITH IRRIGATION
FERTILIZERS IN GNUT,SSP 15OKG AND MOP 30KG
TELL ME INSECT CONTROL IN,USE CHLOROPYRIFOS 20 C 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT
Farmer want to know information about how to control caterpillar in   groundnut crop,5  SG 70-80
Groundnut Aphids,Recommended to spray Imidacloprid 178 SL 1ml in 3litres of water to control Groundnut Aphids
Ask about sucking pests problem in crop,Suggested: Difenthriuon 50 wp 20 gram  pump spray
Farmer asked query on Weather,:        :           31       25      4
TELL ME ABOUT NUTRIENT MANAGEMENT IN GROUNDNUT,3  4
Early leaf spot in groundnut,Recommended for spray mancozeb 2 gmlit of water
ask about groundnut fertilizer,no require to fertilizer after 30 days of sowing
APHID,IMIDACLOPRID
TELL ME TARMIT IN FILD IN GROUNDNUT,DUSTING OF QUNALFOSH 15   25 KG PER HA
leaf miner control in Groundnut,recommended for Spray profenophos 2 ml  acephate 2 g lit of water
TELL ME ABOUT  ROOT ROT CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION
Farmer asked seed treatment of white grub control,30  FS    20    Slayer Pro GSP Abhedh Super Amber Sumil Slayer GSP
ask about yellowing gnut,I suggested to spray 100 gm ferrous sulphate
Farmer asked query on Weather,DRY WEATHER NO CHANCE OF SHOWERS IN YOUR AREA         39C - TEMPERATURE
HARVESTER FOR GROUNDNUT,CONTACT A A E AT BLOCK
TELL ME SEED TREATMENT FOR GRAM,2
mog fali me kya de,zypusm 200 kg  4 kg borex  hecter
moongphali ke beejo ko jangali suvar  kha ja raha hai,ap charo taraf se bad laga de
TELL ME ABOUT DISEASE CONTROL IN,12   63    2
Information about weather,Kisan bhai aapke shetra mein 30 june ko barish ki sambhavna hai
attack of herbicide on ground nut plot,herbicide on ground nut plot-spray persuit
information regarding to Disease control in oil crop,spray machozeb M-45  2 gm or bavastin  1 gm liter water
FARMER ASKED ABOUT THE CONTROL OF TERMITE IN GROUNDNUT,178   1
THRIPS IN  GROUNDNUT,IMIDACLOROPRID 178 SL 1 ML 2 LITER WATER SPREY
Asked about plant protection in  groundnut,advised him to spray of rogardimethoate-2mll of water
ATTACK OF APHIDS,303 -22
TELL ME ROOT ROT DISEASE CONTROL IN GROUNDNUT,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION
ASKING ABOUT WEED MANAGEMENT IN GROUNDNUT FIELD,Imazethapyr 10SL         -      I
fertiliser management in groundnut,apply 150 kg Gypsum per acre
LEAF EATING CATER PILLER,CORAGEN 60MLACRE
FARMER ASKED QUERY ON VARIETIES OF GROUND NUT SEEDS,RECOMMENDED VARIETIESKHADIRI-6  NARAYANI  DHARINI  DHEERAJ GREESHMA  ROHINI  TAG - 24
weather condition in etah,LIGHT CLAUDEY WEATHER NO CHANCE OF RAIN
Farmer asked  white grub Problem in crop,SGCG              GR              EC
TELL ME ABOUT HOW TO CONTROL BLACK ROOT IN GROUNDUT,BLACK ROT CONTROL IN GROUNDNUT USE TRIGODRAMA 25 KG WITH 100 KG FYM  PER HA
groundnut  herbicide,groundnut  herbicide--parshutodece spray
ASKED ABOUT HERBICIDE FOR GROUNDNUT,20
TELL ME CONTROL WEEDS IN GROUNDNUT BEFORE SOWING,USESFLUCLOROLIN 1KGHECATER 1000 LITER WATER
Asking about Groundnut top dressing fertilizer application at Earthing up,:      : 4    80    45
Tell Me for biological control of termites in standing ground crop of groundnut,10           125
borax,borax 01
Farmer asked Jassid Problem in Ground Nut crop,ZC
aphids in groundnut,Recommended for spray Imidacloprid 05 ml  Thiochloprid 15 mllit of water
GROUNDNUT FERTILIZER DOSE,--                                                   -                    -
Asking about Foliar nutrient spray for groundnut,Recommended for spray groundnut rich 2 kg acre at flowering stage
LOW FLOWERING IN GROUNDNUT,SPRAY OF PLANOFIX 1 ML4LTR WATER
ROOT GRUBS MANAGEMENT IN GROUNDNUT,10   6
FARMER ASKED FERTILIZER USE IN GROUNDNUT,60
Farmer needs information regarding how to control over growth in groundnut crop,Recommended for to control over growth in gram crop spray lihosin  12-15 mlpump
TELL ME COLLAR ROT CONTROL IN GROUNDNUT,APPLY HEXACONAZOLE 5 300 ML PAR BIGHA WITH IRRIGATION
Farmer asked seed treatment of fungus problem in gnut,WG
ask about leaf eating caterpillar in groundnut,EC 25         EC 15
leaf miner in groundnut,Recommended for spray Dimethoate 2 ml  litre
TIKKA DESEASE,CORBONDAZIUM 1 G  1L WATER
Asking about season and varieties for sesame,recommended for season is July-Aug and varieties CO 1 TMV 3TMV 7
ASKED ABOUT TO INSECT CONTROL IN GROUND NUT,15  25
ground nut leaf eating caterpiller,RECOMMENDED TO SPRAY PHOSLONE JOLONE FASLONE 400 ML PER ACRE
INFORMATION REGARDING DOSE OF UREA IN GRUNDNUT,DOSE OF UREA IN GRUNDNUT 13 KGACRE
season of sowing for groundnut,Masipattam Feb - Mar
TELL ME ABOUT DISEASE CONTROL IN groundnut,-- 2
TOBACCO CATERPILLAR MANAGEMENT,TOBACCO CATERPILLAR MANAGEMENT : RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE
Asked about functions of Sulphur Containing Fertilisers,Sulphur containing Fertilisers will increase the Oil content or recovery percentage of Groundnut crop
Asking about weather forecast,Todays weather is cloudy and light- moderate  Possibility of Rainfall
Farmer wants to know information about how to control sucking pest in groundnut,178sl 6
Framer asked about fertilizer dose in groundnut crop,- -
groundnut root rot management,recommended to remove from the field
Farmer asked seed treatment of fungus problem in Groundnut crop,Ws
Farmer asked Varieties information of Groundnut crop,-  --  --
ask for termite prob in ground nut,use chlorpyrifos 25 ml10 kg seed for termite prob in ground nut
How to protect groundnut crop from insect pest attack,How to protect groundnut crop from insect pest attack  Recommended to apply Chloropyriphos 15 DP  10 kg per 1 acre of land during final land preparation
WEEDS INFESTATION IN GROUNDNUT,WEEDS INFESTATION IN GROUNDNUT : MANUAL HAND WEEDING RECOMMENDED
Farmer wants to know information about how to increase growth of groundnut crop,::                 I   50               5  6
Farmer asked Fertilizer dose information of Groundnut crop,-     8-10
Ask for fungi in groundnut,I suggest mancozeb 40 gram per pump and to spray
TELL ME SEED TREATMENT,CARBENDEZIM 2 GRAMKG SEED
weed management in groundnut,weed management in groundnut-apply attrazin-15kg per acre
Ask about larvae control informationgroundnut,SC -
ask for groundnut base application dose,give 12kg dapvigha in groundnut
Asking about Root grub in Ground nut,Recommended for apply Carbofuran 4 kg neem cake 25 kgac
CONTRL ROOT ROT IN GROUND,BAVISTIN 2 GRAMLITER AND STREPTOCYCLINE 2 GRAN16 LITER WATER SPRAY
seed treatment in black gram,treated with seeds rhizobium 200 g  ac
farmer want to know information about sowing time groundnut crop,15   15
WILT ATTACK  on groundnut,--
Asked about Nutrient management  in Groundnut,Suggested to spray Samruddi 3ml per litre
Asked about plant protection in  groundnut,Suggested to spray Perfect COC Copper Oxychloride 50 Wp 3 g per lit of water  streptocycline  1 gram per liter of water
red spider mite management in groundnut,Recommended for spray dicofol 2 mllit of water
seeds availability of groundnut,contact to agriculture department
GROUNDUT ROOT GRUB,RECOMMENDED TO USED CHLORIPYRIPHOS 6MLLITRE FOR ROOT DRENCHING
FARMER WANT TO KNOW HOW TO CONTRROL FUNGALA ATTACK IN GROUND NUT CROP,RECOMMENDED FOR SPRAY TO MENCOZEB  CARBENDAZIM 30 GRAMPUMP
insect problem,Spray metasistox  15 ml in 1 litre of water
ask for rust in g nut,spay mencozeb 30 gm  propiconazole 20 ml per pump
Farmer asked Sucking pests and Larvae problem in GROUNDNUT crop,126    95  ZC
farmer want to know information about seed treatment of groundnut,Recommended for Use bavastim 3 gm per kg of seed
Ask about fungus Control in groundnut,EC        -
PROBLEM IN GROUND NUT,MANCOZEB KA 2 GM  LITER KA CHIDKAV KARE
Asking about Ground nut fertilizers,I have suggested to give Ammonium sulphate
kvk visit,near to kvk
Ask about Fertilizer dose of Groundnut crop,--- -  -
Asking about termite management in groundnut,Recommended for soil drenching chloripyriphos 2 mllit of water
Information of Varieties in the Bitter groundnuts,----
TELL ME WHITE GRAB CONTROL OF  GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
Asking about groundnut irrigation management,:     :            5  7
basal fertilizer management for groundnut,apply DAP 50 kg   acre
Regarding harvestig of groundnut crop maturity index,Observe the crop considering its average duration Drying and falling of older leaves and yellowing of the top leaves indicate maturityPull out a few plants at random and shell the pods If the inner shell is brownish black and not white then the crop has maturedIrrigate prior to harvest if the soil is dry as this will facilitate easy harvesting If there is enough moisture in the soil there is no need for irrigation for harvestingIf water is not available for irrigating the field prior to harvest work a mould board plough or work a country plough so that the plants are uprooted Engage labour to search pods left out in the soil if necessary
SUCKING PEST IN GROUNDNUT,SPRAY DIMETHOET ROGOR  30ML15LIT WATER FOR SUCKING PEST IN GROUNDNUT
CONTROL OF BACTERIAL WILT IN GROUNDNUT,SPRAY STREPOCYCLIN 1GM10 LIT OF WATER
MITES,CHLOROPYRIPHOS 2ML1LIT WATER DRANCH SOIL
attack of pod  borer  on groundnut,pod  borer  on groundnut apply 3 kg thimet acre
Farmer wants to know information about how to control of fungal attack in  groundnut crop,WP         IP     IP       15
TELL ME SEED TREATMENT IN OILSEEDS,USE CHLOROTHELONIL 25 GM PER KG SEED
FARMER ASKED ABOUT THE CONTROL OF INSECT IN GROUNDNUT,16   1  2
Information about using fertilizer in groundnut crop,8  10
Farmer Asked about varieties of ground nut,-
message need my phone,explained
ground nut sucking pest,RECOMMENDED TO SPRAY DIMETHOATEROGAR 400 MLACRE
Ask about blank pod information  groundnut crop,100
Ask about Fertilizer in groundnut crop,30     2
TELL ME WEATHER CONDITION IN BATHINDA DIST,60-70  CHANCE OF RAIN NEXT 5 DAYS
powdery mildew in groundnut,DINOCAPKERATHANE 400 ML PER ACRE
Asked about seed treatment for Groundnut,:          :    4            30
Leaf eating Caterpillar in Ground Nut,Recommended to spray Emamectin benzoate 5SG  80gm per acre to control Leaf eating Caterpillar in Ground Nut
Aphids in groundnut,Spray rogor 2 mili in 1 litre water in 8 days interval
fertilizer dose for groundnut,advised to apply 20 kg urea and 20 kg potash per acre
Farmer asked query on Nutrient management in GROUNDNUT,--RECOMMENDED TO APPLY UREA 8 KGSACRE  MOP 15 KGSACRE
GROUND NUT SEED TRANSPLANTING APPROPRIATE TIME,CALL DIVERTED TO AGRICULTURE FTA
varieties of groundnut,SB-11 TAG-24 koyana
TELL ME  DISEASE CONTROL IN GROUNDNUT,SPRAY OF WETTEBLE SULPHUR 80 WP 3 GM PER LITER WATER
Farmer asked query on Weather,WEATHER REPORTTHERE IS A CHANCE OF CLOUDY WEATHER OCCUR IN YOUR AREA NO RAIN
TELL ME ABOUT YELLOWING COLOUR CONTROL IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
Attack of Caterpillar,Spray Profex super 15 ml15 liter of waterProfenofos Cypermethrin-Nagarjuna
Farmer asked  asked fertilizer dose in Groundnut crop,-            -
TELL ME INSECT CONTROL IN BHINDI,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
Termites in groundnut,apply Dust chlorpyriphos 1kg  ac
GROUND NUT DRY ROOT ROT,RECOMMENDED TO SPRAY CARBENDAZIM 200 GRAMS PER ACRE
POST EMERGENCE HERBICIDE APPLICATION IN GROUNDNUT,RECOMMENDED TO SPRAY IMAZITAPYR PURSUIT  400 ML PER ACRE
tell me about weed control in groundnut,25
Farmer asked about seed treatment in groundnut crop,1
Ask about crop variety information,June-July MONSOON   -              JAN -FEB SUMMER
WHICH FUNGICIDE USE BLACK SPOT ON GROUNDNUT CROP,TUMHI FAWARANI KARA KAVACH 30 GRAM PAMP PANYAT KAPA NIYATRAN HOIL
fertilizer for groundnut,fertilizer for groundnut  - 18:46 1 bag acre
ATTACK OF APHIDS on groundnuts,Spray Actra 5 gm15 Liter of WaterThiomithoxom 25-Syngenta
TELL ME SOIL TREATMENT FOR CONTROL OF WILT DISEASE IN GROUNDNUT,25  100
GROUNDNUT FERTILIZERS USE,GROUNDNUT FERTILIZERS USERECOMMANDED TO APPLY 200 KGS OF GYPSUM PER ACRE
Farmer wants to know information about increasing flower in groundnut  crop,20
farmer is asking about weather information,cloudy till to 13 June there is a possibility of scanty rainfall
Ask about groundnut plant protection information,30 EC
Farmer asked termitewhite grub control information of Groundnut crop,5  150
ground nut wilting,coc 30 grams 10 liter water
Better flowering in ground nut,Recommended to spray Planofix  Alpha naphthyl acetic acid 45 SL    3ml per 15 litre of water  for Better flowering in ground nut
pleas give information in Bihar hairy caterpillar,Spraying of quinalphos 25 EC 2 mllit prayog
Asked about Micronutrients application in Groundnut crop,:       :TNAU   5
Groundnut leaf miner,Spray Dimethiate 30 EC 2ml  lit of water
Farmer asked fungus in root control information of groundnut,-                WP
Farmer asked query on Weather,:   -      : :              34  C    23  C     6
asking about groundnut pest management,recommended for spray profenophos 2 ml  1 litre of water
Plant protction,Spray Profenophos 50 EC  2ml in 1 liter water
improved varieties in mung phalli,improved varieties in mung phalli-panjab no 1 hr no 1
Asking about Bud necrosis management in groundnut,Recommended for spray Dimethoate 2 ml  neem oil 3 ml  agent 1 ml  litre of water
Asked about Groundnut new varieties information,:      : VRI 9VRI 10
control of weeds in groundnut,no weediside use in groundnut after 15 days of zermination
Ask about Fertilizer dose of Groundnut crop,--- -
TELL ME WEED CONTROL OF GROUNDNUT,YOU CAN NOT USE HERBICIDE IN STANDING CROP
frtilizer dose for grundnut,2 bad dap yuriya 20-25 kilo ekari
Basal fertilizer management for groundnut,recommended for apply DAP 5Okg  gypsum 75 kg  20 kg potash  ac
Asking about root rot management in Groundnut,Recommended for carbendazim 2 gram 1 litre of water
Weed management in Groundnut,Advised to do hand weeding for Weed management in Groundnut
Ask about larvae control information,Suggested: Chlorantraniliprole 93  Lambda Cyhalothrin 46 ZC 9 mlpump
weed controll in groundnut,no use weedcide
asking about groundnut TNAU foliar application,Recommended for groundnut foliar spray TNAU Groundnut rich 2kg  ac  200 lit
catterpilar attack,spray proclaim 5gm15lit of water
groundnut variety information,GG-20 2 5
improved varieties of moongphali,improved varieties of moongphali : M-45 PANJAB MUNGPHALI-1
POWDERY MILDEW IN GROUNDNUT,RECOMMENDED TO SPRAY DINOCAPKERATHANE 400 ML PER ACRE
WEED MANAGEMENT IN GROUNDNUT,WEED MANAGEMENT IN GROUNDNUT  - PERSHUIT SPRAY
TELL ME INSECTCONTROL IN GROUNDNUT,SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER
black gram weedicide application,recommended for spray Pre emergence application of Pendimethalin 800 ml  acre at 3rd day of planting
Plant protection,Dichlorvos
Farmer asked Sowing Time information of Groundnut crop,-
VARIETIES OF GROUNDNUT,VARIETIES OF GROUNDNUT - SB-11 AND JL -24
Asking about Stem rot control in Groundnut,:    : 2
ask about groundnut fertilizer,--
TELL ME WEATHER REPORT IN AJMER,LIGHT RAIN MAY BE NEXT 2-3 DAYS
FARMER ASKED ABOUT BLIGHT ATTACK ON GROUNDNUT CROP,-   EC
Farmer asked query on Weather,:   -      : :            34  C    26 C     6
RED HAIRY CATERPILLAR,spray dichlorovas 2 mili per litre of water
Farmer needs information regarding control measures of termite in groundnut  crop,20        -                             -
Farmer asked fungus in root control information of Groundnut crop,EC        400
GROUND NUT TOBACO CATERPILLAR,RECOMMENDED TUKUMI 125ACRE
TELL ME FUNGAS AND PEST CONTROL GROUNDNUT,SPRAY OF MONOCROTOPHOS 36 SL 2 ML   MENCOJEB 2GM PAR LITAR WATER
Peanut Seed Treatment Information,2  60
Ask for gnut irrigation,Suggest to give low irrigation
Aphids in groundnut,recommended for Spray imidaclopride 04 mllit
asking about ground nut sprying,Spray Redomil Gold 30 gm15 Liter of WaterMephonaxonMancozeb-Syngenta
Zypsum dosages for ground nut,Zypsum dosages for ground nut - 200 kg
how to control  Tobacco caterpillar in ground nut,spray Quinalphos 25 EC 750 mlhectare to control  Tobacco caterpillar in ground nut
LEAVES ARE YELOW IN GROUNDNUT,SPRAY FERAS SULPHET 5 GML WATER
Root rot groundnut,Spray copper oxychloride 2gmlit of water
stem rot in groundnut,recommended to spray trichoderma viridae 2 grams per liter of water
Ground nut sowing season,Recommended for season Jan- Feb
wilt,drenching of blue copper 40gmpump
sucking pest,DIMETHOATEROGAR ROGARIN 400 ML PER ACRE
groundnut pest,chloropyriphos at 2ml in 1 liter water
FARMER ASKED ABOUT FOR CONTROL ATTACK OF CATERPILLAR ON GROUNDNUT,:-          SG
Ask about fungus problem in  GROUNDNUT Root,:   1
FARMER ASKED ABOUT ATTACK OF WHITE FLY ON GROUNDNUT,FOR CONTROL OF WHITE FLY ON GROUNDNUT Spray Oberon 15 ml  15Lit of WaterSpiromesifen BAYER CROP SCIENCE
Farmer asked fungus control information of Groundnut crop,WP  30
ASKING ABOUT WEED MANAGEMENT FOR GROUNDNUT,Imazethapyr 10 SL
Ground nut leaf miner,recommended for Ground nut leaf miner spray profenophos 2 ml teepol 1 mlliter of water
catterpilar,cloropyriphos drenching
Asked about seed treatment in Groundnut,Seeds are treated with Chlorpyriphos 15 mlkg seeds for the control of root grubs and termites
Asking about Ground nut stem rot management,:       :      4          2   50
asked about seed treatment for groundnut,seed treatment for groundnut-seeds treated with  5 gram thirum  kilo seeds
Farmer asked seed treatment of white grub control in Groundnut,30  FS 50            Ws
Asking about Leaf caterpillar Management in Groundnut,:     :  2    10
Ask about seed treatments of fungus Problem,WP
mosam ki jankari,halki baris hogi
Ask about List of Ground nut Seed buying,http:jauinattachmentsdownloadsDSSTMay2022OilseedFirstListpdf
Attack of White Grub,Phorate 5kgAcre Application
ASKED ABOUT TO FLOWER PROMOTING IN VEGETABLES,23    1   3
Small onion top fertilizer application,Recommended for apply 25kg urea  20 kg potash  acre
asked about information  groundnut crop weed control,ezil weedicides use to control weed
groundnut seed treatment,recommendd to treat the seed with 3 grams mancozeb 2 milly liters imidachloprid 4 grams trichoderma
APHID ATTACK IN GROUNDNUT,RECOMMENDED SPRAY ACEPHATE 75SPASATAF 1GMLTR WATER FOR APHID ATTACK IN GROUNDNUT
khet me dimak lagi hai,Cloripayriphas 20 EC  3-4 lithec prayog kare
GROUND NUT VARIETY,SG 44  S G 84  MUKTA PARKASH CHITRA-GROUND NUT VARIETY
TELL ME FUNGAL CONTROL IN GROUNDNUT,12   63    2
pest infestation in ground nut,RECOMMENDED TO SPRAY SPINOSADTRACER SPINTER  CHARGE   75 ML  PER ACRE
TELL ME SUBSIDY IN NAURSARY,10 LAKH SUBSIDY IN NAURSARY
varities,tag -24 fule unnati
Farmer asked query on Weather,CLOUDY  WEATHER IN YOUR AREA  AND  CHANCE OF RAIN
FARMER ASKED ABOUT GROUNDNUT SEED PROBLEM,--
FARMER ASKED ABOUT VARIETIES OF GROUND NUT CROP,-     -    -  -                                     -
ASKING ABOUT FERTILIZER DOSE FOR GROUNDNUT,-- - -
FARMER ASKED ABOUT TO SEED TREATMENT IN GROUNDNUT,48  5
ask about seed treatment in round nut,I suggested to give thiram 3 gm1 kg seed for  seed treatment in ground nut
crop protection in groundnut,Copper oxychloride 50 WP 25 gramliter pani me milakar chidkav kare
ask for rat control in field,use zinc phosphide
tikka disease on ground nut,spray Blue copper -40 gm15 lit water
Moongfali mai sichai kab kare,Jamaw hone par
TELL ME ABOUT INSECT CONTROL IN GROUNDNUT,USE QUINOLFOS 5 G 25 KG PER HA IN SOIL FOR CONTROL OF WHITE GRUB IN GROUNDNUT
Farmer asked fungus in root control information of Groundnut Crop,:
fertilizers aplication,NPK 19 all 25 kg acre
ASKED ABOUT EARTH WORM OF GROUND NUT PLANT,spray CHLORPYRIPHOS 20 EC  25 ML  LIT OF WATER
tell me  about nutrient management in groundnut,80    2
TERMITE CONTROL,SPRAY CHLORPYRIPHOS 2 MLLITRE OF WATER
Red spider mite in Groundnut,recommended for spray omite 2 ml  teepol 1 ml  liter of water
control measures for hairy caterpiller,I suggest him to spray rocket  2mlliter of water 20ml10 liter of water
Farmer asked Larvae control information of,SG 8-10
TELL ME TREATMENT IN GROUNDNUT,USE CARBENDAZIM MENCOZEB 2 GMKG SEED
YELLOWING min ground nut,SPRAY MICROLA 30 ML 15 LITER WATER
NUTRIENT MANAGEMENT IN PEA NUT,10   5-6
Stem rot in groundnut,recommended for the soil trenching  : Carbendazim 2gmlit of water
seed treatment,application of thayram 3 gm  kg seed
Asked about Leaf caterpillar management in Groundnut,:      :    3    10
TELL ME ABOUT NUTRIENT MANAGEMANT,SPRAY OF ZINK SULPHATE  5 GRAM UREA 10 GRAM PER LITER WATER
FARMER ASKED ABOUT SOWING TIME OF GROUND NUT CROP,:
SUCKING PEST,EMIDA CHLOROPREAID 1ML 3 LIT WATER SPRAY
Asking about top fertilizer management for groundnut,Recommended for apply gypsum 160 kg  borax 4 kgac
ASK ABT TERMITE,SUGGESTED CHLORPYRIPHOS 20MLPUMP
ask about haliothis control,I suggested quinalfos 20 mlpump
Farmer asked groundnut seed rate in one hectare,80-100
TELL ME  WEED CONTROL IN GROUNDNUT,SPRAY OF PENDIMETHILIN 30 EC 25-3 LITER PER HA AFTER SOWING BUT BEFORE GERMINATION
TEL ME DOSE OF GYPSUM FOR GROUNDNUT,GIVE 400KG GYPSUMHEC AT LAST PLOUGHING
Asked about groundnut zinc deficiency management,recommended for spray zinc sulphate 5 gm  litre of water
Asked about groundnut cake application in groundnut,:      :   50     30
White grub attack on ground nut crop,:- 4
DISEASE IN GROUNDNUT,CARBENDIZIM 2 GM1 LITER
Farmer asked query on Weather,JODHPUR PHALODI 5
ASKING ABOUT Attack of Aphids ON GROUNDNUT,Attack of Aphids ON GROUNDNUT - Spray Karate20ml15 Liter of WaterLambda 5 SC-Syngenta
ask groundnut early tikka information,suggest: spray mancozeb 35gmpump
Information about growth increase of ground nut crop,20
Groundnut veriety,Semi Spreading: GG-20
termite problem in moongfali,ap cloropyrifas 50 ka 15 literekad balu mai milakar pryog kare
Ask about seed rate information in Groundnut crop,20
herbicide use in groundnut,herbicide use in groundnut- spray pursuit 15 mili  15 liter of water
leaf minor in groundnut,leaf minor in groundnut : spray dimethoate 30 EC 2mllitre of water
--Asked about how to use potash fertilizer for 2 months old ground nut,--Suggested to spray potash at 4 gram per litre since the spacing is very less
GROUNDNUT THRIPS MANAGEMENT,GROUNDNUT THRIPS MANAGEMENT : RECOMMNEDED FOR NEEM OIL 5 ML  FIPRONIL 2 ML 1 LITER OF WATER
TELL ME ROOT ROT CONTROL IN GROUNDNUT,50  WP 1
aphids and leaf caterpillar management in groundnut,Recommended for spray Profenophos 2 ml  Acephate 1g  lit of water
termites control in groundnut crop,cloropyriphos 20  EC 1 literacre sichai ke samay de
TELL ME WHIT GRUB CONTROL IN GROUNDNUT,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB
late leaf spot in groundnut,recommended for spray saaf 2gmlit
TIKKA on groundnut,TIKKA on groundnut - spray tilt - ml  15 Lit of Water
Farmer asked query on Weather,-                         34      30       5
Information about weed control in Groundnut  mung phalli oilseeds crop,--
Asked about plant protection in groundnut,Recommended to Spray lamda cychlothrin  metador 2g per liter of water for sucking pests and defoliators
Asking about aphids management in groundnut,:     :
Moongfali mai kida laga hai,Cartap Hydrochloride 4 G 75-10kgacre
Farmers query about variety of groundnut,Information provided by kcc  TMV 7
Information about seed treatment of groundnut,20
TELL ME ABOUT CONTROL OF TARMAITE IN GROUNDNUT,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE
Ask about fungus problem in groundnut  Root,WP
wilt,Drenching of Redomil Gold 30gm15Lit of Water
asking about seed rate of ground nut,- -       - -
Ask about groundnut information,50
groundnut weed management,spray imiazthapyr 250 ml  ac
tell me control of yellow color in groundnut,5
tell me black root rot control in groundnut,black root rot control in groundnut trigodrma 2 kg of 40 kg fym dusting per ha
mung pali ki varieties ki jankari de,DH-86 TG-37A
ASKED DISEASE CONTROL IN  GROUNDNUT,50  250
madumakki ki jankari,kvk pe sampark kare
plant protection,dimethoate 17mll of waterindoxicarb 05gml of water
FARMER ASKED ABOUT CONTROL OF SUCKING PEST ATTACK ON GROUNDNUT,-    SL-
LEAF EATING CATERPILLAR IN G NUT,RECOMMENDED FOR SPRAY MALATHION 2MLL OF WATER  FOR LEAF EATING CATERPILLAR IN G NUT
To boost flowering in groundnut,Recommended to spray Boom flower 2ml in 1 litre water to boost flowering in groundnut
Asking about leaf miner in Ground nut,Recommended for spray Profenophos 2 ml Teepol 1 ml litre of water
rhizome rot in groundnut,recommended for trichoderma viride 1kgFYM 50kgac
herbicide,spary qzalophol 250 ml  acer
Groundnut whitefly control,RECOMMENDED TO SPRAY THIAMETHOXAM 40 GRAMS 200 LITRES OF WATER  ACRE
TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN,1
NOT RAINFALL NEXT FIVE DAYS,NEXT DAY PARTLY CLOUDY SKY IN YOUR DISTRICT
asking about Goundnut top dressing fertilizer management,:     :  5   12
mung phalli ki information,kisan Bhai mung phalli ki prjati -rs-1asb-87jhumka hai
Farmer asked query on weed Management in open field,RECOMMENDED TO SPRAY GLYPHOSATE 2LITERS  UREA 2 KGS200 LITER OF WATERACRE
FARMER ASKED ABOUT TO SEED TREATMENT IN GROUNDNUT,2              50 25
Asked about plant protection,Spray Dimethoate 30 EC  2mllit water
Farmer Asked sucking pests control information of groundnut,SL
yellowing of leaf,Spray copper oxychloride  2 gram in 1 litre of water
HORMONE FOR GROUNDNUT,HORMONE FOR GROUNDNUT- RECOMMENDED TO SPRAY PLANOFIX 1ML5LIT WATER
BENGAL GRAM FLOWERING,NEEM OIL 5MLLIT WATER
TELL ME ABOUT FERTILIZERS MANAGEMENT IN GROUNDNUT,SPRAY OF FERUS SULPHATE 5 GM  CITRIC ACID 1 GM PER LITER WATER
asked varieties of groundnut,-  -  -    --     ------ -   -- -   -          -
Asked about groundnut foliar nutrition management for increase flowering,:     :  2   10
Farmer asked query on Weather,WEATHER REPORT THERE IS A CHANCE OF CLOUDY WEATHER CHANCES OF SHOWERS IN YOUR AREA
Asking about precaution management for groundnut root grub,:   50
ROOT PROBLEM IN GROUNDNUT,KARBANDAZIM 250 GRAM PER BHIGA
ASKED ABOUT SUCKING PESTS,DIMETHOATEROGAR ROGARIN 400 ML PER ACRE
ATTACK OF LEAF EATING CATERPILLAR  ON GROUNDNUT,-  5   -         EC
TELL ME ABOUT OF BLACK ROOTH AND TARMIT CONTROL IN GROUNDNUT,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION USE CARTAP  HYDROCHLORIDE 12 KG PER HA WITH IRRIGATION
variety of groungnut,tag 24  tag 26
Ask about Fertilizer Use in Groundnut,100
ASK FOR GNUT WILT,suggest:bavistin 25 gmpump
